Hour,Region,AvailableRenewable_MW,Total_Load_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridPurchase_MW,GridLoadPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,GridImportMode,Method
16,RegionD,560.0000000000,334.7840000000,434.2600000000,338.7200000000,0.4033000000,45.2160000000,0.0000000000,730.8151230829,334.7840000000,45.2160000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
17,RegionD,505.6450000000,308.6719995733,630.0200000000,491.4200000000,0.4107000000,16.9730004267,0.0000000000,746.7697434840,308.6719995733,16.9730004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
18,RegionD,455.0000000000,262.9248000000,630.3600000000,491.6800000000,0.4192000000,12.0752000000,0.0000000000,758.1204314840,262.9248000000,12.0752000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
19,RegionD,411.5090000000,293.0944004267,630.6900000000,491.9400000000,0.4282000000,0.0000000000,61.5854004267,691.8995708101,231.5090000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
20,RegionD,378.1330000000,279.1168004267,631.0000000000,492.1800000000,0.4373000000,0.0000000000,80.9838004267,604.8202155126,198.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
21,RegionD,357.1540000000,307.4944000000,631.3100000000,492.4200000000,0.4457000000,0.0000000000,130.3404000000,464.6692477706,177.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
22,RegionD,350.0000000000,349.8240004267,392.0400000000,305.7900000000,0.4530000000,0.0000000000,0.0000000000,464.6692477706,349.8240004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1759995733,0.0000000000,-0.1759995733,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
23,RegionD,357.1540000000,412.6464004267,392.2200000000,305.9300000000,0.4586000000,0.0000000000,55.4924004267,405.0000000000,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
0,RegionE,378.1330000000,448.4125000000,247.0000000000,192.6600000000,0.2370000000,0.0000000000,70.2795000000,294.4306451613,378.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
1,RegionE,411.5090000000,497.2374995833,247.1600000000,192.7800000000,0.2378000000,0.0000000000,85.7284995833,202.2494628137,411.5090000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
2,RegionE,455.0000000000,503.4000000000,247.3200000000,192.9100000000,0.2375000000,0.0000000000,48.4000000000,150.2064520610,455.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
3,RegionE,505.6450000000,545.0000000000,247.4800000000,193.0300000000,0.2360000000,0.0000000000,39.3550000000,107.8892477599,505.6450000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
4,RegionE,560.0000000000,556.6874995833,247.6400000000,193.1600000000,0.2334000000,3.3125004167,0.0000000000,111.0029981516,556.6874995833,3.3125004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
5,RegionE,614.3550000000,570.3125000000,247.8000000000,193.2800000000,0.2300000000,44.0425000000,-0.0000000000,152.4029481516,570.3125000000,44.0425000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
6,RegionE,665.0000000000,591.8875004167,247.9600000000,193.4100000000,0.2260000000,73.1124995833,0.0000000000,221.1286977599,591.8875004167,73.1124995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
7,RegionE,708.4910000000,585.0250004167,381.7200000000,297.7400000000,0.2217000000,123.4659995833,0.0000000000,337.1867373682,585.0250004167,123.4659995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
8,RegionE,741.8670000000,549.1500004167,381.9600000000,297.9300000000,0.2174000000,1.6498783759,0.0000000000,338.7376230415,549.1500004167,1.6498783759,0.0000000000,0.0000000000,0.0000000000,191.0671212074,0.0000000000,-191.0671212074,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
9,RegionE,762.8460000000,566.0125000000,382.2000000000,298.1200000000,0.2134000000,196.8335000000,0.0000000000,523.7611130415,566.0125000000,196.8335000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
10,RegionE,770.0000000000,533.0874995833,382.4300000000,298.3000000000,0.2100000000,16.9125004167,0.0000000000,539.6588634332,533.0874995833,16.9125004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,-0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
11,RegionE,762.8460000000,452.5875000000,382.6600000000,298.4700000000,0.2074000000,90.2585000000,0.0000000000,624.5018534332,452.5875000000,90.2585000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
12,RegionE,741.8670000000,443.6849995833,382.8900000000,298.6500000000,0.2059000000,78.1820004167,0.0000000000,697.9929338249,443.6849995833,78.1820004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
13,RegionE,708.4910000000,430.6812495833,383.1200000000,298.8300000000,0.2055000000,57.8097504167,0.0000000000,752.3340992166,430.6812495833,57.8097504167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
14,RegionE,665.0000000000,399.7300000000,383.3400000000,299.0100000000,0.2063000000,45.2700000000,0.0000000000,794.8878992166,399.7300000000,45.2700000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
15,RegionE,614.3550000000,371.3024995833,383.5500000000,299.1700000000,0.2083000000,23.0525004167,0.0000000000,816.5572496083,371.3024995833,23.0525004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
16,RegionE,560.0000000000,336.3374995833,383.7700000000,299.3400000000,0.2113000000,3.6625004167,0.0000000000,820.0000000000,336.3374995833,3.6625004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,-0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
17,RegionE,505.6450000000,343.7250000000,556.7700000000,434.2800000000,0.2151000000,0.0000000000,0.0000000000,820.0000000000,343.7250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,161.9200000000,0.0000000000,-161.9200000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
18,RegionE,455.0000000000,278.7624995833,557.0600000000,434.5100000000,0.2196000000,0.0000000000,-0.0000000000,820.0000000000,278.7624995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,176.2375004167,0.0000000000,-176.2375004167,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
19,RegionE,411.5090000000,322.8250004167,557.3500000000,434.7300000000,0.2243000000,0.0000000000,51.3534995833,764.7811832438,271.4715008334,0.0000000000,0.0000000000,0.0000000000,0.0000000000,140.0374991666,0.0000000000,-140.0374991666,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
20,RegionE,378.1330000000,292.7625000000,557.6300000000,434.9500000000,0.2290000000,0.0000000000,134.6295000000,620.0182800180,158.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
21,RegionE,357.1540000000,309.5500000000,557.9000000000,435.1600000000,0.2335000000,0.0000000000,172.3960000000,434.6462370072,137.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
22,RegionE,350.0000000000,361.8250000000,346.4500000000,270.2300000000,0.2373000000,0.0000000000,11.8250000000,421.9311832438,350.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
23,RegionE,357.1540000000,405.4500004167,346.6100000000,270.3600000000,0.2402000000,0.0000000000,48.2960004167,370.0000000000,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
0,RegionF,378.1330000000,478.7519000000,260.0000000000,202.8000000000,0.2801000000,0.0000000000,100.6189000000,274.3076344086,378.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
1,RegionF,411.5090000000,462.8261000000,260.1700000000,202.9300000000,0.2811000000,0.0000000000,51.3171000000,219.1279569892,411.5090000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
2,RegionF,455.0000000000,508.7493000000,260.3400000000,203.0700000000,0.2807000000,0.0000000000,53.7493000000,161.3330107527,455.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
3,RegionF,505.6450000000,547.4335000000,260.5100000000,203.2000000000,0.2789000000,0.0000000000,41.7885000000,116.3991397849,505.6450000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
4,RegionF,560.0000000000,559.1429000000,260.6800000000,203.3300000000,0.2759000000,0.8571000000,0.0000000000,117.2048137849,559.1429000000,0.8571000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
5,RegionF,614.3550000000,592.5184995767,260.8400000000,203.4600000000,0.2719000000,21.8365004233,0.0000000000,137.7311241828,592.5184995767,21.8365004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
6,RegionF,665.0000000000,613.7783004233,261.0100000000,203.5900000000,0.2671000000,51.2216995767,0.0000000000,185.8795217849,613.7783004233,51.2216995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
7,RegionF,708.4910000000,570.3951000000,401.8100000000,313.4100000000,0.2620000000,138.0959000000,-0.0000000000,315.6896677849,570.3951000000,138.0959000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
8,RegionF,741.8670000000,561.6194000000,402.0600000000,313.6100000000,0.2569000000,180.2476000000,0.0000000000,485.1224117849,561.6194000000,180.2476000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
9,RegionF,762.8460000000,554.6089995767,402.3100000000,313.8000000000,0.2522000000,56.3507770373,0.0000000000,538.0921422000,554.6089995767,56.3507770373,0.0000000000,0.0000000000,0.0000000000,151.8862233860,0.0000000000,-151.8862233860,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
10,RegionF,770.0000000000,513.6895995767,402.5600000000,314.0000000000,0.2481000000,36.3104004233,0.0000000000,572.2239185979,513.6895995767,36.3104004233,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
11,RegionF,762.8460000000,456.5522995767,402.8000000000,314.1800000000,0.2451000000,86.2937004233,0.0000000000,653.3399969958,456.5522995767,86.2937004233,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
12,RegionF,741.8670000000,475.1324004233,403.0400000000,314.3700000000,0.2433000000,46.7345995767,0.0000000000,697.2705205979,475.1324004233,46.7345995767,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
13,RegionF,708.4910000000,445.8665200000,403.2800000000,314.5600000000,0.2428000000,42.6244800000,0.0000000000,737.3375317979,445.8665200000,42.6244800000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
14,RegionF,665.0000000000,398.6822100000,403.5100000000,314.7400000000,0.2438000000,46.3177900000,0.0000000000,780.8762543979,398.6822100000,46.3177900000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
15,RegionF,614.3550000000,353.4283000000,403.7400000000,314.9200000000,0.2461000000,40.9267000000,0.0000000000,819.3473523979,353.4283000000,40.9267000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
16,RegionF,560.0000000000,307.3908004233,403.9700000000,315.1000000000,0.2497000000,32.6091995767,0.0000000000,850.0000000000,307.3908004233,32.6091995767,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
17,RegionF,505.6450000000,331.7367004233,586.0700000000,457.1300000000,0.2542000000,0.0000000000,0.0000000000,850.0000000000,331.7367004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,173.9082995767,0.0000000000,-173.9082995767,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
18,RegionF,455.0000000000,310.2737004233,586.3800000000,457.3800000000,0.2595000000,0.0000000000,0.0000000000,850.0000000000,310.2737004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,144.7262995767,0.0000000000,-144.7262995767,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
19,RegionF,411.5090000000,271.9324000000,586.6800000000,457.6100000000,0.2651000000,0.0000000000,32.0245008466,815.5650528531,239.9078991534,0.0000000000,0.0000000000,0.0000000000,0.0000000000,171.6011008466,0.0000000000,-171.6011008466,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
20,RegionF,378.1330000000,319.8495000000,586.9800000000,457.8400000000,0.2707000000,0.0000000000,161.7165000000,641.6763431757,158.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
21,RegionF,357.1540000000,325.3993995767,587.2700000000,458.0700000000,0.2759000000,0.0000000000,188.2453995767,439.2619350287,137.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
22,RegionF,350.0000000000,368.4523995767,364.6800000000,284.4500000000,0.2804000000,0.0000000000,18.4523995767,419.4206451613,350.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
23,RegionF,357.1540000000,391.4902000000,364.8500000000,284.5800000000,0.2839000000,0.0000000000,34.3362000000,382.5000000000,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
