Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method
63,RegionB,Flat,699.7200000000,0.0000000000,0.5571000000,877.6500000000,267.3846670000,2391,25.0500000000,292.4346670000,1.3500000000,394.7868004500,rolling_shadow_price_exchange::lagrangian_balanced
64,RegionB,Flat,699.8200000000,0.0000000000,0.5645000000,800.0000000000,246.2640000000,2392,8.4450000000,254.7090000000,1.3500000000,343.8571500000,rolling_shadow_price_exchange::lagrangian_balanced
65,RegionB,Peak,1014.8600000000,0.0000000000,0.5742000000,722.3500000000,186.7613330000,2393,7.0086666667,193.7699996667,1.3500000000,261.5894995500,rolling_shadow_price_exchange::lagrangian_balanced
66,RegionB,Peak,1014.9600000000,0.0000000000,0.5854000000,650.0000000000,204.9200000000,2394,4.6683333333,209.5883333333,1.3500000000,282.9442500000,rolling_shadow_price_exchange::lagrangian_balanced
67,RegionB,Peak,1015.0400000000,0.0000000000,0.5974000000,587.8700000000,193.2233330000,2395,3.0800000000,196.3033330000,1.3500000000,265.0094995500,rolling_shadow_price_exchange::lagrangian_balanced
68,RegionB,Peak,1015.1000000000,0.0000000000,0.6094000000,540.1900000000,192.4226670000,2396,3.2946666667,195.7173336667,1.3500000000,264.2184004500,rolling_shadow_price_exchange::lagrangian_balanced
69,RegionB,Peak,1015.1400000000,0.0000000000,0.6205000000,510.2200000000,240.4346670000,2397,2.3733333333,242.8080003333,1.3500000000,327.7908004500,rolling_shadow_price_exchange::lagrangian_balanced
70,RegionB,Flat,630.1000000000,0.0000000000,0.6300000000,500.0000000000,273.0810000000,2398,4.7400000000,277.8210000000,1.3500000000,375.0583500000,rolling_shadow_price_exchange::lagrangian_balanced
71,RegionB,Flat,630.1000000000,0.0000000000,0.6373000000,510.2200000000,283.8833330000,2399,11.8800000000,295.7633330000,1.3500000000,399.2804995500,rolling_shadow_price_exchange::lagrangian_balanced
0,RegionC,Valley,427.5400000000,0.0000000000,0.5796000000,540.1900000000,327.3393330000,2328,0.8000000000,328.1393330000,1.3800000000,452.8322795400,rolling_shadow_price_exchange::lagrangian_balanced
1,RegionC,Valley,427.7300000000,0.0000000000,0.5815000000,587.8700000000,365.0203330000,2329,3.9600000000,368.9803330000,1.3800000000,509.1928595400,rolling_shadow_price_exchange::lagrangian_balanced
2,RegionC,Valley,427.9300000000,0.0000000000,0.5804000000,650.0000000000,348.0586670000,2330,54.3550000000,402.4136670000,1.3800000000,555.3308604600,rolling_shadow_price_exchange::lagrangian_balanced
3,RegionC,Valley,428.1400000000,0.0000000000,0.5764000000,722.3500000000,346.1840000000,2331,56.0240000000,402.2080000000,1.3800000000,555.0470400000,rolling_shadow_price_exchange::lagrangian_balanced
4,RegionC,Valley,428.3600000000,0.0000000000,0.5699000000,800.0000000000,335.2746670000,2332,60.4346666667,395.7093336667,1.3800000000,546.0788804600,rolling_shadow_price_exchange::lagrangian_balanced
5,RegionC,Valley,428.5800000000,0.0000000000,0.5612000000,877.6500000000,350.5380000000,2333,39.0620000000,389.6000000000,1.3800000000,537.6480000000,rolling_shadow_price_exchange::lagrangian_balanced
6,RegionC,Valley,428.8100000000,0.0000000000,0.5511000000,950.0000000000,361.1233330000,2334,29.3700000000,390.4933330000,1.3800000000,538.8807995400,rolling_shadow_price_exchange::lagrangian_balanced
7,RegionC,Flat,660.0600000000,0.0000000000,0.5402000000,1012.1300000000,381.5000000000,2335,9.4200000000,390.9200000000,1.3800000000,539.4696000000,rolling_shadow_price_exchange::lagrangian_balanced
8,RegionC,Flat,660.4300000000,0.0000000000,0.5293000000,1059.8100000000,382.4046670000,2336,17.6353333333,400.0400003333,1.3800000000,552.0552004600,rolling_shadow_price_exchange::lagrangian_balanced
9,RegionC,Flat,660.8000000000,0.0000000000,0.5192000000,1089.7800000000,379.0853330000,2337,22.2546666667,401.3399996667,1.3800000000,553.8491995400,rolling_shadow_price_exchange::lagrangian_balanced
10,RegionC,Flat,661.1900000000,0.0000000000,0.5106000000,1100.0000000000,370.0880000000,2338,33.0520000000,403.1400000000,1.3800000000,556.3332000000,rolling_shadow_price_exchange::lagrangian_balanced
11,RegionC,Flat,661.5700000000,0.0000000000,0.5042000000,1089.7800000000,368.3493330000,2339,33.9840000000,402.3333330000,1.3800000000,555.2199995400,rolling_shadow_price_exchange::lagrangian_balanced
12,RegionC,Flat,661.9700000000,0.0000000000,0.5003000000,1059.8100000000,352.5120000000,2340,42.4160000000,394.9280000000,1.3800000000,545.0006400000,rolling_shadow_price_exchange::lagrangian_balanced
13,RegionC,Flat,662.3700000000,0.0000000000,0.4994000000,1012.1300000000,297.4210000000,2341,71.1643333333,368.5853333333,1.3800000000,508.6477600000,rolling_shadow_price_exchange::lagrangian_balanced
14,RegionC,Flat,662.7800000000,0.0000000000,0.5015000000,950.0000000000,262.4216670000,2342,76.6173333333,339.0390003333,1.3800000000,467.8738204600,rolling_shadow_price_exchange::lagrangian_balanced
15,RegionC,Flat,663.1900000000,0.0000000000,0.5064000000,877.6500000000,236.3476670000,2343,57.8240000000,294.1716670000,1.3800000000,405.9569004600,rolling_shadow_price_exchange::lagrangian_balanced
16,RegionC,Flat,663.6100000000,0.0000000000,0.5140000000,800.0000000000,216.3433330000,2344,73.2280000000,289.5713330000,1.3800000000,399.6084395400,rolling_shadow_price_exchange::lagrangian_balanced
17,RegionC,Peak,962.8500000000,0.0000000000,0.5237000000,722.3500000000,239.9960000000,2345,48.2940000000,288.2900000000,1.3800000000,397.8402000000,rolling_shadow_price_exchange::lagrangian_balanced
18,RegionC,Peak,963.4700000000,0.0000000000,0.5349000000,650.0000000000,217.0860000000,2346,32.8826666667,249.9686666667,1.3800000000,344.9567600000,rolling_shadow_price_exchange::lagrangian_balanced
19,RegionC,Peak,964.0900000000,0.0000000000,0.5469000000,587.8700000000,217.6686670000,2347,19.5013333333,237.1700003333,1.3800000000,327.2946004600,rolling_shadow_price_exchange::lagrangian_balanced
20,RegionC,Peak,964.7100000000,0.0000000000,0.5589000000,540.1900000000,237.8090000000,2348,17.6343333333,255.4433333333,1.3800000000,352.5118000000,rolling_shadow_price_exchange::lagrangian_balanced
21,RegionC,Peak,965.3400000000,0.0000000000,0.5702000000,510.2200000000,268.8300000000,2349,16.8700000000,285.7000000000,1.3800000000,394.2660000000,rolling_shadow_price_exchange::lagrangian_balanced
22,RegionC,Flat,599.5700000000,0.0000000000,0.5799000000,500.0000000000,207.6680000000,2350,46.9586666667,254.6266666667,1.3800000000,351.3848000000,rolling_shadow_price_exchange::lagrangian_balanced
23,RegionC,Flat,599.9600000000,0.0000000000,0.5875000000,510.2200000000,329.1183330000,2351,52.7916666667,381.9099996667,1.3800000000,527.0357995400,rolling_shadow_price_exchange::lagrangian_balanced
24,RegionC,Valley,433.5900000000,0.0000000000,0.5925000000,540.1900000000,296.8280000000,2352,51.4506666667,348.2786666667,1.3800000000,480.6245600000,rolling_shadow_price_exchange::lagrangian_balanced
25,RegionC,Valley,433.8700000000,0.0000000000,0.5946000000,587.8700000000,364.7720000000,2353,34.4246666667,399.1966666667,1.3800000000,550.8914000000,rolling_shadow_price_exchange::lagrangian_balanced
26,RegionC,Valley,434.1600000000,0.0000000000,0.5937000000,650.0000000000,373.9086670000,2354,14.4180000000,388.3266670000,1.3800000000,535.8908004600,rolling_shadow_price_exchange::lagrangian_balanced
27,RegionC,Valley,434.4400000000,0.0000000000,0.5900000000,722.3500000000,383.4480000000,2355,20.1370000000,403.5850000000,1.3800000000,556.9473000000,rolling_shadow_price_exchange::lagrangian_balanced
28,RegionC,Valley,434.7200000000,0.0000000000,0.5836000000,800.0000000000,382.4500000000,2356,20.3700000000,402.8200000000,1.3800000000,555.8916000000,rolling_shadow_price_exchange::lagrangian_balanced
29,RegionC,Valley,435.0000000000,0.0000000000,0.5751000000,877.6500000000,374.5486670000,2357,27.1380000000,401.6866670000,1.3800000000,554.3276004600,rolling_shadow_price_exchange::lagrangian_balanced
30,RegionC,Valley,435.2800000000,0.0000000000,0.5651000000,950.0000000000,374.9880000000,2358,24.5786666667,399.5666666667,1.3800000000,551.4020000000,rolling_shadow_price_exchange::lagrangian_balanced
31,RegionC,Flat,670.0900000000,0.0000000000,0.5543000000,1012.1300000000,373.1440000000,2359,24.1760000000,397.3200000000,1.3800000000,548.3016000000,rolling_shadow_price_exchange::lagrangian_balanced
32,RegionC,Flat,670.5100000000,0.0000000000,0.5435000000,1059.8100000000,375.7810000000,2360,21.5390000000,397.3200000000,1.3800000000,548.3016000000,rolling_shadow_price_exchange::lagrangian_balanced
33,RegionC,Flat,670.9300000000,0.0000000000,0.5334000000,1089.7800000000,376.6360000000,2361,19.3760000000,396.0120000000,1.3800000000,546.4965600000,rolling_shadow_price_exchange::lagrangian_balanced
34,RegionC,Flat,671.3400000000,0.0000000000,0.5249000000,1100.0000000000,376.7000000000,2362,16.6000000000,393.3000000000,1.3800000000,542.7540000000,rolling_shadow_price_exchange::lagrangian_balanced
35,RegionC,Flat,671.7500000000,0.0000000000,0.5185000000,1089.7800000000,369.5560000000,2363,31.9406666667,401.4966666667,1.3800000000,554.0654000000,rolling_shadow_price_exchange::lagrangian_balanced
36,RegionC,Flat,672.1500000000,0.0000000000,0.5147000000,1059.8100000000,316.0103330000,2364,60.8230000000,376.8333330000,1.3800000000,520.0299995400,rolling_shadow_price_exchange::lagrangian_balanced
37,RegionC,Flat,672.5500000000,0.0000000000,0.5137000000,1012.1300000000,314.0360000000,2365,68.5053333333,382.5413333333,1.3800000000,527.9070400000,rolling_shadow_price_exchange::lagrangian_balanced
38,RegionC,Flat,672.9400000000,0.0000000000,0.5157000000,950.0000000000,294.2033330000,2366,49.4590000000,343.6623330000,1.3800000000,474.2540195400,rolling_shadow_price_exchange::lagrangian_balanced
39,RegionC,Flat,673.3200000000,0.0000000000,0.5207000000,877.6500000000,279.1140000000,2367,37.4793333333,316.5933333333,1.3800000000,436.8988000000,rolling_shadow_price_exchange::lagrangian_balanced
40,RegionC,Flat,673.7000000000,0.0000000000,0.5282000000,800.0000000000,232.7940000000,2368,41.9403333333,274.7343333333,1.3800000000,379.1333800000,rolling_shadow_price_exchange::lagrangian_balanced
41,RegionC,Peak,977.4000000000,0.0000000000,0.5378000000,722.3500000000,225.5886670000,2369,23.2746666667,248.8633336667,1.3800000000,343.4314004600,rolling_shadow_price_exchange::lagrangian_balanced
42,RegionC,Peak,977.9200000000,0.0000000000,0.5489000000,650.0000000000,232.9393330000,2370,22.4603333333,255.3996663333,1.3800000000,352.4515395400,rolling_shadow_price_exchange::lagrangian_balanced
43,RegionC,Peak,978.4300000000,0.0000000000,0.5608000000,587.8700000000,208.9546670000,2371,24.8066666667,233.7613336667,1.3800000000,322.5906404600,rolling_shadow_price_exchange::lagrangian_balanced
44,RegionC,Peak,978.9200000000,0.0000000000,0.5726000000,540.1900000000,235.8600000000,2372,23.7066666667,259.5666666667,1.3800000000,358.2020000000,rolling_shadow_price_exchange::lagrangian_balanced
45,RegionC,Peak,979.4000000000,0.0000000000,0.5837000000,510.2200000000,248.6806670000,2373,23.4060000000,272.0866670000,1.3800000000,375.4796004600,rolling_shadow_price_exchange::lagrangian_balanced
46,RegionC,Flat,608.1900000000,0.0000000000,0.5932000000,500.0000000000,260.6800000000,2374,56.0720000000,316.7520000000,1.3800000000,437.1177600000,rolling_shadow_price_exchange::lagrangian_balanced
47,RegionC,Flat,608.4800000000,0.0000000000,0.6006000000,510.2200000000,294.2513330000,2375,59.0573333333,353.3086663333,1.3800000000,487.5659595400,rolling_shadow_price_exchange::lagrangian_balanced
48,RegionC,Valley,439.6500000000,0.0000000000,0.6054000000,540.1900000000,344.6903330000,2376,58.9930000000,403.6833330000,1.3800000000,557.0829995400,rolling_shadow_price_exchange::lagrangian_balanced
49,RegionC,Valley,439.8400000000,0.0000000000,0.6073000000,587.8700000000,328.5200000000,2377,59.4573333333,387.9773333333,1.3800000000,535.4087200000,rolling_shadow_price_exchange::lagrangian_balanced
50,RegionC,Valley,440.0200000000,0.0000000000,0.6061000000,650.0000000000,365.2826670000,2378,36.8773333333,402.1600003333,1.3800000000,554.9808004600,rolling_shadow_price_exchange::lagrangian_balanced
51,RegionC,Valley,440.1900000000,0.0000000000,0.6021000000,722.3500000000,363.2253330000,2379,36.6946666667,399.9199996667,1.3800000000,551.8895995400,rolling_shadow_price_exchange::lagrangian_balanced
52,RegionC,Valley,440.3600000000,0.0000000000,0.5954000000,800.0000000000,367.8300000000,2380,29.2100000000,397.0400000000,1.3800000000,547.9152000000,rolling_shadow_price_exchange::lagrangian_balanced
53,RegionC,Valley,440.5200000000,0.0000000000,0.5866000000,877.6500000000,365.4100000000,2381,29.8406666667,395.2506666667,1.3800000000,545.4459200000,rolling_shadow_price_exchange::lagrangian_balanced
54,RegionC,Valley,440.6700000000,0.0000000000,0.5763000000,950.0000000000,353.6200000000,2382,39.5200000000,393.1400000000,1.3800000000,542.5332000000,rolling_shadow_price_exchange::lagrangian_balanced
55,RegionC,Flat,678.1700000000,0.0000000000,0.5651000000,1012.1300000000,365.7733330000,2383,26.7266666667,392.4999996667,1.3800000000,541.6499995400,rolling_shadow_price_exchange::lagrangian_balanced
56,RegionC,Flat,678.3700000000,0.0000000000,0.5540000000,1059.8100000000,379.2686670000,2384,12.4080000000,391.6766670000,1.3800000000,540.5138004600,rolling_shadow_price_exchange::lagrangian_balanced
57,RegionC,Flat,678.5700000000,0.0000000000,0.5436000000,1089.7800000000,380.2613330000,2385,9.4853333333,389.7466663333,1.3800000000,537.8503995400,rolling_shadow_price_exchange::lagrangian_balanced
58,RegionC,Flat,678.7400000000,0.0000000000,0.5347000000,1100.0000000000,381.1093330000,2386,20.9506666667,402.0599996667,1.3800000000,554.8427995400,rolling_shadow_price_exchange::lagrangian_balanced
59,RegionC,Flat,678.9100000000,0.0000000000,0.5278000000,1089.7800000000,367.1863330000,2387,34.8736666667,402.0599996667,1.3800000000,554.8427995400,rolling_shadow_price_exchange::lagrangian_balanced
60,RegionC,Flat,679.0600000000,0.0000000000,0.5236000000,1059.8100000000,304.7506670000,2388,72.4093333333,377.1600003333,1.3800000000,520.4808004600,rolling_shadow_price_exchange::lagrangian_balanced
61,RegionC,Flat,679.2000000000,0.0000000000,0.5222000000,1012.1300000000,323.6700000000,2389,70.3453333333,394.0153333333,1.3800000000,543.7411600000,rolling_shadow_price_exchange::lagrangian_balanced
62,RegionC,Flat,679.3200000000,0.0000000000,0.5238000000,950.0000000000,297.5186670000,2390,66.6613333333,364.1800003333,1.3800000000,502.5684004600,rolling_shadow_price_exchange::lagrangian_balanced
63,RegionC,Flat,679.4300000000,0.0000000000,0.5283000000,877.6500000000,287.3153330000,2391,48.3293333333,335.6446663333,1.3800000000,463.1896395400,rolling_shadow_price_exchange::lagrangian_balanced
64,RegionC,Flat,679.5300000000,0.0000000000,0.5353000000,800.0000000000,251.3046670000,2392,20.0983333333,271.4030003333,1.3800000000,374.5361404600,rolling_shadow_price_exchange::lagrangian_balanced
65,RegionC,Peak,985.4400000000,0.0000000000,0.5445000000,722.3500000000,199.5000000000,2393,15.8350000000,215.3350000000,1.3800000000,297.1623000000,rolling_shadow_price_exchange::lagrangian_balanced
66,RegionC,Peak,985.5400000000,0.0000000000,0.5551000000,650.0000000000,221.4730000000,2394,18.3470000000,239.8200000000,1.3800000000,330.9516000000,rolling_shadow_price_exchange::lagrangian_balanced
67,RegionC,Peak,985.6200000000,0.0000000000,0.5665000000,587.8700000000,229.5160000000,2395,11.6773333333,241.1933333333,1.3800000000,332.8468000000,rolling_shadow_price_exchange::lagrangian_balanced
68,RegionC,Peak,985.6800000000,0.0000000000,0.5778000000,540.1900000000,227.3823330000,2396,12.8710000000,240.2533330000,1.3800000000,331.5495995400,rolling_shadow_price_exchange::lagrangian_balanced
69,RegionC,Peak,985.7100000000,0.0000000000,0.5884000000,510.2200000000,275.1966670000,2397,11.7800000000,286.9766670000,1.3800000000,396.0278004600,rolling_shadow_price_exchange::lagrangian_balanced
70,RegionC,Flat,611.8300000000,0.0000000000,0.5974000000,500.0000000000,288.1586670000,2398,19.8986666667,308.0573336667,1.3800000000,425.1191204600,rolling_shadow_price_exchange::lagrangian_balanced
71,RegionC,Flat,611.8300000000,0.0000000000,0.6043000000,510.2200000000,316.0066670000,2399,39.7320000000,355.7386670000,1.3800000000,490.9193604600,rolling_shadow_price_exchange::lagrangian_balanced
0,RegionD,Valley,274.3900000000,214.0200000000,0.4426000000,540.1900000000,145.1600000000,2328,0.0000000000,145.1600000000,1.2800000000,185.8048000000,rolling_shadow_price_exchange::lagrangian_balanced
1,RegionD,Valley,274.5100000000,214.1200000000,0.4440000000,587.8700000000,200.6106670000,2329,0.0000000000,200.6106670000,1.2800000000,256.7816537600,rolling_shadow_price_exchange::lagrangian_balanced
2,RegionD,Valley,274.6400000000,214.2200000000,0.4432000000,650.0000000000,228.1950000000,2330,0.0000000000,228.1950000000,1.2800000000,292.0896000000,rolling_shadow_price_exchange::lagrangian_balanced
3,RegionD,Valley,274.7800000000,214.3300000000,0.4402000000,722.3500000000,262.8393330000,2331,0.0000000000,262.8393330000,1.2800000000,336.4343462400,rolling_shadow_price_exchange::lagrangian_balanced
4,RegionD,Valley,274.9200000000,214.4400000000,0.4352000000,800.0000000000,335.3283330000,2332,0.5600000000,335.8883330000,1.2800000000,429.9370662400,rolling_shadow_price_exchange::lagrangian_balanced
5,RegionD,Valley,275.0600000000,214.5500000000,0.4286000000,877.6500000000,383.3500000000,2333,0.5600000000,383.9100000000,1.2800000000,491.4048000000,rolling_shadow_price_exchange::lagrangian_balanced
6,RegionD,Valley,275.2000000000,214.6600000000,0.4208000000,950.0000000000,394.9743330000,2334,0.2520000000,395.2263330000,1.2800000000,505.8897062400,rolling_shadow_price_exchange::lagrangian_balanced
7,RegionD,Flat,423.6200000000,330.4200000000,0.4125000000,1012.1300000000,409.9853330000,2335,0.0000000000,409.9853330000,1.2800000000,524.7812262400,rolling_shadow_price_exchange::lagrangian_balanced
8,RegionD,Flat,423.8600000000,330.6100000000,0.4042000000,1059.8100000000,390.2796670000,2336,0.0000000000,390.2796670000,1.2800000000,499.5579737600,rolling_shadow_price_exchange::lagrangian_balanced
9,RegionD,Flat,424.1000000000,330.8000000000,0.3965000000,1089.7800000000,409.4126670000,2337,0.4000000000,409.8126670000,1.2800000000,524.5602137600,rolling_shadow_price_exchange::lagrangian_balanced
10,RegionD,Flat,424.3400000000,330.9900000000,0.3899000000,1100.0000000000,401.0393330000,2338,0.4000000000,401.4393330000,1.2800000000,513.8423462400,rolling_shadow_price_exchange::lagrangian_balanced
11,RegionD,Flat,424.5900000000,331.1800000000,0.3850000000,1089.7800000000,300.2600000000,2339,0.4000000000,300.6600000000,1.2800000000,384.8448000000,rolling_shadow_price_exchange::lagrangian_balanced
12,RegionD,Flat,424.8500000000,331.3800000000,0.3821000000,1059.8100000000,254.0900000000,2340,0.7933333333,254.8833333333,1.2800000000,326.2506666667,rolling_shadow_price_exchange::lagrangian_balanced
13,RegionD,Flat,425.1100000000,331.5900000000,0.3814000000,1012.1300000000,189.0870000000,2341,0.0600000000,189.1470000000,1.2800000000,242.1081600000,rolling_shadow_price_exchange::lagrangian_balanced
14,RegionD,Flat,425.3700000000,331.7900000000,0.3829000000,950.0000000000,212.7423330000,2342,0.0346666667,212.7769996667,1.2800000000,272.3545595733,rolling_shadow_price_exchange::lagrangian_balanced
15,RegionD,Flat,425.6300000000,331.9900000000,0.3867000000,877.6500000000,147.9150000000,2343,0.0000000000,147.9150000000,1.2800000000,189.3312000000,rolling_shadow_price_exchange::lagrangian_balanced
16,RegionD,Flat,425.9000000000,332.2000000000,0.3925000000,800.0000000000,130.3016670000,2344,0.0000000000,130.3016670000,1.2800000000,166.7861337600,rolling_shadow_price_exchange::lagrangian_balanced
17,RegionD,Peak,617.9500000000,482.0000000000,0.3999000000,722.3500000000,90.9700000000,2345,0.0000000000,90.9700000000,1.2800000000,116.4416000000,rolling_shadow_price_exchange::lagrangian_balanced
18,RegionD,Peak,618.3400000000,482.3100000000,0.4085000000,650.0000000000,96.6980000000,2346,0.0000000000,96.6980000000,1.2800000000,123.7734400000,rolling_shadow_price_exchange::lagrangian_balanced
19,RegionD,Peak,618.7400000000,482.6200000000,0.4177000000,587.8700000000,134.6646670000,2347,0.0000000000,134.6646670000,1.2800000000,172.3707737600,rolling_shadow_price_exchange::lagrangian_balanced
20,RegionD,Peak,619.1400000000,482.9300000000,0.4268000000,540.1900000000,191.2553330000,2348,0.0000000000,191.2553330000,1.2800000000,244.8068262400,rolling_shadow_price_exchange::lagrangian_balanced
21,RegionD,Peak,619.5500000000,483.2500000000,0.4354000000,510.2200000000,213.7486670000,2349,1.1000000000,214.8486670000,1.2800000000,275.0062937600,rolling_shadow_price_exchange::lagrangian_balanced
22,RegionD,Flat,384.8000000000,300.1400000000,0.4428000000,500.0000000000,170.3040000000,2350,1.1000000000,171.4040000000,1.2800000000,219.3971200000,rolling_shadow_price_exchange::lagrangian_balanced
23,RegionD,Flat,385.0500000000,300.3400000000,0.4486000000,510.2200000000,193.3106670000,2351,2.6800000000,195.9906670000,1.2800000000,250.8680537600,rolling_shadow_price_exchange::lagrangian_balanced
24,RegionD,Valley,278.2700000000,217.0500000000,0.4525000000,540.1900000000,194.5666670000,2352,50.6733333333,245.2400003333,1.2800000000,313.9072004267,rolling_shadow_price_exchange::lagrangian_balanced
25,RegionD,Valley,278.4600000000,217.2000000000,0.4541000000,587.8700000000,190.8460000000,2353,68.5800000000,259.4260000000,1.2800000000,332.0652800000,rolling_shadow_price_exchange::lagrangian_balanced
26,RegionD,Valley,278.6400000000,217.3400000000,0.4534000000,650.0000000000,260.6360000000,2354,117.9800000000,378.6160000000,1.2800000000,484.6284800000,rolling_shadow_price_exchange::lagrangian_balanced
27,RegionD,Valley,278.8200000000,217.4800000000,0.4505000000,722.3500000000,313.1886670000,2355,132.3213333333,445.5100003333,1.2800000000,570.2528004267,rolling_shadow_price_exchange::lagrangian_balanced
28,RegionD,Valley,279.0000000000,217.6200000000,0.4456000000,800.0000000000,370.5356670000,2356,100.0040000000,470.5396670000,1.2800000000,602.2907737600,rolling_shadow_price_exchange::lagrangian_balanced
29,RegionD,Valley,279.1800000000,217.7600000000,0.4391000000,877.6500000000,409.8326670000,2357,85.3450000000,495.1776670000,1.2800000000,633.8274137600,rolling_shadow_price_exchange::lagrangian_balanced
30,RegionD,Valley,279.3600000000,217.9000000000,0.4315000000,950.0000000000,393.3286670000,2358,70.9413333333,464.2700003333,1.2800000000,594.2656004267,rolling_shadow_price_exchange::lagrangian_balanced
31,RegionD,Flat,430.0600000000,335.4500000000,0.4233000000,1012.1300000000,361.8916670000,2359,13.4543333333,375.3460003333,1.2800000000,480.4428804267,rolling_shadow_price_exchange::lagrangian_balanced
32,RegionD,Flat,430.3300000000,335.6600000000,0.4150000000,1059.8100000000,370.0646670000,2360,0.5550000000,370.6196670000,1.2800000000,474.3931737600,rolling_shadow_price_exchange::lagrangian_balanced
33,RegionD,Flat,430.6000000000,335.8700000000,0.4074000000,1089.7800000000,337.6033330000,2361,0.0880000000,337.6913330000,1.2800000000,432.2449062400,rolling_shadow_price_exchange::lagrangian_balanced
34,RegionD,Flat,430.8600000000,336.0700000000,0.4008000000,1100.0000000000,330.0793330000,2362,1.0466666667,331.1259996667,1.2800000000,423.8412795733,rolling_shadow_price_exchange::lagrangian_balanced
35,RegionD,Flat,431.1200000000,336.2700000000,0.3959000000,1089.7800000000,318.4793330000,2363,0.1600000000,318.6393330000,1.2800000000,407.8583462400,rolling_shadow_price_exchange::lagrangian_balanced
36,RegionD,Flat,431.3800000000,336.4800000000,0.3930000000,1059.8100000000,330.9233330000,2364,1.1600000000,332.0833330000,1.2800000000,425.0666662400,rolling_shadow_price_exchange::lagrangian_balanced
37,RegionD,Flat,431.6400000000,336.6800000000,0.3923000000,1012.1300000000,302.1026670000,2365,1.1600000000,303.2626670000,1.2800000000,388.1762137600,rolling_shadow_price_exchange::lagrangian_balanced
38,RegionD,Flat,431.8900000000,336.8700000000,0.3938000000,950.0000000000,272.7020000000,2366,1.1600000000,273.8620000000,1.2800000000,350.5433600000,rolling_shadow_price_exchange::lagrangian_balanced
39,RegionD,Flat,432.1300000000,337.0600000000,0.3976000000,877.6500000000,217.2416670000,2367,1.0346666667,218.2763336667,1.2800000000,279.3937070933,rolling_shadow_price_exchange::lagrangian_balanced
40,RegionD,Flat,432.3700000000,337.2500000000,0.4033000000,800.0000000000,164.3106670000,2368,0.7833333333,165.0940003333,1.2800000000,211.3203204267,rolling_shadow_price_exchange::lagrangian_balanced
41,RegionD,Peak,627.2800000000,489.2800000000,0.4107000000,722.3500000000,147.2470000000,2369,0.0000000000,147.2470000000,1.2800000000,188.4761600000,rolling_shadow_price_exchange::lagrangian_balanced
42,RegionD,Peak,627.6200000000,489.5400000000,0.4192000000,650.0000000000,141.3440000000,2370,0.0000000000,141.3440000000,1.2800000000,180.9203200000,rolling_shadow_price_exchange::lagrangian_balanced
43,RegionD,Peak,627.9500000000,489.8000000000,0.4282000000,587.8700000000,160.7856670000,2371,2.3000000000,163.0856670000,1.2800000000,208.7496537600,rolling_shadow_price_exchange::lagrangian_balanced
44,RegionD,Peak,628.2600000000,490.0400000000,0.4373000000,540.1900000000,144.4313330000,2372,2.3000000000,146.7313330000,1.2800000000,187.8161062400,rolling_shadow_price_exchange::lagrangian_balanced
45,RegionD,Peak,628.5700000000,490.2800000000,0.4457000000,510.2200000000,166.7270000000,2373,2.3000000000,169.0270000000,1.2800000000,216.3545600000,rolling_shadow_price_exchange::lagrangian_balanced
46,RegionD,Flat,390.3300000000,304.4600000000,0.4530000000,500.0000000000,168.4690000000,2374,3.3000000000,171.7690000000,1.2800000000,219.8643200000,rolling_shadow_price_exchange::lagrangian_balanced
47,RegionD,Flat,390.5100000000,304.6000000000,0.4586000000,510.2200000000,228.9546670000,2375,3.3000000000,232.2546670000,1.2800000000,297.2859737600,rolling_shadow_price_exchange::lagrangian_balanced
48,RegionD,Valley,282.1600000000,220.0800000000,0.4623000000,540.1900000000,306.7546670000,2376,34.4266666667,341.1813336667,1.2800000000,436.7121070933,rolling_shadow_price_exchange::lagrangian_balanced
49,RegionD,Valley,282.2800000000,220.1800000000,0.4637000000,587.8700000000,329.9646670000,2377,23.0453333333,353.0100003333,1.2800000000,451.8528004267,rolling_shadow_price_exchange::lagrangian_balanced
50,RegionD,Valley,282.4000000000,220.2700000000,0.4629000000,650.0000000000,348.9473330000,2378,18.0966666667,367.0439996667,1.2800000000,469.8163195733,rolling_shadow_price_exchange::lagrangian_balanced
51,RegionD,Valley,282.5100000000,220.3600000000,0.4598000000,722.3500000000,373.8270000000,2379,47.4000000000,421.2270000000,1.2800000000,539.1705600000,rolling_shadow_price_exchange::lagrangian_balanced
52,RegionD,Valley,282.6200000000,220.4400000000,0.4547000000,800.0000000000,401.4206670000,2380,48.8693333333,450.2900003333,1.2800000000,576.3712004267,rolling_shadow_price_exchange::lagrangian_balanced
53,RegionD,Valley,282.7200000000,220.5200000000,0.4479000000,877.6500000000,402.6560000000,2381,32.0293333333,434.6853333333,1.2800000000,556.3972266667,rolling_shadow_price_exchange::lagrangian_balanced
54,RegionD,Valley,282.8200000000,220.6000000000,0.4400000000,950.0000000000,364.5540000000,2382,19.3253333333,383.8793333333,1.2800000000,491.3655466667,rolling_shadow_price_exchange::lagrangian_balanced
