Method,SourceMethodLabel,Hour,Region,AvailableRenewable_MW,DirectRenewableUse_MW,RenewableCharge_MW,GridSell_MW,Curtailment_MW,UtilizedRenewable_MW,RenewableBalanceResidual_MW
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1514,RegionB,650.0,531.3599995500001,0.0,0.0,118.64000044999989,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1515,RegionB,722.35,531.36000045,0.0,0.0,190.98999955,531.36000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1516,RegionB,800.0,531.3600004499999,0.0,0.0,268.6399995500001,531.3600004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1517,RegionB,877.65,531.3600000000001,0.0,0.0,346.28999999999985,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1518,RegionB,950.0,531.3599995500001,0.0,0.0,418.6400004499999,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1519,RegionB,1012.1299999999998,534.32999955,0.0,0.0,477.80000044999974,534.32999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1520,RegionB,1059.8099999999997,534.33,0.0,0.0,525.4799999999997,534.33,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1521,RegionB,1089.7799999999997,534.32999955,0.0,0.0,555.4500004499997,534.32999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1522,RegionB,1100.0,534.33,0.0,0.0,565.67,534.33,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1523,RegionB,1089.7799999999997,524.4884999999999,0.0,0.0,565.2914999999998,524.4884999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1524,RegionB,1059.8099999999997,470.34000044999993,0.0,0.0,589.4699995499998,470.34000044999993,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1525,RegionB,1012.1299999999998,459.62325000000016,0.0,0.0,552.5067499999996,459.62325000000016,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1526,RegionB,950.0,439.80165000000005,0.0,0.0,510.19834999999995,439.80165000000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1527,RegionB,877.65,378.75600045,0.0,0.0,498.89399955,378.75600045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1528,RegionB,800.0,360.4499995499999,0.0,0.0,439.5500004500001,360.4499995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1529,RegionB,722.35,293.2200004500001,0.0,0.0,429.1299995499999,293.2200004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1530,RegionB,650.0,318.15450045000006,0.0,0.0,331.84549954999994,318.15450045000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1531,RegionB,587.8700000000002,311.3235000000001,0.0,0.0,276.54650000000015,311.3235000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1532,RegionB,540.1899999999999,374.3414995499999,0.0,0.0,165.84850045000002,374.3414995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1533,RegionB,510.2200000000002,345.1680000000002,0.0,0.0,165.05200000000002,345.1680000000002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1534,RegionB,500.0,418.554,0.0,0.0,81.44600000000003,418.554,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1535,RegionB,510.2200000000002,420.60599955,0.0,0.0,89.61400045000022,420.60599955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1536,RegionB,540.1899999999999,421.1055004500002,0.0,0.0,119.08449954999975,421.1055004500002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1537,RegionB,587.8700000000002,512.7300000000001,0.0,0.0,75.1400000000001,512.7300000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1538,RegionB,650.0,531.3600004500001,0.0,0.0,118.63999954999986,531.3600004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1539,RegionB,722.35,531.3600004500001,0.0,0.0,190.98999954999988,531.3600004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1540,RegionB,800.0,531.3600004499999,0.0,0.0,268.6399995500001,531.3600004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1541,RegionB,877.65,531.35999955,0.0,0.0,346.29000045,531.35999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1542,RegionB,950.0,531.3599995500001,0.0,0.0,418.6400004499999,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1543,RegionB,1012.1299999999998,531.3599995500001,0.0,0.0,480.77000044999966,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1544,RegionB,1059.8099999999997,531.3599999999999,0.0,0.0,528.4499999999998,531.3599999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1545,RegionB,1089.7799999999997,532.3162504499999,0.0,0.0,557.4637495499999,532.3162504499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1546,RegionB,1100.0,531.35999955,0.0,0.0,568.64000045,531.35999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1547,RegionB,1089.7799999999997,489.67199955,0.0,0.0,600.1080004499997,489.67199955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1548,RegionB,1059.8099999999997,491.06249999999994,0.0,0.0,568.7474999999997,491.06249999999994,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1549,RegionB,1012.1299999999998,466.63830045000014,0.0,0.0,545.4916995499996,466.63830045000014,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1550,RegionB,950.0,423.12915000000004,0.0,0.0,526.87085,423.12915000000004,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1551,RegionB,877.65,392.35724955000006,0.0,0.0,485.2927504499999,392.35724955000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1552,RegionB,800.0,345.54600045000007,0.0,0.0,454.45399954999993,345.54600045000007,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1553,RegionB,722.35,311.6070004499999,0.0,0.0,410.74299955000015,311.6070004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1554,RegionB,650.0,295.66349955000015,0.0,0.0,354.33650044999985,295.66349955000015,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1555,RegionB,587.8700000000002,345.816,0.0,0.0,242.05400000000026,345.816,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1556,RegionB,540.1899999999999,371.50649954999994,0.0,0.0,168.68350045,371.50649954999994,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1557,RegionB,510.2200000000002,373.81499955,0.0,0.0,136.40500045000022,373.81499955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1558,RegionB,500.0,366.66000045,0.0,0.0,133.33999955000002,366.66000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1559,RegionB,510.2200000000002,435.88800000000003,0.0,0.0,74.33200000000016,435.88800000000003,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1560,RegionB,540.1899999999999,468.6119995500001,0.0,0.0,71.57800044999982,468.6119995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1561,RegionB,587.8700000000002,509.2335000000001,0.0,0.0,78.63650000000013,509.2335000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1562,RegionB,650.0,531.3599999999999,0.0,0.0,118.6400000000001,531.3599999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1563,RegionB,722.35,531.36,0.0,0.0,190.99,531.36,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1564,RegionB,800.0,531.3600004500001,0.0,0.0,268.63999954999986,531.3600004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1565,RegionB,877.65,531.3599995500002,0.0,0.0,346.29000044999975,531.3599995500002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1566,RegionB,950.0,531.36,0.0,0.0,418.64,531.36,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1567,RegionB,1012.1299999999998,531.3600004500001,0.0,0.0,480.7699995499996,531.3600004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1568,RegionB,1059.8099999999997,531.35999955,0.0,0.0,528.4500004499997,531.35999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1569,RegionB,1089.7799999999997,538.3800004500001,0.0,0.0,551.3999995499996,538.3800004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1570,RegionB,1100.0,538.38,0.0,0.0,561.62,538.38,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1571,RegionB,1089.7799999999997,538.3800004499999,0.0,0.0,551.3999995499998,538.3800004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1572,RegionB,1059.8099999999997,467.5319999999999,0.0,0.0,592.2779999999998,467.5319999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1573,RegionB,1012.1299999999998,456.2910004500001,0.0,0.0,555.8389995499997,456.2910004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1574,RegionB,950.0,412.71299954999995,0.0,0.0,537.28700045,412.71299954999995,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1575,RegionB,877.65,399.78900000000004,0.0,0.0,477.86099999999993,399.78900000000004,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1576,RegionB,800.0,344.81700000000006,0.0,0.0,455.18299999999994,344.81700000000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1577,RegionB,722.35,304.4925004500001,0.0,0.0,417.85749954999994,304.4925004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1578,RegionB,650.0,302.35950045000004,0.0,0.0,347.64049954999996,302.35950045000004,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1579,RegionB,587.8700000000002,300.34800000000007,0.0,0.0,287.52200000000016,300.34800000000007,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1580,RegionB,540.1899999999999,388.17900045,0.0,0.0,152.01099954999995,388.17900045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1581,RegionB,510.2200000000002,377.79749954999994,0.0,0.0,132.42250045000026,377.79749954999994,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1582,RegionB,500.0,404.71650044999996,0.0,0.0,95.28349955000004,404.71650044999996,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1583,RegionB,510.2200000000002,469.0440004499999,0.0,0.0,41.17599955000031,469.0440004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1584,RegionB,540.1899999999999,488.2815000000001,0.0,0.0,51.90849999999983,488.2815000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1585,RegionB,587.8700000000002,531.36,0.0,0.0,56.51000000000022,531.36,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1586,RegionB,650.0,531.3599995500001,0.0,0.0,118.64000044999989,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1587,RegionB,722.35,531.36000045,0.0,0.0,190.98999955,531.36000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1588,RegionB,800.0,531.36,0.0,0.0,268.64,531.36,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1589,RegionB,877.65,531.3600004499999,0.0,0.0,346.28999955000006,531.3600004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1590,RegionB,950.0,528.25499955,0.0,0.0,421.74500045,528.25499955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1591,RegionB,1012.1299999999998,528.25500045,0.0,0.0,483.87499954999976,528.25500045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1592,RegionB,1059.8099999999997,528.25500045,0.0,0.0,531.5549995499997,528.25500045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1593,RegionB,1089.7799999999997,528.2549999999999,0.0,0.0,561.5249999999999,528.2549999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1594,RegionB,1100.0,528.2549999999999,0.0,0.0,571.7450000000001,528.2549999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1595,RegionB,1089.7799999999997,498.52800045,0.0,0.0,591.2519995499997,498.52800045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1596,RegionB,1059.8099999999997,461.5717495500001,0.0,0.0,598.2382504499997,461.5717495500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1597,RegionB,1012.1299999999998,444.8344500000001,0.0,0.0,567.2955499999996,444.8344500000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1598,RegionB,950.0,423.23984955000003,0.0,0.0,526.76015045,423.23984955000003,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1599,RegionB,877.65,362.8786495499999,0.0,0.0,514.77135045,362.8786495499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1600,RegionB,800.0,328.6575000000001,0.0,0.0,471.3424999999999,328.6575000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1601,RegionB,722.35,357.6824995500001,0.0,0.0,364.6675004499999,357.6824995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1602,RegionB,650.0,325.91699955000007,0.0,0.0,324.08300044999993,325.91699955000007,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1603,RegionB,587.8700000000002,314.3204999999999,0.0,0.0,273.5495000000003,314.3204999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1604,RegionB,540.1899999999999,351.243,0.0,0.0,188.94699999999995,351.243,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1605,RegionB,510.2200000000002,316.9394995499999,0.0,0.0,193.28050045000032,316.9394995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1606,RegionB,500.0,432.79650045000005,0.0,0.0,67.20349954999995,432.79650045000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1607,RegionB,510.2200000000002,440.43749955,0.0,0.0,69.78250045000021,440.43749955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1608,RegionB,540.1899999999999,466.64099999999985,0.0,0.0,73.54900000000009,466.64099999999985,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1609,RegionB,587.8700000000002,502.1325004500001,0.0,0.0,85.73749955000011,502.1325004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1610,RegionB,650.0,531.3600000000001,0.0,0.0,118.63999999999987,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1611,RegionB,722.35,531.3599999999999,0.0,0.0,190.99000000000012,531.3599999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1612,RegionB,800.0,531.3600004500001,0.0,0.0,268.63999954999986,531.3600004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1613,RegionB,877.65,531.36000045,0.0,0.0,346.28999954999995,531.36000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1614,RegionB,950.0,531.3599995499998,0.0,0.0,418.64000045000023,531.3599995499998,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1615,RegionB,1012.1299999999998,531.36000045,0.0,0.0,480.76999954999974,531.36000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1616,RegionB,1059.8099999999997,531.3599999999999,0.0,0.0,528.4499999999998,531.3599999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1617,RegionB,1089.7799999999997,531.3600000000001,0.0,0.0,558.4199999999996,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1618,RegionB,1100.0,531.3600000000001,0.0,0.0,568.6399999999999,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1619,RegionB,1089.7799999999997,524.6370000000001,0.0,0.0,565.1429999999997,524.6370000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1620,RegionB,1059.8099999999997,506.5605000000002,0.0,0.0,553.2494999999994,506.5605000000002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1621,RegionB,1012.1299999999998,439.8164999999999,0.0,0.0,572.3134999999999,439.8164999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1622,RegionB,950.0,421.02450000000016,0.0,0.0,528.9754999999998,421.02450000000016,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1623,RegionB,877.65,398.28104955000003,0.0,0.0,479.36895044999994,398.28104955000003,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1624,RegionB,800.0,330.68925045000003,0.0,0.0,469.31074954999997,330.68925045000003,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1625,RegionB,722.35,316.16999999999996,0.0,0.0,406.18000000000006,316.16999999999996,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1626,RegionB,650.0,323.5814995500001,0.0,0.0,326.4185004499999,323.5814995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1627,RegionB,587.8700000000002,312.21449955,0.0,0.0,275.6555004500002,312.21449955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1628,RegionB,540.1899999999999,324.3915004499999,0.0,0.0,215.79849955000003,324.3915004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1629,RegionB,510.2200000000002,341.53650045000006,0.0,0.0,168.68349955000014,341.53650045000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1630,RegionB,500.0,389.48850000000004,0.0,0.0,110.51149999999996,389.48850000000004,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1631,RegionB,510.2200000000002,396.96750044999993,0.0,0.0,113.25249955000027,396.96750044999993,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1632,RegionB,540.1899999999999,475.6185004500001,0.0,0.0,64.57149954999983,475.6185004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1633,RegionB,587.8700000000002,475.25400045000004,0.0,0.0,112.6159995500002,475.25400045000004,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1634,RegionB,650.0,531.3600004500001,0.0,0.0,118.63999954999986,531.3600004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1635,RegionB,722.35,531.3599999999999,0.0,0.0,190.99000000000012,531.3599999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1636,RegionB,800.0,531.3599995500001,0.0,0.0,268.6400004499999,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1637,RegionB,877.65,531.3600000000001,0.0,0.0,346.28999999999985,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1638,RegionB,950.0,531.3600004499999,0.0,0.0,418.6399995500001,531.3600004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1639,RegionB,1012.1299999999998,531.3600000000001,0.0,0.0,480.76999999999964,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1640,RegionB,1059.8099999999997,531.3600000000001,0.0,0.0,528.4499999999996,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1641,RegionB,1089.7799999999997,531.36000045,0.0,0.0,558.4199995499997,531.36000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1642,RegionB,1100.0,531.35999955,0.0,0.0,568.64000045,531.35999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1643,RegionB,1089.7799999999997,507.8835000000001,0.0,0.0,581.8964999999996,507.8835000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1644,RegionB,1059.8099999999997,504.17100000000005,0.0,0.0,555.6389999999997,504.17100000000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1645,RegionB,1012.1299999999998,438.50834955000005,0.0,0.0,573.6216504499997,438.50834955000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1646,RegionB,950.0,429.7198500000001,0.0,0.0,520.2801499999998,429.7198500000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1647,RegionB,877.65,389.56275045,0.0,0.0,488.08724954999997,389.56275045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1648,RegionB,800.0,349.3260004500001,0.0,0.0,450.6739995499999,349.3260004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1649,RegionB,722.35,298.0934995500001,0.0,0.0,424.2565004499999,298.0934995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1650,RegionB,650.0,319.23449954999984,0.0,0.0,330.76550045000016,319.23449954999984,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1651,RegionB,587.8700000000002,291.7889995500001,0.0,0.0,296.08100045000015,291.7889995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1652,RegionB,540.1899999999999,341.90100045000014,0.0,0.0,198.2889995499998,341.90100045000014,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1653,RegionB,510.2200000000002,412.26300045000005,0.0,0.0,97.95699955000015,412.26300045000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1654,RegionB,500.0,410.53499955000007,0.0,0.0,89.46500044999993,410.53499955000007,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1655,RegionB,510.2200000000002,378.01349999999996,0.0,0.0,132.20650000000023,378.01349999999996,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1656,RegionB,540.1899999999999,502.86149955,0.0,0.0,37.32850044999992,502.86149955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1657,RegionB,587.8700000000002,531.3599995500002,0.0,0.0,56.51000045000001,531.3599995500002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1658,RegionB,650.0,531.35999955,0.0,0.0,118.64000045,531.35999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1659,RegionB,722.35,531.3600000000001,0.0,0.0,190.9899999999999,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1660,RegionB,800.0,531.3599995500001,0.0,0.0,268.6400004499999,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1661,RegionB,877.65,531.3600000000001,0.0,0.0,346.28999999999985,531.3600000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1662,RegionB,950.0,531.3599995500001,0.0,0.0,418.6400004499999,531.3599995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1663,RegionB,1012.1299999999998,531.36000045,0.0,0.0,480.76999954999974,531.36000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1664,RegionB,1059.8099999999997,531.3599995499999,0.0,0.0,528.4500004499998,531.3599995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1665,RegionB,1089.7799999999997,531.3599995500002,0.0,0.0,558.4200004499995,531.3599995500002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1666,RegionB,1100.0,531.3600004499999,0.0,0.0,568.6399995500001,531.3600004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1667,RegionB,1089.7799999999997,525.98700045,0.0,0.0,563.7929995499998,525.98700045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1668,RegionB,1059.8099999999997,442.81349955,0.0,0.0,616.9965004499998,442.81349955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1669,RegionB,1012.1299999999998,449.8065,0.0,0.0,562.3234999999997,449.8065,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1670,RegionB,950.0,437.5484995500001,0.0,0.0,512.4515004499999,437.5484995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1671,RegionB,877.65,402.1744500000001,0.0,0.0,475.4755499999999,402.1744500000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1672,RegionB,800.0,338.55840000000006,0.0,0.0,461.44159999999994,338.55840000000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1673,RegionB,722.35,329.67,0.0,0.0,392.68,329.67,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1674,RegionB,650.0,313.2134999999999,0.0,0.0,336.7865000000001,313.2134999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,1675,RegionB,587.8700000000002,306.84149955000004,0.0,0.0,281.0285004500002,306.84149955000004,0.0
