ArrivalHour,SourceRegion,TaskType,Arrival_Task_Count,Arrival_GPU_Demand,GPU_Workload_GPUh,Mean_Duration_min
419,RegionA,RealTimeInference,6.0000000000,28.0000000000,79.4166666667,187.1666666667
419,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
419,RegionA,AITraining,1.0000000000,40.0000000000,246.6666666667,370.0000000000
419,RegionB,RealTimeInference,2.0000000000,13.0000000000,25.7666666667,117.0000000000
419,RegionB,BatchInference,4.0000000000,36.0000000000,79.2000000000,152.5000000000
419,RegionB,AITraining,1.0000000000,54.0000000000,80.1000000000,89.0000000000
419,RegionC,RealTimeInference,3.0000000000,11.0000000000,10.1833333333,53.0000000000
419,RegionC,BatchInference,3.0000000000,37.0000000000,193.2333333333,331.6666666667
419,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
419,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
419,RegionD,BatchInference,2.0000000000,29.0000000000,79.1333333333,184.0000000000
419,RegionD,AITraining,3.0000000000,286.0000000000,1575.2000000000,321.0000000000
419,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
419,RegionE,BatchInference,1.0000000000,6.0000000000,27.0000000000,270.0000000000
419,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
419,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
419,RegionF,BatchInference,1.0000000000,21.0000000000,8.0500000000,23.0000000000
419,RegionF,AITraining,2.0000000000,53.0000000000,96.4333333333,98.5000000000
420,RegionA,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
420,RegionA,BatchInference,1.0000000000,19.0000000000,50.6666666667,160.0000000000
420,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
420,RegionB,RealTimeInference,5.0000000000,19.0000000000,74.1666666667,194.8000000000
420,RegionB,BatchInference,1.0000000000,9.0000000000,23.7000000000,158.0000000000
420,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
420,RegionC,RealTimeInference,2.0000000000,9.0000000000,28.0500000000,181.5000000000
420,RegionC,BatchInference,1.0000000000,22.0000000000,7.3333333333,20.0000000000
420,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
420,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
420,RegionD,BatchInference,2.0000000000,15.0000000000,74.4000000000,291.5000000000
420,RegionD,AITraining,3.0000000000,143.0000000000,550.3833333333,119.6666666667
420,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
420,RegionE,BatchInference,2.0000000000,32.0000000000,119.7000000000,192.0000000000
420,RegionE,AITraining,2.0000000000,100.0000000000,262.2333333333,111.5000000000
420,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
420,RegionF,BatchInference,1.0000000000,21.0000000000,19.2500000000,55.0000000000
420,RegionF,AITraining,2.0000000000,122.0000000000,567.6000000000,288.0000000000
421,RegionA,RealTimeInference,5.0000000000,26.0000000000,120.8666666667,273.8000000000
421,RegionA,BatchInference,4.0000000000,44.0000000000,164.4000000000,230.5000000000
421,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionB,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionB,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionC,RealTimeInference,2.0000000000,5.0000000000,21.8000000000,231.5000000000
421,RegionC,BatchInference,2.0000000000,20.0000000000,108.4000000000,325.0000000000
421,RegionC,AITraining,1.0000000000,47.0000000000,205.2333333333,262.0000000000
421,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionD,BatchInference,3.0000000000,42.0000000000,200.5833333333,256.3333333333
421,RegionD,AITraining,3.0000000000,172.0000000000,561.1833333333,228.6666666667
421,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionE,AITraining,3.0000000000,190.0000000000,863.8333333333,203.6666666667
421,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
421,RegionF,AITraining,2.0000000000,60.0000000000,298.1000000000,224.0000000000
422,RegionA,RealTimeInference,3.0000000000,14.0000000000,26.7500000000,100.0000000000
422,RegionA,BatchInference,3.0000000000,45.0000000000,129.9666666667,166.0000000000
422,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
422,RegionB,RealTimeInference,3.0000000000,12.0000000000,41.7333333333,199.0000000000
422,RegionB,BatchInference,1.0000000000,18.0000000000,61.8000000000,206.0000000000
422,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
422,RegionC,RealTimeInference,2.0000000000,11.0000000000,65.6833333333,355.5000000000
422,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
422,RegionC,AITraining,1.0000000000,115.0000000000,80.5000000000,42.0000000000
422,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
422,RegionD,BatchInference,4.0000000000,54.0000000000,168.6166666667,202.2500000000
422,RegionD,AITraining,4.0000000000,327.0000000000,1061.7166666667,201.2500000000
422,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
422,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
422,RegionE,AITraining,1.0000000000,19.0000000000,38.9500000000,123.0000000000
422,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
422,RegionF,BatchInference,2.0000000000,39.0000000000,116.0666666667,162.5000000000
422,RegionF,AITraining,2.0000000000,79.0000000000,115.0333333333,100.5000000000
423,RegionA,RealTimeInference,1.0000000000,3.0000000000,6.9000000000,138.0000000000
423,RegionA,BatchInference,1.0000000000,20.0000000000,49.6666666667,149.0000000000
423,RegionA,AITraining,1.0000000000,52.0000000000,253.9333333333,293.0000000000
423,RegionB,RealTimeInference,3.0000000000,9.0000000000,51.5666666667,325.3333333333
423,RegionB,BatchInference,3.0000000000,22.0000000000,101.0833333333,220.0000000000
423,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
423,RegionC,RealTimeInference,2.0000000000,5.0000000000,1.2500000000,21.0000000000
423,RegionC,BatchInference,2.0000000000,18.0000000000,41.7666666667,192.0000000000
423,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
423,RegionD,RealTimeInference,1.0000000000,1.0000000000,0.9166666667,55.0000000000
423,RegionD,BatchInference,1.0000000000,20.0000000000,56.6666666667,170.0000000000
423,RegionD,AITraining,3.0000000000,241.0000000000,704.6500000000,180.3333333333
423,RegionE,RealTimeInference,1.0000000000,4.0000000000,4.8000000000,72.0000000000
423,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
423,RegionE,AITraining,2.0000000000,135.0000000000,215.3833333333,132.0000000000
423,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
423,RegionF,BatchInference,1.0000000000,7.0000000000,41.6500000000,357.0000000000
423,RegionF,AITraining,2.0000000000,168.0000000000,640.9500000000,211.5000000000
424,RegionA,RealTimeInference,2.0000000000,10.0000000000,39.8333333333,239.0000000000
424,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
424,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
424,RegionB,RealTimeInference,2.0000000000,8.0000000000,35.1666666667,182.0000000000
424,RegionB,BatchInference,3.0000000000,44.0000000000,85.2000000000,159.3333333333
424,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
424,RegionC,RealTimeInference,1.0000000000,5.0000000000,3.0000000000,36.0000000000
424,RegionC,BatchInference,2.0000000000,41.0000000000,55.8166666667,81.0000000000
424,RegionC,AITraining,1.0000000000,126.0000000000,560.7000000000,267.0000000000
424,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
424,RegionD,BatchInference,3.0000000000,39.0000000000,121.8333333333,179.3333333333
424,RegionD,AITraining,1.0000000000,32.0000000000,157.8666666667,296.0000000000
424,RegionE,RealTimeInference,1.0000000000,2.0000000000,10.9333333333,328.0000000000
424,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
424,RegionE,AITraining,3.0000000000,237.0000000000,483.6000000000,108.0000000000
424,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
424,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
424,RegionF,AITraining,3.0000000000,262.0000000000,1692.3500000000,389.3333333333
425,RegionA,RealTimeInference,3.0000000000,9.0000000000,33.6666666667,209.6666666667
425,RegionA,BatchInference,1.0000000000,19.0000000000,97.5333333333,308.0000000000
425,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
425,RegionB,RealTimeInference,5.0000000000,23.0000000000,71.4666666667,229.6000000000
425,RegionB,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
425,RegionB,AITraining,1.0000000000,89.0000000000,293.7000000000,198.0000000000
425,RegionC,RealTimeInference,3.0000000000,15.0000000000,47.8500000000,235.3333333333
425,RegionC,BatchInference,1.0000000000,12.0000000000,78.8000000000,394.0000000000
425,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
425,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
425,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
425,RegionD,AITraining,4.0000000000,190.0000000000,953.8333333333,255.5000000000
425,RegionE,RealTimeInference,1.0000000000,5.0000000000,15.2500000000,183.0000000000
425,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
425,RegionE,AITraining,2.0000000000,147.0000000000,405.3000000000,196.5000000000
425,RegionF,RealTimeInference,1.0000000000,4.0000000000,1.9333333333,29.0000000000
425,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
425,RegionF,AITraining,1.0000000000,126.0000000000,632.1000000000,301.0000000000
426,RegionA,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionA,BatchInference,2.0000000000,14.0000000000,35.4666666667,152.0000000000
426,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionB,RealTimeInference,1.0000000000,2.0000000000,10.4333333333,313.0000000000
426,RegionB,BatchInference,4.0000000000,58.0000000000,236.7000000000,265.2500000000
426,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionC,RealTimeInference,1.0000000000,7.0000000000,10.9666666667,94.0000000000
426,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionD,BatchInference,1.0000000000,13.0000000000,72.8000000000,336.0000000000
426,RegionD,AITraining,5.0000000000,250.0000000000,1173.8333333333,205.2000000000
426,RegionE,RealTimeInference,1.0000000000,4.0000000000,25.6000000000,384.0000000000
426,RegionE,BatchInference,1.0000000000,22.0000000000,33.7333333333,92.0000000000
426,RegionE,AITraining,1.0000000000,119.0000000000,89.2500000000,45.0000000000
426,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
426,RegionF,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionA,RealTimeInference,6.0000000000,20.0000000000,43.3166666667,134.1666666667
427,RegionA,BatchInference,2.0000000000,37.0000000000,174.3000000000,274.5000000000
427,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionB,RealTimeInference,2.0000000000,8.0000000000,50.4666666667,378.5000000000
427,RegionB,BatchInference,3.0000000000,54.0000000000,143.2000000000,160.0000000000
427,RegionB,AITraining,1.0000000000,112.0000000000,209.0666666667,112.0000000000
427,RegionC,RealTimeInference,1.0000000000,2.0000000000,8.4000000000,252.0000000000
427,RegionC,BatchInference,2.0000000000,19.0000000000,75.1833333333,236.0000000000
427,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionD,RealTimeInference,1.0000000000,2.0000000000,0.6666666667,20.0000000000
427,RegionD,BatchInference,1.0000000000,13.0000000000,45.0666666667,208.0000000000
427,RegionD,AITraining,4.0000000000,234.0000000000,640.6000000000,182.0000000000
427,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
427,RegionF,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionA,RealTimeInference,3.0000000000,16.0000000000,48.8666666667,165.3333333333
428,RegionA,BatchInference,4.0000000000,66.0000000000,291.0333333333,260.7500000000
428,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionB,RealTimeInference,3.0000000000,7.0000000000,25.6833333333,204.0000000000
428,RegionB,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionC,RealTimeInference,1.0000000000,4.0000000000,25.6000000000,384.0000000000
428,RegionC,BatchInference,1.0000000000,22.0000000000,97.1666666667,265.0000000000
428,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionD,BatchInference,1.0000000000,16.0000000000,49.0666666667,184.0000000000
428,RegionD,AITraining,4.0000000000,247.0000000000,547.8833333333,164.2500000000
428,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionE,BatchInference,1.0000000000,9.0000000000,44.4000000000,296.0000000000
428,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
428,RegionF,BatchInference,1.0000000000,19.0000000000,86.1333333333,272.0000000000
428,RegionF,AITraining,4.0000000000,177.0000000000,678.3333333333,250.7500000000
429,RegionA,RealTimeInference,4.0000000000,18.0000000000,42.7500000000,184.2500000000
429,RegionA,BatchInference,1.0000000000,7.0000000000,18.2000000000,156.0000000000
429,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionB,RealTimeInference,2.0000000000,9.0000000000,12.0166666667,116.5000000000
429,RegionB,BatchInference,3.0000000000,41.0000000000,139.8833333333,193.6666666667
429,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionC,RealTimeInference,2.0000000000,11.0000000000,37.3500000000,202.0000000000
429,RegionC,BatchInference,2.0000000000,19.0000000000,105.0166666667,283.0000000000
429,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionD,BatchInference,1.0000000000,23.0000000000,90.4666666667,236.0000000000
429,RegionD,AITraining,7.0000000000,587.0000000000,2071.7666666667,190.0000000000
429,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionE,BatchInference,1.0000000000,9.0000000000,7.3500000000,49.0000000000
429,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
429,RegionF,AITraining,1.0000000000,116.0000000000,761.7333333333,394.0000000000
430,RegionA,RealTimeInference,3.0000000000,11.0000000000,27.7500000000,195.0000000000
430,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionB,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionB,BatchInference,1.0000000000,16.0000000000,9.8666666667,37.0000000000
430,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionC,RealTimeInference,1.0000000000,6.0000000000,22.1000000000,221.0000000000
430,RegionC,BatchInference,1.0000000000,15.0000000000,70.7500000000,283.0000000000
430,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionD,RealTimeInference,2.0000000000,9.0000000000,36.2500000000,271.0000000000
430,RegionD,BatchInference,4.0000000000,33.0000000000,85.9500000000,198.0000000000
430,RegionD,AITraining,2.0000000000,136.0000000000,275.7666666667,130.0000000000
430,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionE,AITraining,8.0000000000,423.0000000000,1525.3500000000,179.6250000000
430,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
430,RegionF,BatchInference,3.0000000000,39.0000000000,106.0333333333,178.0000000000
430,RegionF,AITraining,1.0000000000,88.0000000000,203.8666666667,139.0000000000
431,RegionA,RealTimeInference,2.0000000000,10.0000000000,52.9333333333,322.5000000000
431,RegionA,BatchInference,1.0000000000,22.0000000000,77.3666666667,211.0000000000
431,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionB,RealTimeInference,1.0000000000,1.0000000000,6.4500000000,387.0000000000
431,RegionB,BatchInference,1.0000000000,16.0000000000,20.0000000000,75.0000000000
431,RegionB,AITraining,1.0000000000,38.0000000000,118.4333333333,187.0000000000
431,RegionC,RealTimeInference,2.0000000000,5.0000000000,15.1666666667,215.5000000000
431,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionD,AITraining,5.0000000000,355.0000000000,1264.6166666667,244.6000000000
431,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionE,AITraining,1.0000000000,67.0000000000,391.9500000000,351.0000000000
431,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
431,RegionF,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionA,RealTimeInference,2.0000000000,7.0000000000,19.7666666667,157.5000000000
432,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionB,RealTimeInference,2.0000000000,7.0000000000,10.8333333333,125.0000000000
432,RegionB,BatchInference,1.0000000000,10.0000000000,28.6666666667,172.0000000000
432,RegionB,AITraining,1.0000000000,26.0000000000,22.5333333333,52.0000000000
432,RegionC,RealTimeInference,3.0000000000,7.0000000000,32.0000000000,168.0000000000
432,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionD,BatchInference,3.0000000000,37.0000000000,45.1333333333,91.6666666667
432,RegionD,AITraining,4.0000000000,155.0000000000,591.4666666667,233.7500000000
432,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionE,AITraining,2.0000000000,199.0000000000,740.9500000000,218.0000000000
432,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
432,RegionF,BatchInference,1.0000000000,10.0000000000,27.5000000000,165.0000000000
432,RegionF,AITraining,4.0000000000,325.0000000000,1289.0333333333,238.7500000000
433,RegionA,RealTimeInference,4.0000000000,15.0000000000,83.8500000000,307.0000000000
433,RegionA,BatchInference,4.0000000000,52.0000000000,162.4833333333,194.2500000000
433,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionB,RealTimeInference,2.0000000000,8.0000000000,45.6000000000,327.0000000000
433,RegionB,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionC,RealTimeInference,1.0000000000,5.0000000000,4.3333333333,52.0000000000
433,RegionC,BatchInference,2.0000000000,21.0000000000,91.8500000000,256.0000000000
433,RegionC,AITraining,2.0000000000,230.0000000000,915.2166666667,243.5000000000
433,RegionD,RealTimeInference,1.0000000000,4.0000000000,26.0666666667,391.0000000000
433,RegionD,BatchInference,2.0000000000,34.0000000000,140.0166666667,269.5000000000
433,RegionD,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionE,BatchInference,1.0000000000,8.0000000000,23.2000000000,174.0000000000
433,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
433,RegionF,AITraining,2.0000000000,198.0000000000,471.0333333333,156.0000000000
434,RegionA,RealTimeInference,4.0000000000,14.0000000000,58.9000000000,168.5000000000
434,RegionA,BatchInference,2.0000000000,27.0000000000,70.5000000000,183.5000000000
434,RegionA,AITraining,1.0000000000,116.0000000000,759.8000000000,393.0000000000
434,RegionB,RealTimeInference,2.0000000000,13.0000000000,7.4333333333,36.0000000000
434,RegionB,BatchInference,1.0000000000,15.0000000000,88.7500000000,355.0000000000
434,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
434,RegionC,RealTimeInference,1.0000000000,1.0000000000,1.7500000000,105.0000000000
434,RegionC,BatchInference,2.0000000000,36.0000000000,204.2166666667,350.5000000000
434,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
434,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
434,RegionD,BatchInference,3.0000000000,50.0000000000,77.8666666667,109.3333333333
434,RegionD,AITraining,3.0000000000,212.0000000000,580.0333333333,156.6666666667
434,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
434,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
434,RegionE,AITraining,1.0000000000,104.0000000000,41.6000000000,24.0000000000
434,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
434,RegionF,BatchInference,2.0000000000,34.0000000000,162.0000000000,291.0000000000
434,RegionF,AITraining,3.0000000000,203.0000000000,346.8000000000,91.0000000000
435,RegionA,RealTimeInference,4.0000000000,11.0000000000,32.9166666667,187.2500000000
435,RegionA,BatchInference,1.0000000000,5.0000000000,28.7500000000,345.0000000000
435,RegionA,AITraining,4.0000000000,292.0000000000,1396.8000000000,257.0000000000
435,RegionB,RealTimeInference,2.0000000000,7.0000000000,6.5666666667,61.0000000000
435,RegionB,BatchInference,1.0000000000,21.0000000000,87.1500000000,249.0000000000
435,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
435,RegionC,RealTimeInference,3.0000000000,15.0000000000,33.3333333333,114.0000000000
435,RegionC,BatchInference,2.0000000000,24.0000000000,122.2000000000,260.0000000000
435,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
435,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
435,RegionD,BatchInference,3.0000000000,50.0000000000,251.9166666667,297.0000000000
435,RegionD,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
435,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
435,RegionE,BatchInference,4.0000000000,64.0000000000,167.8333333333,184.2500000000
435,RegionE,AITraining,2.0000000000,225.0000000000,361.7000000000,95.5000000000
435,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
435,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
435,RegionF,AITraining,2.0000000000,130.0000000000,645.5000000000,292.0000000000
436,RegionA,RealTimeInference,3.0000000000,7.0000000000,17.1166666667,137.6666666667
436,RegionA,BatchInference,1.0000000000,4.0000000000,15.0000000000,225.0000000000
436,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
436,RegionB,RealTimeInference,1.0000000000,5.0000000000,11.9166666667,143.0000000000
436,RegionB,BatchInference,3.0000000000,40.0000000000,139.1000000000,189.0000000000
436,RegionB,AITraining,1.0000000000,46.0000000000,280.6000000000,366.0000000000
436,RegionC,RealTimeInference,3.0000000000,15.0000000000,68.6500000000,242.3333333333
436,RegionC,BatchInference,2.0000000000,20.0000000000,77.6666666667,162.0000000000
436,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
436,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
436,RegionD,BatchInference,4.0000000000,51.0000000000,120.9166666667,147.0000000000
436,RegionD,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
436,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
436,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
436,RegionE,AITraining,1.0000000000,118.0000000000,182.9000000000,93.0000000000
436,RegionF,RealTimeInference,1.0000000000,4.0000000000,9.2000000000,138.0000000000
436,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
436,RegionF,AITraining,2.0000000000,109.0000000000,485.9333333333,254.0000000000
437,RegionA,RealTimeInference,2.0000000000,6.0000000000,16.3500000000,220.5000000000
437,RegionA,BatchInference,3.0000000000,41.0000000000,151.7333333333,274.0000000000
437,RegionA,AITraining,1.0000000000,46.0000000000,81.2666666667,106.0000000000
437,RegionB,RealTimeInference,1.0000000000,5.0000000000,8.4166666667,101.0000000000
437,RegionB,BatchInference,1.0000000000,17.0000000000,33.4333333333,118.0000000000
437,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
437,RegionC,RealTimeInference,1.0000000000,1.0000000000,2.3833333333,143.0000000000
437,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
437,RegionC,AITraining,2.0000000000,133.0000000000,266.4166666667,145.0000000000
437,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
437,RegionD,BatchInference,1.0000000000,13.0000000000,56.7666666667,262.0000000000
437,RegionD,AITraining,5.0000000000,276.0000000000,515.2500000000,151.6000000000
