TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,NetworkLatency_ms,LatestFinishHour,SLA_met,SchedulePhase,TaskID
AITraining,RegionF,RegionF,2387,143220,143312,92,87,150,5,2406,True,q1-arrival,27713
AITraining,RegionD,RegionD,2396,143760,144145,385,25,150,5,2406,True,q1-arrival,27964
AITraining,RegionD,RegionD,2385,143100,143287,187,30,150,5,2406,True,q1-arrival,28123
BatchInference,RegionB,RegionB,2381,142860,143113,253,4,80,5,2406,True,q1-arrival,28161
BatchInference,RegionE,RegionE,2387,143220,143245,25,13,80,5,2406,True,q1-arrival,28165
AITraining,RegionF,RegionF,2385,143100,143388,288,85,150,5,2406,True,q1-arrival,28388
BatchInference,RegionA,RegionA,2392,143520,143559,39,14,80,5,2406,True,q1-arrival,28488
RealTimeInference,RegionC,RegionC,2396,143760,143840,80,4,20,5,2398,True,q1-arrival,28656
AITraining,RegionF,RegionF,2393,143580,143955,375,96,150,5,2406,True,q1-arrival,28664
RealTimeInference,RegionB,RegionB,2380,142800,142872,72,6,20,5,2382,True,q1-arrival,28667
RealTimeInference,RegionA,RegionA,2388,143280,143538,258,3,20,5,2393,True,q1-arrival,28692
AITraining,RegionE,RegionE,2396,143760,143865,105,74,150,5,2406,True,q1-arrival,28753
BatchInference,RegionC,RegionC,2392,143520,143631,111,14,80,5,2406,True,q1-arrival,28923
RealTimeInference,RegionC,RegionC,2387,143220,143343,123,7,20,5,2390,True,q1-arrival,28952
RealTimeInference,RegionB,RegionB,2386,143160,143401,241,2,20,5,2391,True,q1-arrival,29239
BatchInference,RegionE,RegionE,2387,143220,143256,36,20,80,5,2406,True,q1-arrival,29306
AITraining,RegionE,RegionE,2390,143400,143477,77,111,150,5,2406,True,q1-arrival,29364
BatchInference,RegionC,RegionC,2384,143040,143228,188,17,80,5,2406,True,q1-arrival,29402
AITraining,RegionF,RegionF,2378,142680,142913,233,98,150,5,2406,True,q1-arrival,29425
RealTimeInference,RegionE,RegionE,2377,142620,142681,61,5,20,5,2379,True,q1-arrival,29589
RealTimeInference,RegionB,RegionB,2382,142920,143204,284,7,20,5,2387,True,q1-arrival,29651
RealTimeInference,RegionC,RegionC,2380,142800,143169,369,7,20,5,2387,True,q1-arrival,29758
RealTimeInference,RegionA,RegionA,2387,143220,143327,107,6,20,5,2389,True,q1-arrival,29773
BatchInference,RegionF,RegionF,2376,142560,142896,336,17,80,5,2406,True,q1-arrival,29779
BatchInference,RegionE,RegionE,2377,142620,142952,332,17,80,5,2406,True,q1-arrival,29785
BatchInference,RegionA,RegionA,2397,143820,144070,250,7,80,5,2406,True,q1-arrival,29787
BatchInference,RegionF,RegionF,2390,143400,143774,374,15,80,5,2406,True,q1-arrival,30199
AITraining,RegionD,RegionD,2380,142800,142893,93,33,150,5,2406,True,q1-arrival,30207
RealTimeInference,RegionD,RegionD,2379,142740,143031,291,6,20,5,2384,True,q1-arrival,30238
AITraining,RegionB,RegionB,2398,143880,143896,16,44,150,5,2406,True,q1-arrival,30449
AITraining,RegionE,RegionE,2391,143460,143658,198,55,150,5,2406,True,q1-arrival,30452
AITraining,RegionE,RegionE,2387,143220,143454,234,121,150,5,2406,True,q1-arrival,30583
RealTimeInference,RegionB,RegionB,2398,143880,144041,161,7,20,5,2401,True,q1-arrival,30610
RealTimeInference,RegionB,RegionB,2379,142740,143124,384,1,20,5,2386,True,q1-arrival,30708
BatchInference,RegionD,RegionD,2396,143760,144079,319,14,80,5,2406,True,q1-arrival,30715
AITraining,RegionF,RegionF,2383,142980,143111,131,36,150,5,2406,True,q1-arrival,30900
AITraining,RegionF,RegionF,2391,143460,143581,121,58,150,5,2406,True,q1-arrival,31011
AITraining,RegionE,RegionE,2394,143640,144022,382,67,150,5,2406,True,q1-arrival,31076
AITraining,RegionD,RegionD,2382,142920,143075,155,65,150,5,2406,True,q1-arrival,31191
BatchInference,RegionC,RegionC,2379,142740,142825,85,5,80,5,2406,True,q1-arrival,31331
AITraining,RegionD,RegionD,2381,142860,143161,301,84,150,5,2406,True,q1-arrival,31480
AITraining,RegionD,RegionD,2379,142740,142817,77,103,150,5,2406,True,q1-arrival,31539
RealTimeInference,RegionB,RegionB,2376,142560,142863,303,3,20,5,2382,True,q1-arrival,31600
BatchInference,RegionF,RegionF,2391,143460,143578,118,21,80,5,2406,True,q1-arrival,31688
AITraining,RegionD,RegionD,2387,143220,143368,148,44,150,5,2406,True,q1-arrival,31709
AITraining,RegionD,RegionD,2377,142620,142734,114,64,150,5,2406,True,q1-arrival,31710
RealTimeInference,RegionA,RegionA,2393,143580,143912,332,4,20,5,2399,True,q1-arrival,31748
AITraining,RegionD,RegionD,2379,142740,143089,349,81,150,5,2406,True,q1-arrival,31788
BatchInference,RegionB,RegionB,2387,143220,143529,309,19,80,5,2406,True,q1-arrival,31953
BatchInference,RegionD,RegionD,2385,143100,143267,167,16,80,5,2406,True,q1-arrival,31955
RealTimeInference,RegionC,RegionC,2384,143040,143225,185,3,20,5,2388,True,q1-arrival,32107
RealTimeInference,RegionA,RegionA,2389,143340,143455,115,2,20,5,2391,True,q1-arrival,32162
AITraining,RegionD,RegionD,2395,143700,143714,14,112,150,5,2406,True,q1-arrival,32241
BatchInference,RegionD,RegionD,2388,143280,143623,343,19,80,5,2406,True,q1-arrival,32420
RealTimeInference,RegionB,RegionB,2386,143160,143304,144,6,20,5,2389,True,q1-arrival,32465
AITraining,RegionE,RegionE,2387,143220,143558,338,76,150,5,2406,True,q1-arrival,32656
RealTimeInference,RegionA,RegionA,2387,143220,143329,109,3,20,5,2389,True,q1-arrival,32719
AITraining,RegionF,RegionF,2382,142920,143012,92,70,150,5,2406,True,q1-arrival,32894
RealTimeInference,RegionA,RegionA,2392,143520,143693,173,2,20,5,2395,True,q1-arrival,32917
BatchInference,RegionB,RegionB,2387,143220,143422,202,14,80,5,2406,True,q1-arrival,33356
AITraining,RegionE,RegionE,2378,142680,142917,237,122,150,5,2406,True,q1-arrival,33418
BatchInference,RegionB,RegionB,2376,142560,142931,371,9,80,5,2406,True,q1-arrival,33422
BatchInference,RegionE,RegionE,2384,143040,143196,156,6,80,5,2406,True,q1-arrival,33478
BatchInference,RegionB,RegionB,2391,143460,143545,85,21,80,5,2406,True,q1-arrival,33573
BatchInference,RegionE,RegionE,2387,143220,143507,287,22,80,5,2406,True,q1-arrival,33589
BatchInference,RegionB,RegionB,2386,143160,143254,94,9,80,5,2406,True,q1-arrival,33605
BatchInference,RegionF,RegionF,2379,142740,142998,258,9,80,5,2406,True,q1-arrival,33741
RealTimeInference,RegionA,RegionA,2376,142560,142715,155,3,20,5,2379,True,q1-arrival,33742
AITraining,RegionD,RegionD,2398,143880,144020,140,88,150,5,2406,True,q1-arrival,33770
AITraining,RegionE,RegionE,2389,143340,143646,306,31,150,5,2406,True,q1-arrival,33779
BatchInference,RegionD,RegionD,2386,143160,143272,112,20,80,5,2406,True,q1-arrival,33785
BatchInference,RegionE,RegionE,2378,142680,142713,33,21,80,5,2406,True,q1-arrival,33839
BatchInference,RegionB,RegionB,2397,143820,143860,40,19,80,5,2406,True,q1-arrival,34117
BatchInference,RegionA,RegionA,2383,142980,143080,100,13,80,5,2406,True,q1-arrival,34149
AITraining,RegionB,RegionB,2384,143040,143156,116,78,150,5,2406,True,q1-arrival,34201
BatchInference,RegionD,RegionD,2385,143100,143398,298,18,80,5,2406,True,q1-arrival,34369
AITraining,RegionF,RegionF,2383,142980,143024,44,46,150,5,2406,True,q1-arrival,34377
RealTimeInference,RegionA,RegionA,2394,143640,143944,304,2,20,5,2400,True,q1-arrival,34439
RealTimeInference,RegionB,RegionB,2390,143400,143746,346,7,20,5,2396,True,q1-arrival,34531
AITraining,RegionB,RegionB,2389,143340,143478,138,59,150,5,2406,True,q1-arrival,34647
AITraining,RegionE,RegionE,2383,142980,143197,217,123,150,5,2406,True,q1-arrival,34834
BatchInference,RegionA,RegionA,2381,142860,143062,202,13,80,5,2406,True,q1-arrival,34989
BatchInference,RegionE,RegionE,2377,142620,142966,346,9,80,5,2406,True,q1-arrival,35013
RealTimeInference,RegionB,RegionB,2391,143460,143712,252,4,20,5,2396,True,q1-arrival,35181
RealTimeInference,RegionC,RegionC,2381,142860,143036,176,5,20,5,2384,True,q1-arrival,35202
RealTimeInference,RegionA,RegionA,2383,142980,143239,259,6,20,5,2388,True,q1-arrival,35298
AITraining,RegionF,RegionF,2376,142560,142753,193,34,150,5,2406,True,q1-arrival,35335
BatchInference,RegionC,RegionC,2381,142860,142981,121,14,80,5,2406,True,q1-arrival,35450
BatchInference,RegionA,RegionA,2381,142860,142968,108,18,80,5,2406,True,q1-arrival,35507
RealTimeInference,RegionC,RegionC,2387,143220,143426,206,7,20,5,2391,True,q1-arrival,35544
AITraining,RegionF,RegionF,2388,143280,143363,83,31,150,5,2406,True,q1-arrival,35545
AITraining,RegionF,RegionF,2385,143100,143226,126,111,150,5,2406,True,q1-arrival,35571
RealTimeInference,RegionA,RegionA,2391,143460,143737,277,3,20,5,2396,True,q1-arrival,35783
AITraining,RegionD,RegionD,2396,143760,143807,47,86,150,5,2406,True,q1-arrival,36157
RealTimeInference,RegionA,RegionA,2388,143280,143364,84,5,20,5,2390,True,q1-arrival,36175
AITraining,RegionF,RegionF,2378,142680,142889,209,85,150,5,2406,True,q1-arrival,36260
AITraining,RegionE,RegionE,2387,143220,143318,98,70,150,5,2406,True,q1-arrival,36369
AITraining,RegionB,RegionB,2380,142800,142873,73,30,150,5,2406,True,q1-arrival,36438
BatchInference,RegionE,RegionE,2377,142620,142711,91,12,80,5,2406,True,q1-arrival,36594
RealTimeInference,RegionF,RegionF,2385,143100,143405,305,7,20,5,2391,True,q1-arrival,36634
AITraining,RegionF,RegionF,2387,143220,143579,359,118,150,5,2406,True,q1-fix-and-opt,36680
BatchInference,RegionC,RegionC,2388,143280,143665,385,9,80,5,2406,True,q1-arrival,36729
RealTimeInference,RegionB,RegionB,2387,143220,143494,274,2,20,5,2392,True,q1-arrival,36735
AITraining,RegionF,RegionF,2394,143640,143671,31,101,150,5,2406,True,q1-arrival,36863
BatchInference,RegionE,RegionE,2389,143340,143671,331,22,80,5,2406,True,q1-arrival,36902
BatchInference,RegionD,RegionD,2382,142920,143092,172,6,80,5,2406,True,q1-arrival,36934
RealTimeInference,RegionC,RegionC,2390,143400,143693,293,3,20,5,2395,True,q1-arrival,37033
BatchInference,RegionB,RegionB,2399,143940,144088,148,12,80,5,2406,True,q1-arrival,37062
BatchInference,RegionD,RegionD,2379,142740,143015,275,14,80,5,2406,True,q1-arrival,37078
BatchInference,RegionA,RegionA,2397,143820,144087,267,17,80,5,2406,True,q1-arrival,37081
BatchInference,RegionE,RegionE,2378,142680,142968,288,21,80,5,2406,True,q1-arrival,37236
BatchInference,RegionB,RegionB,2383,142980,143373,393,17,80,5,2406,True,q1-arrival,37312
BatchInference,RegionD,RegionD,2392,143520,143767,247,11,80,5,2406,True,q1-arrival,37668
BatchInference,RegionD,RegionD,2384,143040,143266,226,6,80,5,2406,True,q1-arrival,37688
AITraining,RegionD,RegionD,2398,143880,144167,287,25,150,5,2406,True,q1-arrival,37758
BatchInference,RegionF,RegionF,2394,143640,144039,399,17,80,5,2406,True,q1-arrival,37834
AITraining,RegionD,RegionD,2396,143760,143875,115,42,150,5,2406,True,q1-arrival,37857
BatchInference,RegionD,RegionD,2383,142980,143122,142,5,80,5,2406,True,q1-arrival,37918
RealTimeInference,RegionB,RegionB,2393,143580,143792,212,6,20,5,2397,True,q1-arrival,38021
BatchInference,RegionB,RegionB,2399,143940,144225,285,10,80,5,2406,True,q1-arrival,38165
AITraining,RegionF,RegionF,2392,143520,143626,106,122,150,5,2406,True,q1-arrival,38208
AITraining,RegionD,RegionD,2397,143820,143957,137,37,150,5,2406,True,q1-arrival,38408
AITraining,RegionE,RegionE,2381,142860,143219,359,85,150,5,2406,True,q1-arrival,38738
RealTimeInference,RegionA,RegionA,2396,143760,143793,33,4,20,5,2397,True,q1-arrival,38774
AITraining,RegionA,RegionA,2396,143760,144158,398,95,150,5,2406,True,q1-arrival,38786
AITraining,RegionE,RegionE,2399,143940,144309,369,115,150,5,2406,True,q1-fix-and-opt,38894
AITraining,RegionB,RegionB,2391,143460,143776,316,31,150,5,2406,True,q1-arrival,38937
AITraining,RegionC,RegionC,2387,143220,143406,186,91,150,5,2406,True,q1-arrival,38944
AITraining,RegionD,RegionD,2379,142740,142760,20,86,150,5,2406,True,q1-arrival,39010
AITraining,RegionE,RegionF,2378,142680,142706,26,103,150,18,2406,True,q1-arrival,39262
BatchInference,RegionA,RegionA,2389,143340,143505,165,21,80,5,2406,True,q1-arrival,39318
RealTimeInference,RegionB,RegionB,2391,143460,143504,44,3,20,5,2392,True,q1-arrival,39380
BatchInference,RegionA,RegionA,2390,143400,143788,388,7,80,5,2406,True,q1-arrival,39397
BatchInference,RegionA,RegionA,2394,143640,143707,67,16,80,5,2406,True,q1-arrival,39468
BatchInference,RegionD,RegionD,2386,143160,143495,335,17,80,5,2406,True,q1-arrival,39597
BatchInference,RegionD,RegionD,2397,143820,143839,19,5,80,5,2406,True,q1-arrival,39629
AITraining,RegionE,RegionE,2394,143640,143912,272,77,150,5,2406,True,q1-arrival,39669
RealTimeInference,RegionC,RegionC,2381,142860,143061,201,1,20,5,2385,True,q1-arrival,39748
AITraining,RegionE,RegionE,2395,143700,143734,34,33,150,5,2406,True,q1-arrival,39773
RealTimeInference,RegionC,RegionC,2399,143940,144203,263,7,20,5,2404,True,q1-arrival,39788
BatchInference,RegionB,RegionB,2377,142620,142907,287,4,80,5,2406,True,q1-arrival,39791
BatchInference,RegionC,RegionC,2382,142920,143076,156,4,80,5,2406,True,q1-arrival,39924
RealTimeInference,RegionA,RegionA,2396,143760,144146,386,2,20,5,2403,True,q1-arrival,40341
RealTimeInference,RegionA,RegionA,2398,143880,143960,80,4,20,5,2400,True,q1-arrival,40375
BatchInference,RegionA,RegionA,2387,143220,143252,32,9,80,5,2406,True,q1-arrival,40446
BatchInference,RegionA,RegionA,2396,143760,144140,380,6,80,5,2406,True,q1-arrival,40505
BatchInference,RegionB,RegionB,2388,143280,143412,132,10,80,5,2406,True,q1-arrival,40539
RealTimeInference,RegionB,RegionB,2386,143160,143532,372,5,20,5,2393,True,q1-arrival,40554
RealTimeInference,RegionC,RegionC,2386,143160,143525,365,2,20,5,2393,True,q1-arrival,40594
RealTimeInference,RegionB,RegionB,2395,143700,143750,50,4,20,5,2396,True,q1-arrival,40599
BatchInference,RegionB,RegionB,2383,142980,143235,255,16,80,5,2406,True,q1-arrival,40802
BatchInference,RegionE,RegionE,2394,143640,143995,355,17,80,5,2406,True,q1-arrival,40831
AITraining,RegionA,RegionA,2380,142800,142972,172,122,150,5,2406,True,q1-arrival,40898
BatchInference,RegionB,RegionB,2399,143940,144245,305,20,80,5,2406,True,q1-arrival,40966
AITraining,RegionF,RegionF,2394,143640,143743,103,57,150,5,2406,True,q1-arrival,41146
RealTimeInference,RegionA,RegionA,2395,143700,143824,124,3,20,5,2398,True,q1-arrival,41247
RealTimeInference,RegionA,RegionA,2383,142980,143301,321,4,20,5,2389,True,q1-arrival,41298
AITraining,RegionE,RegionE,2377,142620,142965,345,71,150,5,2406,True,q1-arrival,41348
AITraining,RegionB,RegionB,2391,143460,143854,394,23,150,5,2406,True,q1-arrival,41410
AITraining,RegionE,RegionE,2377,142620,142872,252,54,150,5,2406,True,q1-arrival,41413
RealTimeInference,RegionA,RegionA,2399,143940,144336,396,4,20,5,2406,True,q1-arrival,41451
RealTimeInference,RegionC,RegionC,2381,142860,143003,143,6,20,5,2384,True,q1-arrival,41513
AITraining,RegionF,RegionF,2387,143220,143584,364,21,150,5,2406,True,q1-arrival,41737
BatchInference,RegionC,RegionC,2385,143100,143259,159,15,80,5,2406,True,q1-arrival,41891
RealTimeInference,RegionC,RegionC,2376,142560,142781,221,6,20,5,2380,True,q1-arrival,41926
AITraining,RegionD,RegionD,2393,143580,143605,25,22,150,5,2406,True,q1-arrival,41990
BatchInference,RegionA,RegionA,2388,143280,143444,164,21,80,5,2406,True,q1-arrival,42007
AITraining,RegionF,RegionF,2394,143640,143854,214,64,150,5,2406,True,q1-arrival,42018
AITraining,RegionF,RegionF,2376,142560,142916,356,58,150,5,2406,True,q1-arrival,42169
RealTimeInference,RegionB,RegionB,2397,143820,143836,16,2,20,5,2398,True,q1-arrival,42220
RealTimeInference,RegionB,RegionB,2394,143640,143804,164,6,20,5,2397,True,q1-arrival,42258
AITraining,RegionB,RegionB,2381,142860,143226,366,71,150,5,2406,True,q1-arrival,42499
AITraining,RegionC,RegionC,2399,143940,144175,235,37,150,5,2406,True,q1-arrival,42578
RealTimeInference,RegionC,RegionC,2382,142920,143130,210,1,20,5,2386,True,q1-arrival,42642
BatchInference,RegionA,RegionA,2388,143280,143654,374,7,80,5,2406,True,q1-arrival,42663
BatchInference,RegionA,RegionA,2395,143700,144061,361,19,80,5,2406,True,q1-arrival,42958
RealTimeInference,RegionB,RegionB,2388,143280,143417,137,1,20,5,2391,True,q1-arrival,43032
RealTimeInference,RegionB,RegionB,2383,142980,143102,122,5,20,5,2386,True,q1-arrival,43047
AITraining,RegionF,RegionF,2385,143100,143179,79,36,150,5,2406,True,q1-arrival,43153
RealTimeInference,RegionA,RegionA,2381,142860,143255,395,7,20,5,2388,True,q1-arrival,43240
AITraining,RegionA,RegionA,2388,143280,143339,59,103,150,5,2406,True,q1-arrival,43266
AITraining,RegionD,RegionD,2380,142800,142873,73,50,150,5,2406,True,q1-arrival,43380
AITraining,RegionF,RegionF,2398,143880,144210,330,122,150,5,2406,True,q1-fix-and-opt,43423
BatchInference,RegionA,RegionA,2388,143280,143360,80,10,80,5,2406,True,q1-arrival,43463
BatchInference,RegionC,RegionC,2393,143580,143728,148,18,80,5,2406,True,q1-arrival,43531
BatchInference,RegionB,RegionB,2380,142800,142970,170,19,80,5,2406,True,q1-arrival,43668
AITraining,RegionE,RegionE,2377,142620,142808,188,102,150,5,2406,True,q1-arrival,43690
BatchInference,RegionB,RegionB,2399,143940,144066,126,17,80,5,2406,True,q1-arrival,43786
BatchInference,RegionE,RegionE,2386,143160,143322,162,17,80,5,2406,True,q1-arrival,43953
BatchInference,RegionE,RegionE,2396,143760,143980,220,16,80,5,2406,True,q1-arrival,43993
RealTimeInference,RegionB,RegionB,2377,142620,142791,171,1,20,5,2380,True,q1-arrival,44279
BatchInference,RegionE,RegionE,2399,143940,144277,337,6,80,5,2406,True,q1-arrival,44439
RealTimeInference,RegionC,RegionC,2393,143580,143920,340,4,20,5,2399,True,q1-arrival,44602
RealTimeInference,RegionB,RegionB,2392,143520,143854,334,2,20,5,2398,True,q1-arrival,44811
AITraining,RegionF,RegionF,2384,143040,143339,299,80,150,5,2406,True,q1-arrival,44983
RealTimeInference,RegionC,RegionC,2383,142980,143232,252,2,20,5,2388,True,q1-arrival,45061
BatchInference,RegionA,RegionA,2388,143280,143582,302,9,80,5,2406,True,q1-arrival,45156
AITraining,RegionE,RegionE,2380,142800,142940,140,73,150,5,2406,True,q1-arrival,45172
RealTimeInference,RegionC,RegionC,2391,143460,143765,305,2,20,5,2397,True,q1-arrival,45363
AITraining,RegionF,RegionF,2380,142800,142935,135,74,150,5,2406,True,q1-arrival,45404
RealTimeInference,RegionA,RegionA,2393,143580,143946,366,4,20,5,2400,True,q1-arrival,45529
BatchInference,RegionB,RegionB,2389,143340,143672,332,13,80,5,2406,True,q1-arrival,45583
BatchInference,RegionC,RegionC,2378,142680,142841,161,21,80,5,2406,True,q1-arrival,45584
BatchInference,RegionE,RegionE,2391,143460,143712,252,14,80,5,2406,True,q1-arrival,45731
BatchInference,RegionC,RegionC,2385,143100,143482,382,20,80,5,2406,True,q1-arrival,45742
RealTimeInference,RegionB,RegionB,2377,142620,143012,392,2,20,5,2384,True,q1-arrival,45743
AITraining,RegionF,RegionF,2383,142980,143257,277,77,150,5,2406,True,q1-arrival,45771
RealTimeInference,RegionB,RegionB,2383,142980,143243,263,3,20,5,2388,True,q1-arrival,45879
BatchInference,RegionD,RegionD,2394,143640,143966,326,10,80,5,2406,True,q1-arrival,45887
BatchInference,RegionD,RegionD,2395,143700,143951,251,20,80,5,2406,True,q1-arrival,45986
AITraining,RegionE,RegionE,2395,143700,143818,118,66,150,5,2406,True,q1-arrival,46011
BatchInference,RegionA,RegionA,2397,143820,143887,67,22,80,5,2406,True,q1-arrival,46028
AITraining,RegionF,RegionF,2396,143760,144150,390,99,150,5,2406,True,q1-fix-and-opt,46184
AITraining,RegionB,RegionB,2386,143160,143358,198,113,150,5,2406,True,q1-arrival,46192
AITraining,RegionE,RegionE,2381,142860,143208,348,76,150,5,2406,True,q1-arrival,46280
AITraining,RegionD,RegionD,2390,143400,143764,364,120,150,5,2406,True,q1-fix-and-opt,46424
AITraining,RegionE,RegionE,2384,143040,143103,63,33,150,5,2406,True,q1-arrival,46582
AITraining,RegionE,RegionE,2378,142680,142708,28,50,150,5,2406,True,q1-arrival,46688
BatchInference,RegionC,RegionC,2397,143820,143990,170,16,80,5,2406,True,q1-arrival,46818
AITraining,RegionD,RegionD,2398,143880,144059,179,109,150,5,2406,True,q1-arrival,46823
BatchInference,RegionB,RegionB,2385,143100,143470,370,18,80,5,2406,True,q1-arrival,46875
RealTimeInference,RegionB,RegionB,2380,142800,142971,171,3,20,5,2383,True,q1-arrival,46876
BatchInference,RegionC,RegionC,2399,143940,144282,342,11,80,5,2406,True,q1-arrival,46942
AITraining,RegionD,RegionD,2389,143340,143350,10,67,150,5,2406,True,q1-arrival,47013
AITraining,RegionF,RegionF,2392,143520,143833,313,98,150,5,2406,True,q1-arrival,47090
RealTimeInference,RegionD,RegionD,2395,143700,143909,209,3,20,5,2399,True,q1-arrival,47260
AITraining,RegionC,RegionC,2382,142920,143055,135,67,150,5,2406,True,q1-arrival,47419
AITraining,RegionE,RegionE,2397,143820,144211,391,28,150,5,2406,True,q1-arrival,47435
AITraining,RegionF,RegionF,2381,142860,143018,158,71,150,5,2406,True,q1-arrival,47509
BatchInference,RegionD,RegionD,2380,142800,143120,320,22,80,5,2406,True,q1-arrival,47613
BatchInference,RegionB,RegionB,2392,143520,143713,193,8,80,5,2406,True,q1-arrival,47787
BatchInference,RegionD,RegionD,2390,143400,143591,191,20,80,5,2406,True,q1-arrival,47967
RealTimeInference,RegionC,RegionC,2377,142620,142708,88,4,20,5,2379,True,q1-arrival,47993
RealTimeInference,RegionA,RegionA,2384,143040,143284,244,6,20,5,2389,True,q1-arrival,47997
RealTimeInference,RegionA,RegionA,2389,143340,143390,50,6,20,5,2390,True,q1-arrival,48004
RealTimeInference,RegionC,RegionC,2386,143160,143416,256,2,20,5,2391,True,q1-arrival,48007
RealTimeInference,RegionA,RegionA,2386,143160,143321,161,2,20,5,2389,True,q1-arrival,48396
AITraining,RegionD,RegionD,2398,143880,143971,91,36,150,5,2406,True,q1-arrival,48528
AITraining,RegionF,RegionF,2399,143940,144090,150,119,150,5,2406,True,q1-arrival,48579
BatchInference,RegionF,RegionF,2393,143580,143654,74,14,80,5,2406,True,q1-arrival,48651
AITraining,RegionD,RegionD,2396,143760,143991,231,23,150,5,2406,True,q1-arrival,48837
RealTimeInference,RegionB,RegionB,2377,142620,142718,98,3,20,5,2379,True,q1-arrival,49049
RealTimeInference,RegionC,RegionC,2396,143760,144075,315,3,20,5,2402,True,q1-arrival,49227
BatchInference,RegionB,RegionB,2382,142920,143245,325,8,80,5,2406,True,q1-arrival,49336
BatchInference,RegionB,RegionB,2399,143940,144127,187,16,80,5,2406,True,q1-arrival,49525
AITraining,RegionA,RegionA,2397,143820,143940,120,120,150,5,2406,True,q1-arrival,49550
AITraining,RegionF,RegionF,2397,143820,144013,193,27,150,5,2406,True,q1-arrival,49575
AITraining,RegionA,RegionA,2397,143820,143890,70,38,150,5,2406,True,q1-arrival,49609
RealTimeInference,RegionA,RegionA,2395,143700,143956,256,3,20,5,2400,True,q1-arrival,49617
AITraining,RegionE,RegionE,2395,143700,143943,243,54,150,5,2406,True,q1-arrival,49640
RealTimeInference,RegionB,RegionB,2391,143460,143565,105,1,20,5,2393,True,q1-arrival,49684
RealTimeInference,RegionB,RegionB,2376,142560,142653,93,6,20,5,2378,True,q1-arrival,49940
AITraining,RegionE,RegionE,2384,143040,143272,232,120,150,5,2406,True,q1-arrival,49968
