Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method
2,RegionC,Valley,427.9300000000,0.0000000000,0.5804000000,650.0000000000,348.0586670000,2330,40.2400000000,388.2986670000,1.3800000000,535.8521604600,FIFO_latency_feasible_local_first
3,RegionC,Valley,428.1400000000,0.0000000000,0.5764000000,722.3500000000,346.1840000000,2331,42.5840000000,388.7680000000,1.3800000000,536.4998400000,FIFO_latency_feasible_local_first
4,RegionC,Valley,428.3600000000,0.0000000000,0.5699000000,800.0000000000,335.2746670000,2332,53.5253333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first
5,RegionC,Valley,428.5800000000,0.0000000000,0.5612000000,877.6500000000,350.5380000000,2333,38.2620000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
6,RegionC,Valley,428.8100000000,0.0000000000,0.5511000000,950.0000000000,361.1233330000,2334,27.6766666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
7,RegionC,Flat,660.0600000000,0.0000000000,0.5402000000,1012.1300000000,381.5000000000,2335,7.3000000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
8,RegionC,Flat,660.4300000000,0.0000000000,0.5293000000,1059.8100000000,382.4046670000,2336,6.3953333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first
9,RegionC,Flat,660.8000000000,0.0000000000,0.5192000000,1089.7800000000,379.0853330000,2337,9.7146666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
10,RegionC,Flat,661.1900000000,0.0000000000,0.5106000000,1100.0000000000,370.0880000000,2338,18.7120000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
11,RegionC,Flat,661.5700000000,0.0000000000,0.5042000000,1089.7800000000,368.3493330000,2339,20.4506666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
12,RegionC,Flat,661.9700000000,0.0000000000,0.5003000000,1059.8100000000,352.5120000000,2340,24.1680000000,376.6800000000,1.3800000000,519.8184000000,FIFO_latency_feasible_local_first
13,RegionC,Flat,662.3700000000,0.0000000000,0.4994000000,1012.1300000000,297.4210000000,2341,34.6610000000,332.0820000000,1.3800000000,458.2731600000,FIFO_latency_feasible_local_first
14,RegionC,Flat,662.7800000000,0.0000000000,0.5015000000,950.0000000000,262.4216670000,2342,42.0253333333,304.4470003333,1.3800000000,420.1368604600,FIFO_latency_feasible_local_first
15,RegionC,Flat,663.1900000000,0.0000000000,0.5064000000,877.6500000000,236.3476670000,2343,38.1573333333,274.5050003333,1.3800000000,378.8169004600,FIFO_latency_feasible_local_first
16,RegionC,Flat,663.6100000000,0.0000000000,0.5140000000,800.0000000000,216.3433330000,2344,24.2266666667,240.5699996667,1.3800000000,331.9865995400,FIFO_latency_feasible_local_first
17,RegionC,Peak,962.8500000000,0.0000000000,0.5237000000,722.3500000000,239.9960000000,2345,12.0740000000,252.0700000000,1.3800000000,347.8566000000,FIFO_latency_feasible_local_first
18,RegionC,Peak,963.4700000000,0.0000000000,0.5349000000,650.0000000000,217.0860000000,2346,10.5640000000,227.6500000000,1.3800000000,314.1570000000,FIFO_latency_feasible_local_first
19,RegionC,Peak,964.0900000000,0.0000000000,0.5469000000,587.8700000000,217.6686670000,2347,10.7613333333,228.4300003333,1.3800000000,315.2334004600,FIFO_latency_feasible_local_first
20,RegionC,Peak,964.7100000000,0.0000000000,0.5589000000,540.1900000000,237.8090000000,2348,10.4810000000,248.2900000000,1.3800000000,342.6402000000,FIFO_latency_feasible_local_first
21,RegionC,Peak,965.3400000000,0.0000000000,0.5702000000,510.2200000000,268.8300000000,2349,23.7700000000,292.6000000000,1.3800000000,403.7880000000,FIFO_latency_feasible_local_first
22,RegionC,Flat,599.5700000000,0.0000000000,0.5799000000,500.0000000000,207.6680000000,2350,34.4520000000,242.1200000000,1.3800000000,334.1256000000,FIFO_latency_feasible_local_first
23,RegionC,Flat,599.9600000000,0.0000000000,0.5875000000,510.2200000000,329.1183330000,2351,21.5916666667,350.7099996667,1.3800000000,483.9797995400,FIFO_latency_feasible_local_first
24,RegionC,Valley,433.5900000000,0.0000000000,0.5925000000,540.1900000000,296.8280000000,2352,17.3120000000,314.1400000000,1.3800000000,433.5132000000,FIFO_latency_feasible_local_first
25,RegionC,Valley,433.8700000000,0.0000000000,0.5946000000,587.8700000000,364.7720000000,2353,24.0280000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
26,RegionC,Valley,434.1600000000,0.0000000000,0.5937000000,650.0000000000,373.9086670000,2354,14.8913333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first
27,RegionC,Valley,434.4400000000,0.0000000000,0.5900000000,722.3500000000,383.4480000000,2355,5.3520000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
28,RegionC,Valley,434.7200000000,0.0000000000,0.5836000000,800.0000000000,382.4500000000,2356,6.3500000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
29,RegionC,Valley,435.0000000000,0.0000000000,0.5751000000,877.6500000000,374.5486670000,2357,14.2513333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first
30,RegionC,Valley,435.2800000000,0.0000000000,0.5651000000,950.0000000000,374.9880000000,2358,13.8120000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
31,RegionC,Flat,670.0900000000,0.0000000000,0.5543000000,1012.1300000000,373.1440000000,2359,15.6560000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
32,RegionC,Flat,670.5100000000,0.0000000000,0.5435000000,1059.8100000000,375.7810000000,2360,13.0190000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
33,RegionC,Flat,670.9300000000,0.0000000000,0.5334000000,1089.7800000000,376.6360000000,2361,12.1640000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
34,RegionC,Flat,671.3400000000,0.0000000000,0.5249000000,1100.0000000000,376.7000000000,2362,12.1000000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
35,RegionC,Flat,671.7500000000,0.0000000000,0.5185000000,1089.7800000000,369.5560000000,2363,11.5540000000,381.1100000000,1.3800000000,525.9318000000,FIFO_latency_feasible_local_first
36,RegionC,Flat,672.1500000000,0.0000000000,0.5147000000,1059.8100000000,316.0103330000,2364,21.8696666667,337.8799996667,1.3800000000,466.2743995400,FIFO_latency_feasible_local_first
37,RegionC,Flat,672.5500000000,0.0000000000,0.5137000000,1012.1300000000,314.0360000000,2365,21.3320000000,335.3680000000,1.3800000000,462.8078400000,FIFO_latency_feasible_local_first
38,RegionC,Flat,672.9400000000,0.0000000000,0.5157000000,950.0000000000,294.2033330000,2366,16.6466666667,310.8499996667,1.3800000000,428.9729995400,FIFO_latency_feasible_local_first
39,RegionC,Flat,673.3200000000,0.0000000000,0.5207000000,877.6500000000,279.1140000000,2367,12.7160000000,291.8300000000,1.3800000000,402.7254000000,FIFO_latency_feasible_local_first
40,RegionC,Flat,673.7000000000,0.0000000000,0.5282000000,800.0000000000,232.7940000000,2368,13.1910000000,245.9850000000,1.3800000000,339.4593000000,FIFO_latency_feasible_local_first
41,RegionC,Peak,977.4000000000,0.0000000000,0.5378000000,722.3500000000,225.5886670000,2369,11.7213333333,237.3100003333,1.3800000000,327.4878004600,FIFO_latency_feasible_local_first
42,RegionC,Peak,977.9200000000,0.0000000000,0.5489000000,650.0000000000,232.9393330000,2370,10.4306666667,243.3699996667,1.3800000000,335.8505995400,FIFO_latency_feasible_local_first
43,RegionC,Peak,978.4300000000,0.0000000000,0.5608000000,587.8700000000,208.9546670000,2371,32.0653333333,241.0200003333,1.3800000000,332.6076004600,FIFO_latency_feasible_local_first
44,RegionC,Peak,978.9200000000,0.0000000000,0.5726000000,540.1900000000,235.8600000000,2372,17.5400000000,253.4000000000,1.3800000000,349.6920000000,FIFO_latency_feasible_local_first
45,RegionC,Peak,979.4000000000,0.0000000000,0.5837000000,510.2200000000,248.6806670000,2373,17.6393333333,266.3200003333,1.3800000000,367.5216004600,FIFO_latency_feasible_local_first
46,RegionC,Flat,608.1900000000,0.0000000000,0.5932000000,500.0000000000,260.6800000000,2374,16.5800000000,277.2600000000,1.3800000000,382.6188000000,FIFO_latency_feasible_local_first
47,RegionC,Flat,608.4800000000,0.0000000000,0.6006000000,510.2200000000,294.2513330000,2375,17.6786666667,311.9299996667,1.3800000000,430.4633995400,FIFO_latency_feasible_local_first
48,RegionC,Valley,439.6500000000,0.0000000000,0.6054000000,540.1900000000,344.6903330000,2376,17.4096666667,362.0999996667,1.3800000000,499.6979995400,FIFO_latency_feasible_local_first
49,RegionC,Valley,439.8400000000,0.0000000000,0.6073000000,587.8700000000,328.5200000000,2377,20.5400000000,349.0600000000,1.3800000000,481.7028000000,FIFO_latency_feasible_local_first
50,RegionC,Valley,440.0200000000,0.0000000000,0.6061000000,650.0000000000,365.2826670000,2378,23.5173333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first
51,RegionC,Valley,440.1900000000,0.0000000000,0.6021000000,722.3500000000,363.2253330000,2379,25.5746666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
52,RegionC,Valley,440.3600000000,0.0000000000,0.5954000000,800.0000000000,367.8300000000,2380,20.9700000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
53,RegionC,Valley,440.5200000000,0.0000000000,0.5866000000,877.6500000000,365.4100000000,2381,23.3900000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
54,RegionC,Valley,440.6700000000,0.0000000000,0.5763000000,950.0000000000,353.6200000000,2382,35.1800000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first
55,RegionC,Flat,678.1700000000,0.0000000000,0.5651000000,1012.1300000000,365.7733330000,2383,23.0266666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
56,RegionC,Flat,678.3700000000,0.0000000000,0.5540000000,1059.8100000000,379.2686670000,2384,9.5313333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first
57,RegionC,Flat,678.5700000000,0.0000000000,0.5436000000,1089.7800000000,380.2613330000,2385,8.5386666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
58,RegionC,Flat,678.7400000000,0.0000000000,0.5347000000,1100.0000000000,381.1093330000,2386,7.6906666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
59,RegionC,Flat,678.9100000000,0.0000000000,0.5278000000,1089.7800000000,367.1863330000,2387,21.6136666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first
60,RegionC,Flat,679.0600000000,0.0000000000,0.5236000000,1059.8100000000,304.7506670000,2388,22.1493333333,326.9000003333,1.3800000000,451.1220004600,FIFO_latency_feasible_local_first
61,RegionC,Flat,679.2000000000,0.0000000000,0.5222000000,1012.1300000000,323.6700000000,2389,20.7520000000,344.4220000000,1.3800000000,475.3023600000,FIFO_latency_feasible_local_first
62,RegionC,Flat,679.3200000000,0.0000000000,0.5238000000,950.0000000000,297.5186670000,2390,7.0613333333,304.5800003333,1.3800000000,420.3204004600,FIFO_latency_feasible_local_first
63,RegionC,Flat,679.4300000000,0.0000000000,0.5283000000,877.6500000000,287.3153330000,2391,4.2986666667,291.6139996667,1.3800000000,402.4273195400,FIFO_latency_feasible_local_first
64,RegionC,Flat,679.5300000000,0.0000000000,0.5353000000,800.0000000000,251.3046670000,2392,7.4253333333,258.7300003333,1.3800000000,357.0474004600,FIFO_latency_feasible_local_first
65,RegionC,Peak,985.4400000000,0.0000000000,0.5445000000,722.3500000000,199.5000000000,2393,8.3500000000,207.8500000000,1.3800000000,286.8330000000,FIFO_latency_feasible_local_first
66,RegionC,Peak,985.5400000000,0.0000000000,0.5551000000,650.0000000000,221.4730000000,2394,6.2270000000,227.7000000000,1.3800000000,314.2260000000,FIFO_latency_feasible_local_first
67,RegionC,Peak,985.6200000000,0.0000000000,0.5665000000,587.8700000000,229.5160000000,2395,5.8640000000,235.3800000000,1.3800000000,324.8244000000,FIFO_latency_feasible_local_first
68,RegionC,Peak,985.6800000000,0.0000000000,0.5778000000,540.1900000000,227.3823330000,2396,5.5876666667,232.9699996667,1.3800000000,321.4985995400,FIFO_latency_feasible_local_first
69,RegionC,Peak,985.7100000000,0.0000000000,0.5884000000,510.2200000000,275.1966670000,2397,4.3733333333,279.5700003333,1.3800000000,385.8066004600,FIFO_latency_feasible_local_first
70,RegionC,Flat,611.8300000000,0.0000000000,0.5974000000,500.0000000000,288.1586670000,2398,5.5013333333,293.6600003333,1.3800000000,405.2508004600,FIFO_latency_feasible_local_first
71,RegionC,Flat,611.8300000000,0.0000000000,0.6043000000,510.2200000000,316.0066670000,2399,12.9933333333,329.0000003333,1.3800000000,454.0200004600,FIFO_latency_feasible_local_first
0,RegionD,Valley,274.3900000000,214.0200000000,0.4426000000,540.1900000000,145.1600000000,2328,69.0000000000,214.1600000000,1.2800000000,274.1248000000,FIFO_latency_feasible_local_first
1,RegionD,Valley,274.5100000000,214.1200000000,0.4440000000,587.8700000000,200.6106670000,2329,97.5000000000,298.1106670000,1.2800000000,381.5816537600,FIFO_latency_feasible_local_first
2,RegionD,Valley,274.6400000000,214.2200000000,0.4432000000,650.0000000000,228.1950000000,2330,115.4750000000,343.6700000000,1.2800000000,439.8976000000,FIFO_latency_feasible_local_first
3,RegionD,Valley,274.7800000000,214.3300000000,0.4402000000,722.3500000000,262.8393330000,2331,117.2026666667,380.0419996667,1.2800000000,486.4537595733,FIFO_latency_feasible_local_first
4,RegionD,Valley,274.9200000000,214.4400000000,0.4352000000,800.0000000000,335.3283330000,2332,112.9700000000,448.2983330000,1.2800000000,573.8218662400,FIFO_latency_feasible_local_first
5,RegionD,Valley,275.0600000000,214.5500000000,0.4286000000,877.6500000000,383.3500000000,2333,87.1800000000,470.5300000000,1.2800000000,602.2784000000,FIFO_latency_feasible_local_first
6,RegionD,Valley,275.2000000000,214.6600000000,0.4208000000,950.0000000000,394.9743330000,2334,62.5656666667,457.5399996667,1.2800000000,585.6511995733,FIFO_latency_feasible_local_first
7,RegionD,Flat,423.6200000000,330.4200000000,0.4125000000,1012.1300000000,409.9853330000,2335,47.8346666667,457.8199996667,1.2800000000,586.0095995733,FIFO_latency_feasible_local_first
8,RegionD,Flat,423.8600000000,330.6100000000,0.4042000000,1059.8100000000,390.2796670000,2336,37.2303333333,427.5100003333,1.2800000000,547.2128004267,FIFO_latency_feasible_local_first
9,RegionD,Flat,424.1000000000,330.8000000000,0.3965000000,1089.7800000000,409.4126670000,2337,32.0373333333,441.4500003333,1.2800000000,565.0560004267,FIFO_latency_feasible_local_first
10,RegionD,Flat,424.3400000000,330.9900000000,0.3899000000,1100.0000000000,401.0393330000,2338,27.0506666667,428.0899996667,1.2800000000,547.9551995733,FIFO_latency_feasible_local_first
11,RegionD,Flat,424.5900000000,331.1800000000,0.3850000000,1089.7800000000,300.2600000000,2339,74.1800000000,374.4400000000,1.2800000000,479.2832000000,FIFO_latency_feasible_local_first
12,RegionD,Flat,424.8500000000,331.3800000000,0.3821000000,1059.8100000000,254.0900000000,2340,109.3000000000,363.3900000000,1.2800000000,465.1392000000,FIFO_latency_feasible_local_first
13,RegionD,Flat,425.1100000000,331.5900000000,0.3814000000,1012.1300000000,189.0870000000,2341,142.3160000000,331.4030000000,1.2800000000,424.1958400000,FIFO_latency_feasible_local_first
14,RegionD,Flat,425.3700000000,331.7900000000,0.3829000000,950.0000000000,212.7423330000,2342,106.5886666667,319.3309996667,1.2800000000,408.7436795733,FIFO_latency_feasible_local_first
15,RegionD,Flat,425.6300000000,331.9900000000,0.3867000000,877.6500000000,147.9150000000,2343,126.8990000000,274.8140000000,1.2800000000,351.7619200000,FIFO_latency_feasible_local_first
16,RegionD,Flat,425.9000000000,332.2000000000,0.3925000000,800.0000000000,130.3016670000,2344,120.7913333333,251.0930003333,1.2800000000,321.3990404267,FIFO_latency_feasible_local_first
17,RegionD,Peak,617.9500000000,482.0000000000,0.3999000000,722.3500000000,90.9700000000,2345,158.3900000000,249.3600000000,1.2800000000,319.1808000000,FIFO_latency_feasible_local_first
18,RegionD,Peak,618.3400000000,482.3100000000,0.4085000000,650.0000000000,96.6980000000,2346,119.4620000000,216.1600000000,1.2800000000,276.6848000000,FIFO_latency_feasible_local_first
19,RegionD,Peak,618.7400000000,482.6200000000,0.4177000000,587.8700000000,134.6646670000,2347,79.1653333333,213.8300003333,1.2800000000,273.7024004267,FIFO_latency_feasible_local_first
20,RegionD,Peak,619.1400000000,482.9300000000,0.4268000000,540.1900000000,191.2553330000,2348,59.0346666667,250.2899996667,1.2800000000,320.3711995733,FIFO_latency_feasible_local_first
21,RegionD,Peak,619.5500000000,483.2500000000,0.4354000000,510.2200000000,213.7486670000,2349,56.5013333333,270.2500003333,1.2800000000,345.9200004267,FIFO_latency_feasible_local_first
22,RegionD,Flat,384.8000000000,300.1400000000,0.4428000000,500.0000000000,170.3040000000,2350,119.2560000000,289.5600000000,1.2800000000,370.6368000000,FIFO_latency_feasible_local_first
23,RegionD,Flat,385.0500000000,300.3400000000,0.4486000000,510.2200000000,193.3106670000,2351,127.3493333333,320.6600003333,1.2800000000,410.4448004267,FIFO_latency_feasible_local_first
24,RegionD,Valley,278.2700000000,217.0500000000,0.4525000000,540.1900000000,194.5666670000,2352,148.0933333333,342.6600003333,1.2800000000,438.6048004267,FIFO_latency_feasible_local_first
25,RegionD,Valley,278.4600000000,217.2000000000,0.4541000000,587.8700000000,190.8460000000,2353,173.6840000000,364.5300000000,1.2800000000,466.5984000000,FIFO_latency_feasible_local_first
26,RegionD,Valley,278.6400000000,217.3400000000,0.4534000000,650.0000000000,260.6360000000,2354,148.2840000000,408.9200000000,1.2800000000,523.4176000000,FIFO_latency_feasible_local_first
27,RegionD,Valley,278.8200000000,217.4800000000,0.4505000000,722.3500000000,313.1886670000,2355,118.7313333333,431.9200003333,1.2800000000,552.8576004267,FIFO_latency_feasible_local_first
28,RegionD,Valley,279.0000000000,217.6200000000,0.4456000000,800.0000000000,370.5356670000,2356,69.8043333333,440.3400003333,1.2800000000,563.6352004267,FIFO_latency_feasible_local_first
29,RegionD,Valley,279.1800000000,217.7600000000,0.4391000000,877.6500000000,409.8326670000,2357,59.3873333333,469.2200003333,1.2800000000,600.6016004267,FIFO_latency_feasible_local_first
30,RegionD,Valley,279.3600000000,217.9000000000,0.4315000000,950.0000000000,393.3286670000,2358,81.4413333333,474.7700003333,1.2800000000,607.7056004267,FIFO_latency_feasible_local_first
31,RegionD,Flat,430.0600000000,335.4500000000,0.4233000000,1012.1300000000,361.8916670000,2359,93.1183333333,455.0100003333,1.2800000000,582.4128004267,FIFO_latency_feasible_local_first
32,RegionD,Flat,430.3300000000,335.6600000000,0.4150000000,1059.8100000000,370.0646670000,2360,107.6453333333,477.7100003333,1.2800000000,611.4688004267,FIFO_latency_feasible_local_first
33,RegionD,Flat,430.6000000000,335.8700000000,0.4074000000,1089.7800000000,337.6033330000,2361,95.3066666667,432.9099996667,1.2800000000,554.1247995733,FIFO_latency_feasible_local_first
34,RegionD,Flat,430.8600000000,336.0700000000,0.4008000000,1100.0000000000,330.0793330000,2362,60.7506666667,390.8299996667,1.2800000000,500.2623995733,FIFO_latency_feasible_local_first
35,RegionD,Flat,431.1200000000,336.2700000000,0.3959000000,1089.7800000000,318.4793330000,2363,59.3506666667,377.8299996667,1.2800000000,483.6223995733,FIFO_latency_feasible_local_first
36,RegionD,Flat,431.3800000000,336.4800000000,0.3930000000,1059.8100000000,330.9233330000,2364,25.4066666667,356.3299996667,1.2800000000,456.1023995733,FIFO_latency_feasible_local_first
37,RegionD,Flat,431.6400000000,336.6800000000,0.3923000000,1012.1300000000,302.1026670000,2365,29.6293333333,331.7320003333,1.2800000000,424.6169604267,FIFO_latency_feasible_local_first
38,RegionD,Flat,431.8900000000,336.8700000000,0.3938000000,950.0000000000,272.7020000000,2366,48.0300000000,320.7320000000,1.2800000000,410.5369600000,FIFO_latency_feasible_local_first
39,RegionD,Flat,432.1300000000,337.0600000000,0.3976000000,877.6500000000,217.2416670000,2367,68.3873333333,285.6290003333,1.2800000000,365.6051204267,FIFO_latency_feasible_local_first
40,RegionD,Flat,432.3700000000,337.2500000000,0.4033000000,800.0000000000,164.3106670000,2368,102.6033333333,266.9140003333,1.2800000000,341.6499204267,FIFO_latency_feasible_local_first
41,RegionD,Peak,627.2800000000,489.2800000000,0.4107000000,722.3500000000,147.2470000000,2369,100.9730000000,248.2200000000,1.2800000000,317.7216000000,FIFO_latency_feasible_local_first
42,RegionD,Peak,627.6200000000,489.5400000000,0.4192000000,650.0000000000,141.3440000000,2370,83.3160000000,224.6600000000,1.2800000000,287.5648000000,FIFO_latency_feasible_local_first
43,RegionD,Peak,627.9500000000,489.8000000000,0.4282000000,587.8700000000,160.7856670000,2371,97.2343333333,258.0200003333,1.2800000000,330.2656004267,FIFO_latency_feasible_local_first
44,RegionD,Peak,628.2600000000,490.0400000000,0.4373000000,540.1900000000,144.4313330000,2372,93.5286666667,237.9599996667,1.2800000000,304.5887995733,FIFO_latency_feasible_local_first
45,RegionD,Peak,628.5700000000,490.2800000000,0.4457000000,510.2200000000,166.7270000000,2373,97.8030000000,264.5300000000,1.2800000000,338.5984000000,FIFO_latency_feasible_local_first
46,RegionD,Flat,390.3300000000,304.4600000000,0.4530000000,500.0000000000,168.4690000000,2374,105.5610000000,274.0300000000,1.2800000000,350.7584000000,FIFO_latency_feasible_local_first
47,RegionD,Flat,390.5100000000,304.6000000000,0.4586000000,510.2200000000,228.9546670000,2375,84.8653333333,313.8200003333,1.2800000000,401.6896004267,FIFO_latency_feasible_local_first
48,RegionD,Valley,282.1600000000,220.0800000000,0.4623000000,540.1900000000,306.7546670000,2376,53.8053333333,360.5600003333,1.2800000000,461.5168004267,FIFO_latency_feasible_local_first
49,RegionD,Valley,282.2800000000,220.1800000000,0.4637000000,587.8700000000,329.9646670000,2377,45.8753333333,375.8400003333,1.2800000000,481.0752004267,FIFO_latency_feasible_local_first
50,RegionD,Valley,282.4000000000,220.2700000000,0.4629000000,650.0000000000,348.9473330000,2378,60.7526666667,409.6999996667,1.2800000000,524.4159995733,FIFO_latency_feasible_local_first
51,RegionD,Valley,282.5100000000,220.3600000000,0.4598000000,722.3500000000,373.8270000000,2379,81.0630000000,454.8900000000,1.2800000000,582.2592000000,FIFO_latency_feasible_local_first
52,RegionD,Valley,282.6200000000,220.4400000000,0.4547000000,800.0000000000,401.4206670000,2380,62.3693333333,463.7900003333,1.2800000000,593.6512004267,FIFO_latency_feasible_local_first
53,RegionD,Valley,282.7200000000,220.5200000000,0.4479000000,877.6500000000,402.6560000000,2381,71.0640000000,473.7200000000,1.2800000000,606.3616000000,FIFO_latency_feasible_local_first
54,RegionD,Valley,282.8200000000,220.6000000000,0.4400000000,950.0000000000,364.5540000000,2382,79.2360000000,443.7900000000,1.2800000000,568.0512000000,FIFO_latency_feasible_local_first
55,RegionD,Flat,435.2400000000,339.4900000000,0.4315000000,1012.1300000000,367.4760000000,2383,95.5740000000,463.0500000000,1.2800000000,592.7040000000,FIFO_latency_feasible_local_first
56,RegionD,Flat,435.3700000000,339.5900000000,0.4230000000,1059.8100000000,382.3576670000,2384,73.4623333333,455.8200003333,1.2800000000,583.4496004267,FIFO_latency_feasible_local_first
57,RegionD,Flat,435.5000000000,339.6900000000,0.4151000000,1089.7800000000,376.2626670000,2385,50.3673333333,426.6300003333,1.2800000000,546.0864004267,FIFO_latency_feasible_local_first
58,RegionD,Flat,435.6100000000,339.7800000000,0.4083000000,1100.0000000000,345.5260000000,2386,53.9040000000,399.4300000000,1.2800000000,511.2704000000,FIFO_latency_feasible_local_first
59,RegionD,Flat,435.7200000000,339.8600000000,0.4031000000,1089.7800000000,284.6873330000,2387,66.7626666667,351.4499996667,1.2800000000,449.8559995733,FIFO_latency_feasible_local_first
60,RegionD,Flat,435.8200000000,339.9400000000,0.3998000000,1059.8100000000,288.3400000000,2388,53.7200000000,342.0600000000,1.2800000000,437.8368000000,FIFO_latency_feasible_local_first
61,RegionD,Flat,435.9000000000,340.0000000000,0.3988000000,1012.1300000000,276.7423330000,2389,56.9986666667,333.7409996667,1.2800000000,427.1884795733,FIFO_latency_feasible_local_first
62,RegionD,Flat,435.9800000000,340.0600000000,0.4000000000,950.0000000000,220.5786670000,2390,102.9233333333,323.5020003333,1.2800000000,414.0825604267,FIFO_latency_feasible_local_first
63,RegionD,Flat,436.0500000000,340.1200000000,0.4034000000,877.6500000000,163.7426670000,2391,111.9363333333,275.6790003333,1.2800000000,352.8691204267,FIFO_latency_feasible_local_first
64,RegionD,Flat,436.1200000000,340.1700000000,0.4088000000,800.0000000000,135.0896670000,2392,126.0603333333,261.1500003333,1.2800000000,334.2720004267,FIFO_latency_feasible_local_first
65,RegionD,Peak,632.4500000000,493.3100000000,0.4158000000,722.3500000000,162.8473330000,2393,88.5926666667,251.4399996667,1.2800000000,321.8431995733,FIFO_latency_feasible_local_first
66,RegionD,Peak,632.5100000000,493.3600000000,0.4239000000,650.0000000000,152.2986670000,2394,97.8413333333,250.1400003333,1.2800000000,320.1792004267,FIFO_latency_feasible_local_first
67,RegionD,Peak,632.5600000000,493.4000000000,0.4326000000,587.8700000000,135.8153330000,2395,103.9846666667,239.7999996667,1.2800000000,306.9439995733,FIFO_latency_feasible_local_first
68,RegionD,Peak,632.6000000000,493.4300000000,0.4413000000,540.1900000000,149.0523330000,2396,105.8876666667,254.9399996667,1.2800000000,326.3231995733,FIFO_latency_feasible_local_first
69,RegionD,Peak,632.6200000000,493.4400000000,0.4493000000,510.2200000000,170.2683330000,2397,85.4816666667,255.7499996667,1.2800000000,327.3599995733,FIFO_latency_feasible_local_first
70,RegionD,Flat,392.6700000000,306.2800000000,0.4562000000,500.0000000000,192.1226670000,2398,98.3973333333,290.5200003333,1.2800000000,371.8656004267,FIFO_latency_feasible_local_first
71,RegionD,Flat,392.6700000000,306.2800000000,0.4615000000,510.2200000000,238.0086670000,2399,74.4413333333,312.4500003333,1.2800000000,399.9360004267,FIFO_latency_feasible_local_first
0,RegionE,Valley,242.4800000000,189.1300000000,0.2318000000,540.1900000000,263.9336670000,2328,5.3373333333,269.2710003333,1.2500000000,336.5887504167,FIFO_latency_feasible_local_first
1,RegionE,Valley,242.5900000000,189.2200000000,0.2326000000,587.8700000000,310.0913330000,2329,10.8600000000,320.9513330000,1.2500000000,401.1891662500,FIFO_latency_feasible_local_first
2,RegionE,Valley,242.7100000000,189.3100000000,0.2322000000,650.0000000000,353.5720000000,2330,31.3246666667,384.8966666667,1.2500000000,481.1208333333,FIFO_latency_feasible_local_first
3,RegionE,Valley,242.8300000000,189.4100000000,0.2306000000,722.3500000000,373.7453330000,2331,38.4066666667,412.1519996667,1.2500000000,515.1899995833,FIFO_latency_feasible_local_first
4,RegionE,Valley,242.9500000000,189.5000000000,0.2280000000,800.0000000000,412.7363330000,2332,52.0336666667,464.7699996667,1.2500000000,580.9624995833,FIFO_latency_feasible_local_first
5,RegionE,Valley,243.0700000000,189.5900000000,0.2245000000,877.6500000000,399.6440000000,2333,64.9960000000,464.6400000000,1.2500000000,580.8000000000,FIFO_latency_feasible_local_first
