Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method,ObservedElectricityPrice_CNY_per_MWh,ObservedCarbonIntensity_tCO2_per_MWh,ObservedAvailableRenewable_MW,ScenarioPriceMultiplier,ScenarioCarbonMultiplier,ScenarioRenewableMultiplier,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,ChargeMode,GridImportMode,Method,Scenario
49,RegionC,Valley,439.8400000000,0.0000000000,0.6073000000,587.8700000000,328.5200000000,2377,20.5400000000,349.0600000000,1.3800000000,481.7028000000,FIFO_latency_feasible_local_first,439.8400000000,0.6073000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,481.7028000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,106.1672000000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
50,RegionC,Valley,440.0200000000,0.0000000000,0.6061000000,650.0000000000,365.2826670000,2378,23.5173333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first,440.0200000000,0.6061000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,113.4559995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
51,RegionC,Valley,440.1900000000,0.0000000000,0.6021000000,722.3500000000,363.2253330000,2379,25.5746666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first,440.1900000000,0.6021000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5439995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,185.8060004600,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
52,RegionC,Valley,440.3600000000,0.0000000000,0.5954000000,800.0000000000,367.8300000000,2380,20.9700000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first,440.3600000000,0.5954000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,263.4560000000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
53,RegionC,Valley,440.5200000000,0.0000000000,0.5866000000,877.6500000000,365.4100000000,2381,23.3900000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first,440.5200000000,0.5866000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,341.1060000000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
54,RegionC,Valley,440.6700000000,0.0000000000,0.5763000000,950.0000000000,353.6200000000,2382,35.1800000000,388.8000000000,1.3800000000,536.5440000000,FIFO_latency_feasible_local_first,440.6700000000,0.5763000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,413.4560000000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
55,RegionC,Flat,678.1700000000,0.0000000000,0.5651000000,1012.1300000000,365.7733330000,2383,23.0266666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first,678.1700000000,0.5651000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5439995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,475.5860004600,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
56,RegionC,Flat,678.3700000000,0.0000000000,0.5540000000,1059.8100000000,379.2686670000,2384,9.5313333333,388.8000003333,1.3800000000,536.5440004600,FIFO_latency_feasible_local_first,678.3700000000,0.5540000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,523.2659995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
57,RegionC,Flat,678.5700000000,0.0000000000,0.5436000000,1089.7800000000,380.2613330000,2385,8.5386666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first,678.5700000000,0.5436000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5439995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,553.2360004600,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
58,RegionC,Flat,678.7400000000,0.0000000000,0.5347000000,1100.0000000000,381.1093330000,2386,7.6906666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first,678.7400000000,0.5347000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5439995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,563.4560004600,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
59,RegionC,Flat,678.9100000000,0.0000000000,0.5278000000,1089.7800000000,367.1863330000,2387,21.6136666667,388.7999996667,1.3800000000,536.5439995400,FIFO_latency_feasible_local_first,678.9100000000,0.5278000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5439995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,553.2360004600,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
60,RegionC,Flat,679.0600000000,0.0000000000,0.5236000000,1059.8100000000,304.7506670000,2388,22.1493333333,326.9000003333,1.3800000000,451.1220004600,FIFO_latency_feasible_local_first,679.0600000000,0.5236000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,451.1220004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,608.6879995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
61,RegionC,Flat,679.2000000000,0.0000000000,0.5222000000,1012.1300000000,323.6700000000,2389,20.7520000000,344.4220000000,1.3800000000,475.3023600000,FIFO_latency_feasible_local_first,679.2000000000,0.5222000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,475.3023600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,536.8276400000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
62,RegionC,Flat,679.3200000000,0.0000000000,0.5238000000,950.0000000000,297.5186670000,2390,7.0613333333,304.5800003333,1.3800000000,420.3204004600,FIFO_latency_feasible_local_first,679.3200000000,0.5238000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,420.3204004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,529.6795995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
63,RegionC,Flat,679.4300000000,0.0000000000,0.5283000000,877.6500000000,287.3153330000,2391,4.2986666667,291.6139996667,1.3800000000,402.4273195400,FIFO_latency_feasible_local_first,679.4300000000,0.5283000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,402.4273195400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,475.2226804600,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
64,RegionC,Flat,679.5300000000,0.0000000000,0.5353000000,800.0000000000,251.3046670000,2392,7.4253333333,258.7300003333,1.3800000000,357.0474004600,FIFO_latency_feasible_local_first,679.5300000000,0.5353000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,357.0474004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,442.9525995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
65,RegionC,Peak,985.4400000000,0.0000000000,0.5445000000,722.3500000000,199.5000000000,2393,8.3500000000,207.8500000000,1.3800000000,286.8330000000,FIFO_latency_feasible_local_first,985.4400000000,0.5445000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,286.8330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,435.5170000000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
66,RegionC,Peak,985.5400000000,0.0000000000,0.5551000000,650.0000000000,221.4730000000,2394,6.2270000000,227.7000000000,1.3800000000,314.2260000000,FIFO_latency_feasible_local_first,985.5400000000,0.5551000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,314.2260000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,335.7740000000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
67,RegionC,Peak,985.6200000000,0.0000000000,0.5665000000,587.8700000000,229.5160000000,2395,5.8640000000,235.3800000000,1.3800000000,324.8244000000,FIFO_latency_feasible_local_first,985.6200000000,0.5665000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,324.8244000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,263.0456000000,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
68,RegionC,Peak,985.6800000000,0.0000000000,0.5778000000,540.1900000000,227.3823330000,2396,5.5876666667,232.9699996667,1.3800000000,321.4985995400,FIFO_latency_feasible_local_first,985.6800000000,0.5778000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,321.4985995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,218.6914004600,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
69,RegionC,Peak,985.7100000000,0.0000000000,0.5884000000,510.2200000000,275.1966670000,2397,4.3733333333,279.5700003333,1.3800000000,385.8066004600,FIFO_latency_feasible_local_first,985.7100000000,0.5884000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,385.8066004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,124.4133995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
70,RegionC,Flat,611.8300000000,0.0000000000,0.5974000000,500.0000000000,288.1586670000,2398,5.5013333333,293.6600003333,1.3800000000,405.2508004600,FIFO_latency_feasible_local_first,611.8300000000,0.5974000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,405.2508004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,94.7491995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
71,RegionC,Flat,611.8300000000,0.0000000000,0.6043000000,510.2200000000,316.0066670000,2399,12.9933333333,329.0000003333,1.3800000000,454.0200004600,FIFO_latency_feasible_local_first,611.8300000000,0.6043000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,454.0200004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,56.1999995400,0.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
0,RegionD,Valley,274.3900000000,214.0200000000,0.4426000000,540.1900000000,145.1600000000,2328,69.0000000000,214.1600000000,1.2800000000,274.1248000000,FIFO_latency_feasible_local_first,274.3900000000,0.4426000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,274.1248000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,86.0652000000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
1,RegionD,Valley,274.5100000000,214.1200000000,0.4440000000,587.8700000000,200.6106670000,2329,97.5000000000,298.1106670000,1.2800000000,381.5816537600,FIFO_latency_feasible_local_first,274.5100000000,0.4440000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,381.5816537600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,26.2883462400,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
2,RegionD,Valley,274.6400000000,214.2200000000,0.4432000000,650.0000000000,228.1950000000,2330,115.4750000000,343.6700000000,1.2800000000,439.8976000000,FIFO_latency_feasible_local_first,274.6400000000,0.4432000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,439.8976000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,30.1024000000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
3,RegionD,Valley,274.7800000000,214.3300000000,0.4402000000,722.3500000000,262.8393330000,2331,117.2026666667,380.0419996667,1.2800000000,486.4537595733,FIFO_latency_feasible_local_first,274.7800000000,0.4402000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,486.4537595733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,55.8962404267,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
4,RegionD,Valley,274.9200000000,214.4400000000,0.4352000000,800.0000000000,335.3283330000,2332,112.9700000000,448.2983330000,1.2800000000,573.8218662400,FIFO_latency_feasible_local_first,274.9200000000,0.4352000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,573.8218662400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,46.1781337600,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
5,RegionD,Valley,275.0600000000,214.5500000000,0.4286000000,877.6500000000,383.3500000000,2333,87.1800000000,470.5300000000,1.2800000000,602.2784000000,FIFO_latency_feasible_local_first,275.0600000000,0.4286000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,602.2784000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,95.3716000000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
6,RegionD,Valley,275.2000000000,214.6600000000,0.4208000000,950.0000000000,394.9743330000,2334,62.5656666667,457.5399996667,1.2800000000,585.6511995733,FIFO_latency_feasible_local_first,275.2000000000,0.4208000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,585.6511995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,184.3488004267,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
7,RegionD,Flat,423.6200000000,330.4200000000,0.4125000000,1012.1300000000,409.9853330000,2335,47.8346666667,457.8199996667,1.2800000000,586.0095995733,FIFO_latency_feasible_local_first,423.6200000000,0.4125000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,586.0095995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,246.1204004267,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
8,RegionD,Flat,423.8600000000,330.6100000000,0.4042000000,1059.8100000000,390.2796670000,2336,37.2303333333,427.5100003333,1.2800000000,547.2128004267,FIFO_latency_feasible_local_first,423.8600000000,0.4042000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,547.2128004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,332.5971995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
9,RegionD,Flat,424.1000000000,330.8000000000,0.3965000000,1089.7800000000,409.4126670000,2337,32.0373333333,441.4500003333,1.2800000000,565.0560004267,FIFO_latency_feasible_local_first,424.1000000000,0.3965000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,565.0560004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,344.7239995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
10,RegionD,Flat,424.3400000000,330.9900000000,0.3899000000,1100.0000000000,401.0393330000,2338,27.0506666667,428.0899996667,1.2800000000,547.9551995733,FIFO_latency_feasible_local_first,424.3400000000,0.3899000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,547.9551995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,372.0448004267,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
11,RegionD,Flat,424.5900000000,331.1800000000,0.3850000000,1089.7800000000,300.2600000000,2339,74.1800000000,374.4400000000,1.2800000000,479.2832000000,FIFO_latency_feasible_local_first,424.5900000000,0.3850000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,479.2832000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,430.4968000000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
12,RegionD,Flat,424.8500000000,331.3800000000,0.3821000000,1059.8100000000,254.0900000000,2340,109.3000000000,363.3900000000,1.2800000000,465.1392000000,FIFO_latency_feasible_local_first,424.8500000000,0.3821000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,465.1392000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,414.6708000000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
13,RegionD,Flat,425.1100000000,331.5900000000,0.3814000000,1012.1300000000,189.0870000000,2341,142.3160000000,331.4030000000,1.2800000000,424.1958400000,FIFO_latency_feasible_local_first,425.1100000000,0.3814000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,424.1958400000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,407.9341600000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
14,RegionD,Flat,425.3700000000,331.7900000000,0.3829000000,950.0000000000,212.7423330000,2342,106.5886666667,319.3309996667,1.2800000000,408.7436795733,FIFO_latency_feasible_local_first,425.3700000000,0.3829000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,408.7436795733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,361.2563204267,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
15,RegionD,Flat,425.6300000000,331.9900000000,0.3867000000,877.6500000000,147.9150000000,2343,126.8990000000,274.8140000000,1.2800000000,351.7619200000,FIFO_latency_feasible_local_first,425.6300000000,0.3867000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,351.7619200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,345.8880800000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
16,RegionD,Flat,425.9000000000,332.2000000000,0.3925000000,800.0000000000,130.3016670000,2344,120.7913333333,251.0930003333,1.2800000000,321.3990404267,FIFO_latency_feasible_local_first,425.9000000000,0.3925000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,321.3990404267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,298.6009595733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
17,RegionD,Peak,617.9500000000,482.0000000000,0.3999000000,722.3500000000,90.9700000000,2345,158.3900000000,249.3600000000,1.2800000000,319.1808000000,FIFO_latency_feasible_local_first,617.9500000000,0.3999000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,319.1808000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,223.1692000000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
18,RegionD,Peak,618.3400000000,482.3100000000,0.4085000000,650.0000000000,96.6980000000,2346,119.4620000000,216.1600000000,1.2800000000,276.6848000000,FIFO_latency_feasible_local_first,618.3400000000,0.4085000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,276.6848000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,193.3152000000,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
19,RegionD,Peak,618.7400000000,482.6200000000,0.4177000000,587.8700000000,134.6646670000,2347,79.1653333333,213.8300003333,1.2800000000,273.7024004267,FIFO_latency_feasible_local_first,618.7400000000,0.4177000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,273.7024004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,134.1675995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
20,RegionD,Peak,619.1400000000,482.9300000000,0.4268000000,540.1900000000,191.2553330000,2348,59.0346666667,250.2899996667,1.2800000000,320.3711995733,FIFO_latency_feasible_local_first,619.1400000000,0.4268000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,320.3711995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,39.8188004267,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
21,RegionD,Peak,619.5500000000,483.2500000000,0.4354000000,510.2200000000,213.7486670000,2349,56.5013333333,270.2500003333,1.2800000000,345.9200004267,FIFO_latency_feasible_local_first,619.5500000000,0.4354000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,345.9200004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,164.2999995733,0.0000000000,-164.2999995733,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
22,RegionD,Flat,384.8000000000,300.1400000000,0.4428000000,500.0000000000,170.3040000000,2350,119.2560000000,289.5600000000,1.2800000000,370.6368000000,FIFO_latency_feasible_local_first,384.8000000000,0.4428000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,370.6368000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,129.3632000000,0.0000000000,-129.3632000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
23,RegionD,Flat,385.0500000000,300.3400000000,0.4486000000,510.2200000000,193.3106670000,2351,127.3493333333,320.6600003333,1.2800000000,410.4448004267,FIFO_latency_feasible_local_first,385.0500000000,0.4486000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,410.4448004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,99.7751995733,0.0000000000,-99.7751995733,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
24,RegionD,Valley,278.2700000000,217.0500000000,0.4525000000,540.1900000000,194.5666670000,2352,148.0933333333,342.6600003333,1.2800000000,438.6048004267,FIFO_latency_feasible_local_first,278.2700000000,0.4525000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,438.6048004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,101.5851995733,0.0000000000,-101.5851995733,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
25,RegionD,Valley,278.4600000000,217.2000000000,0.4541000000,587.8700000000,190.8460000000,2353,173.6840000000,364.5300000000,1.2800000000,466.5984000000,FIFO_latency_feasible_local_first,278.4600000000,0.4541000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,466.5984000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,121.2716000000,0.0000000000,-121.2716000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
26,RegionD,Valley,278.6400000000,217.3400000000,0.4534000000,650.0000000000,260.6360000000,2354,148.2840000000,408.9200000000,1.2800000000,523.4176000000,FIFO_latency_feasible_local_first,278.6400000000,0.4534000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,523.4176000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,126.5824000000,0.0000000000,-126.5824000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
27,RegionD,Valley,278.8200000000,217.4800000000,0.4505000000,722.3500000000,313.1886670000,2355,118.7313333333,431.9200003333,1.2800000000,552.8576004267,FIFO_latency_feasible_local_first,278.8200000000,0.4505000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,552.8576004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,169.4923995733,0.0000000000,-169.4923995733,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
28,RegionD,Valley,279.0000000000,217.6200000000,0.4456000000,800.0000000000,370.5356670000,2356,69.8043333333,440.3400003333,1.2800000000,563.6352004267,FIFO_latency_feasible_local_first,279.0000000000,0.4456000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,563.6352004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,56.3647995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
29,RegionD,Valley,279.1800000000,217.7600000000,0.4391000000,877.6500000000,409.8326670000,2357,59.3873333333,469.2200003333,1.2800000000,600.6016004267,FIFO_latency_feasible_local_first,279.1800000000,0.4391000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,600.6016004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,97.0483995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
30,RegionD,Valley,279.3600000000,217.9000000000,0.4315000000,950.0000000000,393.3286670000,2358,81.4413333333,474.7700003333,1.2800000000,607.7056004267,FIFO_latency_feasible_local_first,279.3600000000,0.4315000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,607.7056004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,162.2943995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
31,RegionD,Flat,430.0600000000,335.4500000000,0.4233000000,1012.1300000000,361.8916670000,2359,93.1183333333,455.0100003333,1.2800000000,582.4128004267,FIFO_latency_feasible_local_first,430.0600000000,0.4233000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,582.4128004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,249.7171995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
32,RegionD,Flat,430.3300000000,335.6600000000,0.4150000000,1059.8100000000,370.0646670000,2360,107.6453333333,477.7100003333,1.2800000000,611.4688004267,FIFO_latency_feasible_local_first,430.3300000000,0.4150000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,611.4688004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,268.3411995733,-180.0000000000,0,0,Q2_FIFO_plus_no_storage_renewable_first,observed
