TaskID,TaskType,ArrivalHour,OldRegion,NewRegion,OldStartMinute,NewStartMinute,OldLatency_ms,NewLatency_ms,OldMarginalCost_CNY,NewMarginalCost_CNY,OldMarginalCarbon_tCO2,NewMarginalCarbon_tCO2,ObjectiveGain
33845,AITraining,491,RegionF,RegionE,29460,29700,5.0,18.0,27031.7067696157,31238.563199996963,15.594579936005996,13.486511999994883,0.3786233136631836
27353,AITraining,488,RegionB,RegionB,29280,29340,5.0,5.0,47588.61326397851,47612.71627200249,36.16530768000762,35.84727576001469,0.34802467194774067
48082,AITraining,490,RegionD,RegionE,29400,29700,5.0,22.0,25161.710933351518,24531.050000003306,21.999854933351745,11.44616666666252,38.02361400010511
32464,AITraining,491,RegionD,RegionF,29460,29460,5.0,25.0,24401.033216011714,22521.26814002199,21.149834240021743,12.98946348000183,34.199668116069375
11467,AITraining,486,RegionD,RegionF,29160,29160,5.0,25.0,19418.95188481216,17922.96054718943,22.00935628800838,13.519538112009231,35.134600041619336
38912,AITraining,488,RegionD,RegionF,29280,29280,5.0,25.0,21963.405858141716,20271.358187209684,19.36892654935737,11.896790362670318,31.261155084346896
3944,AITraining,489,RegionD,RegionE,29340,29760,5.0,22.0,19168.057685353877,20730.08933333383,17.047995733351275,8.83563333333612,24.681497952080676
8017,AITraining,490,RegionD,RegionE,29400,29760,5.0,22.0,15981.711633082869,18514.261333332888,13.920336554678181,7.494314666664491,17.474121851804753
32501,AITraining,490,RegionF,RegionE,29400,29520,5.0,18.0,12942.006018410033,12113.735000013401,7.567563223997656,6.205014000004757,4.258643914368228
9769,AITraining,490,RegionD,RegionE,29400,29700,5.0,22.0,12605.41685760219,14338.503200002813,10.995353600003739,5.957965999999186,13.628032057617595
8705,BatchInference,487,RegionB,RegionC,29220,29220,5.0,14.0,7991.223299994018,7932.042660004603,6.240721499996596,6.049193199999344,0.7028438399784278
33609,AITraining,490,RegionF,RegionE,29400,29520,5.0,18.0,5741.960914671772,5374.483333338577,3.355133413332305,2.752680000002329,0.7712779013197668
35829,BatchInference,486,RegionB,RegionC,29160,29160,5.0,14.0,6169.94711999405,6124.258944001522,5.159721599998477,5.001362880000016,0.5544430559863684
47427,BatchInference,488,RegionB,RegionC,29280,29280,5.0,14.0,6269.9679899956,6223.533844003027,4.856618249996599,4.7075912400013795,0.5173871859734476
13933,AITraining,488,RegionD,RegionF,29280,29280,5.0,25.0,5907.658240001798,5452.528253334176,5.330628266675194,3.2743817333349434,8.374882786695288
1112,BatchInference,486,RegionD,RegionF,29160,29160,5.0,25.0,3409.6563200016026,3146.977026666314,3.393928533336752,2.084764266667805,5.196069693344411
18534,BatchInference,489,RegionD,RegionF,29340,29400,5.0,25.0,3625.293653336362,3347.7028550019213,3.1825621333367895,1.9391016166668227,4.048224531680974
45380,BatchInference,486,RegionB,RegionC,29160,29160,5.0,14.0,5090.428349992022,5052.737519999972,4.639207500000049,4.496739200000641,0.4816140299896823
9524,AITraining,486,RegionB,RegionC,29160,29160,5.0,14.0,7745.814719987924,7688.461344001233,6.945955200000772,6.732707200001601,0.7889453759833742
6233,BatchInference,491,RegionB,RegionC,29460,29460,5.0,14.0,5382.83475000083,5342.980499994987,4.014562500003832,3.8916517499998595,0.40493475002173085
20184,AITraining,490,RegionD,RegionF,29400,29640,5.0,25.0,4713.211357870263,4401.944222934978,4.116736682670395,2.5424614293368735,2.7041974816027015
30305,BatchInference,489,RegionA,RegionB,29340,29340,5.0,12.0,4755.61350000037,4557.474899997993,3.684235499995475,3.446437500000749,1.0443305999812793
8575,BatchInference,488,RegionB,RegionC,29280,29280,5.0,14.0,4376.231819997409,4343.822963999856,3.367043099997498,3.263749679999919,0.3174525359878686
30568,BatchInference,486,RegionB,RegionC,29160,29160,5.0,14.0,3952.2394799938397,3922.974576001344,3.4783020000007747,3.3715497600012054,0.32811386399077236
19259,BatchInference,488,RegionA,RegionB,29280,29280,5.0,12.0,4204.245374997575,4029.0772499976038,3.313430999995954,3.099615749997656,0.9254291249931619
26858,BatchInference,490,RegionD,RegionF,29400,29400,5.0,25.0,1466.224320001066,1353.2647560006724,1.2815097600011252,0.7870793249998228,1.7893838040056034
33409,BatchInference,486,RegionB,RegionC,29160,29160,5.0,14.0,2120.399639998003,2104.6981680003837,1.7677601999994308,1.7135073599999604,0.10125283199549884
26753,BatchInference,491,RegionD,RegionE,29460,29460,5.0,22.0,1040.2058240006493,897.7105000003359,0.9016524800009139,0.4612299999999721,1.6464252440040816
41043,BatchInference,488,RegionA,RegionB,29280,29280,5.0,12.0,1740.8296799977497,1668.2936399980008,1.390528799996821,1.3007789999998318,0.32653523998770684
43008,BatchInference,490,RegionD,RegionF,29400,29400,5.0,25.0,587.338752001226,542.0827359998543,0.5190348800001666,0.31884111999984815,0.5455110560026459
413,BatchInference,489,RegionA,RegionC,29340,29340,5.0,15.0,1015.1153999979515,965.6097360014727,0.8046411749983969,0.7296317600008888,0.20107082398651155
4001,BatchInference,487,RegionA,RegionC,29220,29220,5.0,15.0,999.344430000861,950.6106540004669,0.8198536499996247,0.7433981799995648,0.20606065600063417
10022,BatchInference,487,RegionF,RegionE,29220,29220,5.0,18.0,445.01390550008097,416.1071249998822,0.27732609000000263,0.2309568749996309,0.018528640501685567
22427,BatchInference,488,RegionA,RegionC,29280,29280,5.0,15.0,755.6939999988768,718.8433799997362,0.606895874998402,0.5503118000003479,0.11432441999135756
37194,AITraining,497,RegionD,RegionE,29820,30120,5.0,22.0,69116.1058986775,31092.446199976963,44.83562632531938,24.759531666661285,113.44703433333291
11748,AITraining,496,RegionC,RegionB,29760,30900,5.0,14.0,107580.18086404844,81301.12128004589,61.58809728001975,61.59723840010636,8.88173510365607
39248,AITraining,495,RegionD,RegionE,29700,30060,5.0,22.0,59147.87635198993,34989.2459999923,41.812869119971296,23.69444999999962,90.85598683188431
27977,AITraining,495,RegionD,RegionF,29700,30240,5.0,25.0,48773.06378239327,23232.204894397415,34.86135193598031,24.122383048004874,60.06274643989761
7079,AITraining,492,RegionD,RegionF,29520,29700,5.0,25.0,33354.60710400773,35903.290550435224,28.859470848031528,18.257193864012702,36.83094048964779
8064,AITraining,492,RegionD,RegionF,29520,29700,5.0,25.0,30800.642048000864,34663.02859950118,26.700906496012212,16.972857088014454,32.02258974715737
40275,AITraining,495,RegionA,RegionC,29700,30360,5.0,15.0,62937.9194400694,31514.534496021613,40.19578559996302,40.7919094400215,19.064809583813854
6744,AITraining,496,RegionD,RegionE,29760,30180,5.0,22.0,30809.304268784927,16364.627199992818,22.197944320004293,12.885087999993265,45.07563034883623
46520,AITraining,495,RegionB,RegionC,29700,29700,5.0,14.0,45583.89753604174,45246.179232021335,31.034521439979912,30.079876928012286,4.084928351890909
26624,AITraining,497,RegionF,RegionE,29820,30000,5.0,18.0,29775.902856018016,20539.734000000026,13.616680919997366,11.935110000001487,13.02629253600152
7002,AITraining,497,RegionE,RegionE,29820,30060,5.0,5.0,27830.25773332727,18726.129733332356,10.610360333330789,11.419972666666535,2.201145333318607
15995,AITraining,497,RegionE,RegionE,29820,30180,5.0,5.0,26426.073999982676,13751.135999992373,9.917239999994734,11.001189999994267,1.7661192343671743
35548,AITraining,497,RegionD,RegionE,29820,29820,5.0,22.0,17121.354990923926,14775.943866649854,10.702784853338759,5.475546666665057,22.968119870968884
5056,AITraining,496,RegionF,RegionE,29760,29760,5.0,18.0,13714.217123214165,12823.35119999943,6.256771840002825,5.21105199999895,4.859033283230239
16728,BatchInference,496,RegionB,RegionC,29760,29760,5.0,14.0,15407.300497515896,15293.121774002513,9.12753112498878,8.847270389997695,1.1179391634777218
3673,BatchInference,494,RegionA,RegionB,29640,29640,5.0,12.0,12353.41224000957,11838.64671001384,8.34592949998857,7.807719149995969,2.5626069299661296
42165,BatchInference,497,RegionA,RegionC,29820,29820,5.0,15.0,14952.516300011428,14223.317759999649,8.735120999996628,7.920951599999855,3.851576139998869
24520,BatchInference,495,RegionA,RegionB,29700,29700,5.0,12.0,10284.203340011316,9855.675202510705,6.56505337499393,6.141841199995157,2.016376837495706
12450,BatchInference,496,RegionA,RegionC,29760,29760,5.0,15.0,9484.950150006383,9022.378820004365,5.675026499995605,5.146029200000222,2.43896052998355
9295,BatchInference,497,RegionA,RegionC,29820,29820,5.0,15.0,9705.240090008458,9231.925219002762,5.477433524998511,4.9667628300039235,2.37602015098404
44372,BatchInference,495,RegionD,RegionF,29700,29700,5.0,25.0,4958.511999999769,4576.537075004077,3.4753407999979027,2.1345842500008083,5.441676124984069
26205,BatchInference,494,RegionA,RegionC,29640,29640,5.0,15.0,7282.263240005494,6927.107110000676,4.947169499993222,4.486036380001274,2.0591736099726035
28905,BatchInference,497,RegionD,RegionE,29820,29820,5.0,22.0,5067.793920000278,4373.561499999568,3.274091519998656,1.6749949999998182,6.826378499996061
45989,BatchInference,497,RegionA,RegionC,29820,29820,5.0,15.0,8640.787050008254,8219.380050000605,4.83977025000052,4.388586300003728,2.0850677999948175
8701,BatchInference,495,RegionD,RegionF,29700,29700,5.0,25.0,4137.3693013325865,3818.6503086704024,3.007158186664725,1.8471790166681674,4.655684005981746
31247,BatchInference,497,RegionD,RegionE,29820,29820,5.0,22.0,4742.177706667036,4092.534999997806,3.014062933332971,1.5419333333322527,6.274511106672104
2802,BatchInference,496,RegionB,RegionC,29760,29760,5.0,14.0,6746.103630007959,6696.101412003011,3.9553757999949672,3.83383044000121,0.4090136579799726
27288,BatchInference,495,RegionA,RegionB,29700,29700,5.0,12.0,5940.268650007221,5692.738725005524,3.9522937499963255,3.6975183749974994,1.161631424997001
34625,BatchInference,494,RegionD,RegionF,29640,29640,5.0,25.0,2833.5000959966633,2615.2228620000274,2.4731167999989596,1.519256550002187,3.731215733983726
9908,BatchInference,492,RegionD,RegionF,29520,29640,5.0,25.0,2672.644800000619,2522.3657325009895,2.312457600002526,1.4413992000019034,1.5321501675021203
3054,BatchInference,493,RegionD,RegionF,29580,29640,5.0,25.0,2173.2372479994,2063.407608000814,1.8885119999997408,1.1719864800015343,1.774011719991412
17601,BatchInference,496,RegionB,RegionC,29760,29760,5.0,14.0,3856.2004125042763,3827.6225100010706,2.2516683749973483,2.182518299999493,0.17456570249462366
12988,BatchInference,494,RegionA,RegionB,29640,29640,5.0,12.0,2939.3091675007463,2816.8209675033386,2.2159655999952568,2.073099824999308,0.5889512999812005
18036,BatchInference,497,RegionD,RegionE,29820,29820,5.0,22.0,2108.207360000387,1819.4050000000425,1.3931903999997304,0.7127500000000264,2.75166395999916
6215,BatchInference,497,RegionD,RegionE,29820,29820,5.0,22.0,1849.9680000001192,1596.5374999988126,1.168415999999852,0.5977499999997349,2.2777195000017754
38189,BatchInference,496,RegionA,RegionC,29760,29760,5.0,15.0,2468.1655800023477,2347.789860001466,1.5678359999994196,1.4216925600006984,0.5579194799957676
22907,BatchInference,494,RegionB,RegionC,29640,29640,5.0,14.0,1510.043040002855,1498.865103997648,1.125550800000088,1.09116370000078,0.016091336002439505
22011,BatchInference,495,RegionD,RegionE,29700,29700,5.0,22.0,957.2867413329483,826.1526666666177,0.7152469333328918,0.36591666666654277,1.2713351413317269
20758,BatchInference,492,RegionD,RegionF,29520,29520,5.0,25.0,482.39957333374025,445.2410026664776,0.41735509333410303,0.2563029333332943,0.3809405440038309
4694,BatchInference,495,RegionD,RegionF,29700,29700,5.0,25.0,330.28799999974666,304.8455083334743,0.288735999999335,0.17735550000027472,0.17067282499584668
2758,BatchInference,493,RegionD,RegionE,29580,29580,5.0,22.0,171.5672746670023,148.06458333334015,0.14808490666675428,0.0757575000001225,0.057357318000189284
30534,AITraining,501,RegionA,RegionA,30060,30240,5.0,5.0,91846.67857207093,66282.72314401505,90.25933356003738,91.06301556013767,19.649227427654694
10457,AITraining,502,RegionD,RegionF,30120,30300,5.0,25.0,38551.345971259725,31352.35548160045,52.83415040003169,32.19248628800065,86.71981493778341
19704,AITraining,501,RegionF,RegionF,30060,30180,5.0,5.0,41577.10641467213,33242.8939746679,32.19614422666596,32.410096893330675,5.6784017733453425
31124,AITraining,501,RegionF,RegionF,30060,30180,5.0,5.0,39194.66860907149,31387.098753068305,30.41489607466612,30.609006261330492,5.231129109345687
48548,AITraining,503,RegionD,RegionD,30180,30300,5.0,5.0,28924.13747204876,27066.297344002534,42.188328960011525,41.78971648001689,1.6522900480247245
42793,AITraining,499,RegionF,RegionE,29940,29940,5.0,18.0,51211.62813282168,47885.04390001926,24.48127285598999,20.394220000003713,19.407307656747506
6237,AITraining,501,RegionF,RegionE,30060,30060,5.0,18.0,36575.246839204,34199.32590000954,23.677561991989663,19.723049999998565,16.174999985283833
9734,AITraining,500,RegionB,RegionB,30000,30180,5.0,5.0,71334.75571199911,41205.27340798617,47.1782303999546,49.00382784009407,19.672867520955094
48974,AITraining,500,RegionD,RegionF,30000,30120,5.0,25.0,34570.89508695134,21595.5889482732,30.270010026663304,19.02482284265826,55.82915620803165
8448,AITraining,499,RegionA,RegionC,29940,29940,5.0,15.0,65462.48820001915,62270.159519976216,40.68851399997023,36.89694959999612,18.27998627993938
6365,AITraining,503,RegionD,RegionD,30180,30240,5.0,5.0,18992.102400029453,16157.653333363683,25.19940266664853,25.336917333341262,1.3843903998948406
14547,AITraining,501,RegionF,RegionE,30060,30060,5.0,18.0,18610.01926960508,17401.117699999573,12.702784855994778,10.580909999999866,8.326332368585156
26889,AITraining,503,RegionD,RegionE,30180,30480,5.0,22.0,14674.545254422188,10514.508299980907,18.941537279982526,9.521579999993348,37.03558207439799
17810,AITraining,498,RegionD,RegionE,29880,29880,5.0,22.0,22906.82265600586,19768.800000002375,14.872412159985979,7.60847999999794,31.89699129595565
3819,AITraining,502,RegionD,RegionF,30120,30120,5.0,25.0,11843.226828808487,10930.774582394708,13.449134080005072,8.26030758398961,21.355982230475632
38338,AITraining,498,RegionF,RegionE,29880,29880,5.0,18.0,17638.29075841499,16492.511999998194,7.54640908800464,6.28598399999405,5.9692471104591505
20934,BatchInference,499,RegionC,RegionC,29940,30120,5.0,5.0,14733.050199997679,9711.637759996624,11.033127600001693,11.332578400009995,1.1236092399678412
4230,AITraining,499,RegionF,RegionF,29940,30120,5.0,5.0,10918.1615520048,6903.7951839986035,6.0880955199963935,6.287394079999014,0.5171721279957211
30493,AITraining,499,RegionF,RegionE,29940,30060,5.0,18.0,13166.42832800979,9289.415400005028,5.804905839998535,5.01485999999972,4.64486828800003
11614,BatchInference,499,RegionD,RegionF,29940,29940,5.0,25.0,6640.78860800345,6129.184740169863,5.824669653332247,3.5772363049980798,9.196138094503588
12456,AITraining,503,RegionA,RegionB,30180,30300,5.0,12.0,9349.629120005622,8276.34671999073,11.888402400014908,11.059156800009426,2.4852648000368305
37154,AITraining,500,RegionD,RegionF,30000,30120,5.0,25.0,10759.799466668666,6170.91645332786,7.194146133327741,4.571762933327175,12.971882480009736
6621,BatchInference,501,RegionC,RegionC,30060,30120,5.0,5.0,6517.486079994831,5145.6639599986565,5.542673399998638,5.602413600003128,0.23286131997821613
1877,BatchInference,501,RegionB,RegionC,30060,30060,5.0,14.0,5092.142219999433,5054.420843996282,4.951940400002502,4.800189240000139,0.5928860160125993
11485,AITraining,499,RegionA,RegionC,29940,30120,5.0,15.0,13777.102079996544,8148.035015983206,7.931827799996209,7.610396400011259,4.0790126639531366
6108,BatchInference,502,RegionB,RegionC,30120,30120,5.0,14.0,4441.031999995709,4408.132159998927,4.911552000004781,4.761110400002607,0.6164662400054759
2920,AITraining,500,RegionD,RegionF,30000,30120,5.0,25.0,7502.090751997876,4302.581285593121,4.988401663992915,3.1763035279956235,8.343346010393923
919,BatchInference,499,RegionB,RegionC,29940,29940,5.0,14.0,6392.072857503985,6344.718060996622,4.345444124996691,4.212234950002148,0.45324899648553085
11865,AITraining,503,RegionF,RegionF,30180,30240,5.0,5.0,4028.860014402267,2911.3628336056486,3.007646511995987,3.0336398559992825,0.11352380478343349
39274,AITraining,500,RegionD,RegionF,30000,30120,5.0,25.0,6986.938709333551,4007.12425226228,4.6638107306622025,2.9655326346626922,7.668684174402642
47860,AITraining,503,RegionD,RegionF,30180,30180,5.0,25.0,3907.1853226726057,3606.171434669614,4.663432533329819,2.8642530133301443,7.193678634668359
19360,BatchInference,500,RegionD,RegionF,30000,30000,5.0,25.0,2542.486400001049,2346.620275000497,2.101056000000099,1.2904152499991346,3.136554125004409
21711,BatchInference,499,RegionF,RegionE,29940,29940,5.0,18.0,2507.531180001874,2344.6500000015367,1.1067033999998133,0.9219375000002401,0.7036447799986307
4361,BatchInference,499,RegionF,RegionE,29940,29940,5.0,18.0,2395.149980668526,2239.56333333403,1.04212474666594,0.868156666665989,0.653305634000966
4730,BatchInference,503,RegionB,RegionC,30180,30180,5.0,14.0,2067.363674998593,2052.040128000197,2.585031300004279,2.505848160001883,0.24216110700797877
1174,BatchInference,499,RegionA,RegionC,29940,29940,5.0,15.0,3212.057160000032,3055.413426001176,1.8560353499983013,1.6830052200021433,0.7020792539834879
35373,BatchInference,503,RegionD,RegionF,30180,30180,5.0,25.0,913.6686720013619,843.2827305005068,1.0249612799993484,0.6295320149991398,1.35121050150169
44939,BatchInference,503,RegionA,RegionB,30180,30180,5.0,12.0,1221.8817600010723,1170.9640799997749,1.4756202000011975,1.3803804000025988,0.28637687999569206
44641,BatchInference,498,RegionD,RegionE,29880,29880,5.0,22.0,1208.9038080012501,1043.2869999996258,0.7694579199991787,0.3936449999998573,1.41166348799891
48854,BatchInference,501,RegionF,RegionE,30060,30060,5.0,18.0,797.320181666574,745.5264583337157,0.4803796166664735,0.4001666666666548,0.14761635666546624
40272,BatchInference,500,RegionD,RegionE,30000,30000,5.0,22.0,1136.1131519994738,980.4900000006929,0.7538995199987367,0.38571000000043304,1.3713112319919953
49879,BatchInference,500,RegionA,RegionC,30000,30000,5.0,15.0,1686.9805200009278,1604.7142320001851,0.9962621999990053,0.9034197599986961,0.30537604800198004
31058,BatchInference,499,RegionF,RegionE,29940,29940,5.0,18.0,850.5667520006049,795.3120000001146,0.36769039999987585,0.30631999999949505,0.1046163520020138
11469,BatchInference,501,RegionD,RegionE,30060,30060,5.0,22.0,761.3107200007439,657.0175000005402,0.5592064000004903,0.2861000000002605,0.9327188200011229
33632,AITraining,503,RegionD,RegionF,30180,30180,5.0,25.0,573.2823040008545,529.118576000318,0.6431129599995912,0.39500047999941945,0.7360536480012234
6173,BatchInference,500,RegionA,RegionC,30000,30000,5.0,15.0,959.5713600007213,912.7764360015805,0.5614190999986568,0.5090461200001171,0.1072768439932994
42384,BatchInference,502,RegionD,RegionE,30120,30120,5.0,22.0,197.81000533330442,170.70849999977509,0.21915648000035434,0.11213333333331832,0.1921140920016734
6380,AITraining,505,RegionF,RegionE,30300,30780,5.0,18.0,35131.29676799664,50754.81600000453,36.13672224000091,26.745719999995345,14.442769728014355
9080,AITraining,505,RegionD,RegionE,30300,30780,5.0,22.0,35046.608896000726,46731.997866669764,54.04796245335672,24.609970666661344,98.46972217611241
40249,AITraining,505,RegionB,RegionC,30300,30840,5.0,14.0,50312.068703968216,77200.2421824555,66.87434736005517,57.32122118396451,3.2096672258753642
32491,AITraining,505,RegionD,RegionE,30300,30720,5.0,22.0,24347.631616004463,32449.391333345873,37.63467605334744,17.28804000000468,66.63122449602962
25065,AITraining,509,RegionD,RegionE,30540,30720,5.0,22.0,30642.982092788352,31682.198666689546,34.989826048028064,16.978405333339868,67.95521028485157
19395,AITraining,507,RegionF,RegionE,30420,30720,5.0,18.0,21630.5180800084,31200.15000002866,21.95464239999244,16.75660000000704,6.464337679921357
40671,AITraining,509,RegionD,RegionE,30540,30960,5.0,22.0,29060.159487987567,31040.21319997949,34.39542272002566,16.186411999999027,64.20686116811457
4659,AITraining,507,RegionD,RegionF,30420,30420,5.0,25.0,23431.850393574954,21626.910060807397,34.255986688004626,21.042470826658768,54.328614444817646
8999,AITraining,508,RegionA,RegionC,30480,30960,5.0,15.0,42053.830559901704,57152.98041602148,51.62708880002666,42.23676575999293,15.201182304015191
6462,AITraining,504,RegionD,RegionF,30240,30300,5.0,25.0,19824.263168041707,18307.52616532291,31.001695573353675,18.961784106670393,48.44960953611857
32176,AITraining,505,RegionD,RegionF,30300,30540,5.0,25.0,19299.177267216124,23098.148774414116,29.99577804801428,17.42434310399626,42.56072026887408
20303,AITraining,507,RegionD,RegionF,30420,30600,5.0,25.0,18214.490111981868,23014.267001616918,27.952715093325754,16.321717589333854,38.699647792999215
23846,AITraining,506,RegionD,RegionF,30360,30840,5.0,25.0,16965.100339224602,24194.266876806196,26.39919513601286,14.29415683199858,33.66809067847552
27321,AITraining,507,RegionD,RegionF,30420,30720,5.0,25.0,15124.776959988,21535.095359989555,23.261491199992424,13.09146480000084,29.44938719996479
43019,AITraining,509,RegionD,RegionE,30540,30540,5.0,22.0,12840.532377589987,11081.508000007923,13.442310144003386,6.876335999997741,27.730192953604657
19501,AITraining,507,RegionB,RegionB,30420,30480,5.0,5.0,15176.185919977695,15184.541232009398,20.140656479993545,19.86985727999268,0.17484148797176147
11533,AITraining,505,RegionD,RegionE,30300,30660,5.0,22.0,8721.78892799921,11532.532000003102,13.317611520006553,6.20604000000169,19.945503008015557
5436,AITraining,508,RegionF,RegionE,30480,30660,5.0,18.0,7557.070992003135,10888.890000010282,7.680594239991167,6.059580000007009,0.2351579519294873
38505,AITraining,505,RegionD,RegionF,30300,30300,5.0,25.0,7570.504704012246,6987.419095995293,11.810283520010156,7.254488920002881,18.49604400804605
5143,AITraining,508,RegionD,RegionF,30480,30840,5.0,25.0,6577.6650239815,9369.936386667956,9.96335274666082,5.530402959999628,9.230661117291653
31912,BatchInference,509,RegionA,RegionB,30540,30540,5.0,12.0,8397.041039993777,8047.140480003502,7.898104800001175,7.388388000010173,2.283767759954287
46638,BatchInference,506,RegionA,RegionB,30360,30360,5.0,12.0,5063.411452493064,4852.463084999361,6.863771250007417,6.420824775003048,1.8777342675111832
2096,BatchInference,507,RegionD,RegionF,30420,30840,5.0,25.0,3153.2975999981536,4031.0752500010867,4.271200000001135,2.3690738750003133,0.12691435000035511
7451,BatchInference,508,RegionA,RegionB,30480,30480,5.0,12.0,5718.198779988629,5479.949160000255,6.124790700003888,5.729629500003512,1.713894419989881
38465,BatchInference,504,RegionA,RegionB,30240,30240,5.0,12.0,2322.2932200030755,2225.524859997203,3.2099301000052125,3.0028752000068284,0.7322379599994093
14073,BatchInference,504,RegionD,RegionE,30240,30300,5.0,22.0,1171.591680002101,1011.6549999992203,1.8367274666666056,0.9408166666666791,2.583829880002585
37587,AITraining,509,RegionD,RegionE,30540,30660,5.0,22.0,1689.4832639948131,2245.5841333330145,2.559214933331055,1.2618106666669975,2.571684197318028
35769,BatchInference,506,RegionA,RegionC,30360,30360,5.0,15.0,1342.9939499979175,1277.5055600006365,1.7979120000015167,1.6304378000006534,0.5884351900007321
4585,BatchInference,507,RegionA,RegionB,30420,30420,5.0,12.0,1290.768884998058,1236.9955499984512,1.7503715250021858,1.637426699999743,0.4005526350093769
16971,BatchInference,509,RegionB,RegionC,30540,30540,5.0,14.0,1251.3302550014164,1242.0644460016472,1.4399673750012363,1.3959327899979679,0.05308164901284318
41194,BatchInference,509,RegionA,RegionB,30540,30540,5.0,12.0,1169.9920799973609,1121.2430400003086,1.2299364000006585,1.1505564000013693,0.26126903999421014
49459,BatchInference,506,RegionA,RegionB,30360,30360,5.0,12.0,722.6186175001422,692.5151025007472,0.9984282750020929,0.9339846750019887,0.18287791499981143
6058,BatchInference,509,RegionD,RegionF,30540,30540,5.0,25.0,323.48646399919687,298.56506200048267,0.4710323200001294,0.28933986666652595,0.4512678819997946
9407,AITraining,510,RegionD,RegionE,30600,31680,5.0,22.0,67871.98446930587,40521.30483337426,65.87900928002132,37.5006683333121,124.2210234227685
10643,AITraining,512,RegionE,RegionE,30720,30780,5.0,5.0,49803.13266668455,49828.82133333881,26.56638000000736,26.27291333332954,0.24817800005703816
25942,AITraining,512,RegionF,RegionE,30720,31680,5.0,18.0,52959.70171734041,32406.907166705936,31.576836346670643,30.084411666651743,11.827239937376703
46679,AITraining,512,RegionD,RegionE,30720,31020,5.0,22.0,45732.585369582375,42689.4417999931,41.20052735999807,20.89324100000672,79.39739700955462
4817,AITraining,511,RegionD,RegionE,30660,31080,5.0,22.0,31613.80669439494,32961.1820999733,28.802672640003625,14.729547000008006,48.307219154404095
31210,AITraining,512,RegionB,RegionC,30720,30960,5.0,14.0,53328.24540002282,53040.951360019986,41.493076200065765,39.290222880004784,5.4463273202467235
6030,AITraining,510,RegionD,RegionF,30600,30840,5.0,25.0,24952.660992004716,26805.598814408702,27.590922240036925,15.845948495998131,41.201589153751186
15639,AITraining,511,RegionD,RegionF,30660,30660,5.0,25.0,26459.6211711969,24421.272366396504,24.045342720003035,14.768622735998912,38.82210074081689
32131,AITraining,510,RegionD,RegionF,30600,30720,5.0,25.0,23898.52815359154,23971.665476265887,24.259854336021842,14.405807104001896,37.22035293873877
21331,AITraining,510,RegionA,RegionB,30600,30840,5.0,12.0,33588.11059193713,36215.21707201034,31.451798880004645,27.615129120063177,9.014572559692652
24,AITraining,511,RegionF,RegionE,30660,31080,5.0,18.0,18756.035978659,18889.891333326756,11.53792967999765,9.317050000002594,2.219116698645813
49270,AITraining,515,RegionD,RegionE,30900,31080,5.0,22.0,17736.219648008075,16452.48599999427,15.603609599988827,8.114850000002258,28.23733204796008
14571,AITraining,513,RegionD,RegionE,30780,31080,5.0,22.0,16702.557388784408,15819.974399993474,14.927462399990668,7.660608000002685,25.151224588742863
41567,AITraining,514,RegionA,RegionB,30840,30840,5.0,12.0,28700.141184003067,27504.151488031104,22.54101696003285,21.08642976003602,6.909338495959261
28253,AITraining,515,RegionD,RegionE,30900,31080,5.0,22.0,15952.603340806425,15072.6758666605,14.033945941323438,7.308434000002564,24.78520723942942
17821,AITraining,512,RegionF,RegionE,30720,31140,5.0,18.0,14436.535007999139,13546.391999992358,8.872118400006153,7.158060000004663,1.2240166080127466
26206,AITraining,512,RegionD,RegionE,30720,31080,5.0,22.0,11855.271321593547,10262.136933331065,10.831282176004304,5.4018873333334,17.62461775894611
21004,AITraining,513,RegionD,RegionF,30780,30780,5.0,25.0,11575.042901320638,10683.314337330106,10.36502015999271,6.366393159998564,16.576123230633776
17426,BatchInference,511,RegionD,RegionF,30660,30660,5.0,25.0,4947.368447999336,4566.254689331456,4.561300480002218,2.8014320399992627,7.116260852013031
10728,BatchInference,515,RegionD,RegionE,30900,30960,5.0,22.0,4143.829760001823,3577.8962499977206,3.645550933330742,1.8653791666664787,6.520770576661155
34720,AITraining,515,RegionD,RegionF,30900,30900,5.0,25.0,5970.094421332287,5510.135453338376,5.272350719995762,3.238571120001045,8.289864034639447
24562,BatchInference,513,RegionD,RegionF,30780,30780,5.0,25.0,3700.465493328944,3415.384753332491,3.3172479999974893,2.0375117999995407,5.100792206654914
42496,BatchInference,512,RegionD,RegionF,30720,30720,5.0,25.0,3701.5859199999272,3416.4278466669607,3.3128618666658443,2.034760133333685,5.094331673328268
29462,BatchInference,513,RegionD,RegionF,30780,30780,5.0,25.0,3539.407573331215,3266.7356983326213,3.1549205333312496,1.9377829333330792,4.838130608324608
16650,AITraining,515,RegionD,RegionF,30900,30900,5.0,25.0,5084.230655998618,4692.514872005823,4.493721599995683,2.7602992800011132,7.020965063971071
28177,BatchInference,514,RegionD,RegionF,30840,30840,5.0,25.0,2548.5548800001293,2352.2127200008485,2.251788799997994,1.3830427000000745,3.3691015599909573
21420,BatchInference,515,RegionD,RegionF,30900,30900,5.0,25.0,2199.2120320007803,2029.781056001115,1.9370393599987148,1.1897766400003515,2.8565618559931165
