Hour,Region,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,Total_Load_MW,AvailableRenewable_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,Scenario,CoordinationIteration
5,RegionE,247.8000000000,193.2800000000,0.2300000000,570.3125000000,877.6500000000,0.0000000000,0.0000000000,370.0000000000,570.3125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,87.3375000000,-220.0000000000,0.0000000000,0,observed,5
6,RegionE,247.9600000000,193.4100000000,0.2260000000,591.8875004167,950.0000000000,0.0000000000,0.0000000000,370.0000000000,591.8875004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,138.1124995833,-220.0000000000,0.0000000000,0,observed,5
7,RegionE,381.7200000000,297.7400000000,0.2217000000,585.0250004167,1012.1300000000,0.0000000000,0.0000000000,370.0000000000,585.0250004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,207.1049995833,-220.0000000000,0.0000000000,0,observed,5
8,RegionE,381.9600000000,297.9300000000,0.2174000000,549.1500004167,1059.8100000000,0.0000000000,0.0000000000,370.0000000000,549.1500004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,290.6599995833,-220.0000000000,0.0000000000,0,observed,5
9,RegionE,382.2000000000,298.1200000000,0.2134000000,566.0125000000,1089.7800000000,0.0000000000,0.0000000000,370.0000000000,566.0125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,303.7675000000,-220.0000000000,0.0000000000,0,observed,5
10,RegionE,382.4300000000,298.3000000000,0.2100000000,533.0874995833,1100.0000000000,0.0000000000,0.0000000000,370.0000000000,533.0874995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,346.9125004167,-220.0000000000,0.0000000000,0,observed,5
11,RegionE,382.6600000000,298.4700000000,0.2074000000,452.5875000000,1089.7800000000,0.0000000000,0.0000000000,370.0000000000,452.5875000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,417.1925000000,-220.0000000000,0.0000000000,0,observed,5
12,RegionE,382.8900000000,298.6500000000,0.2059000000,443.6849995833,1059.8100000000,0.0000000000,0.0000000000,370.0000000000,443.6849995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,396.1250004167,-220.0000000000,0.0000000000,0,observed,5
13,RegionE,383.1200000000,298.8300000000,0.2055000000,430.6812495833,1012.1300000000,0.0000000000,0.0000000000,370.0000000000,430.6812495833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,361.4487504167,-220.0000000000,0.0000000000,0,observed,5
14,RegionE,383.3400000000,299.0100000000,0.2063000000,399.7300000000,950.0000000000,0.0000000000,0.0000000000,370.0000000000,399.7300000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,330.2700000000,-220.0000000000,0.0000000000,0,observed,5
15,RegionE,383.5500000000,299.1700000000,0.2083000000,371.3024995833,877.6500000000,0.0000000000,0.0000000000,370.0000000000,371.3024995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,286.3475004167,-220.0000000000,0.0000000000,0,observed,5
16,RegionE,383.7700000000,299.3400000000,0.2113000000,336.3374995833,800.0000000000,0.0000000000,0.0000000000,370.0000000000,336.3374995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,243.6625004167,-220.0000000000,0.0000000000,0,observed,5
17,RegionE,556.7700000000,434.2800000000,0.2151000000,343.7250000000,722.3500000000,0.0000000000,0.0000000000,370.0000000000,343.7250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,158.6250000000,-220.0000000000,0.0000000000,0,observed,5
18,RegionE,557.0600000000,434.5100000000,0.2196000000,278.7624995833,650.0000000000,0.0000000000,0.0000000000,370.0000000000,278.7624995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,151.2375004167,-220.0000000000,0.0000000000,0,observed,5
19,RegionE,557.3500000000,434.7300000000,0.2243000000,322.8250004167,587.8700000000,0.0000000000,0.0000000000,370.0000000000,322.8250004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,45.0449995833,-220.0000000000,0.0000000000,0,observed,5
20,RegionE,557.6300000000,434.9500000000,0.2290000000,292.7625000000,540.1900000000,0.0000000000,0.0000000000,370.0000000000,292.7625000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,27.4275000000,-220.0000000000,0.0000000000,0,observed,5
21,RegionE,557.9000000000,435.1600000000,0.2335000000,309.5500000000,510.2200000000,0.0000000000,0.0000000000,370.0000000000,309.5500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,200.6700000000,0.0000000000,-200.6700000000,0.0000000000,0,observed,5
22,RegionE,346.4500000000,270.2300000000,0.2373000000,361.8250000000,500.0000000000,0.0000000000,0.0000000000,370.0000000000,361.8250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,138.1750000000,0.0000000000,-138.1750000000,0.0000000000,0,observed,5
23,RegionE,346.6100000000,270.3600000000,0.2402000000,405.4500004167,510.2200000000,0.0000000000,0.0000000000,370.0000000000,405.4500004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,104.7699995833,0.0000000000,-104.7699995833,0.0000000000,0,observed,5
0,RegionF,260.0000000000,202.8000000000,0.2801000000,478.7519000000,540.1900000000,0.0000000000,0.0000000000,382.5000000000,478.7519000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,61.4381000000,0.0000000000,-61.4381000000,0.0000000000,0,observed,5
1,RegionF,260.1700000000,202.9300000000,0.2811000000,462.8261000000,587.8700000000,0.0000000000,0.0000000000,382.5000000000,462.8261000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,125.0439000000,0.0000000000,-125.0439000000,0.0000000000,0,observed,5
2,RegionF,260.3400000000,203.0700000000,0.2807000000,508.7493000000,650.0000000000,0.0000000000,0.0000000000,382.5000000000,508.7493000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,141.2507000000,0.0000000000,-141.2507000000,0.0000000000,0,observed,5
3,RegionF,260.5100000000,203.2000000000,0.2789000000,547.4335000000,722.3500000000,0.0000000000,0.0000000000,382.5000000000,547.4335000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,174.9165000000,0.0000000000,-174.9165000000,0.0000000000,0,observed,5
4,RegionF,260.6800000000,203.3300000000,0.2759000000,559.1429000000,800.0000000000,0.0000000000,0.0000000000,382.5000000000,559.1429000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,20.8571000000,-220.0000000000,0.0000000000,0,observed,5
5,RegionF,260.8400000000,203.4600000000,0.2719000000,592.5184995767,877.6500000000,0.0000000000,0.0000000000,382.5000000000,592.5184995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,65.1315004233,-220.0000000000,0.0000000000,0,observed,5
6,RegionF,261.0100000000,203.5900000000,0.2671000000,613.7783004233,950.0000000000,0.0000000000,0.0000000000,382.5000000000,613.7783004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,116.2216995767,-220.0000000000,0.0000000000,0,observed,5
7,RegionF,401.8100000000,313.4100000000,0.2620000000,570.3951000000,1012.1300000000,0.0000000000,0.0000000000,382.5000000000,570.3951000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,221.7349000000,-220.0000000000,0.0000000000,0,observed,5
8,RegionF,402.0600000000,313.6100000000,0.2569000000,561.6194000000,1059.8100000000,0.0000000000,0.0000000000,382.5000000000,561.6194000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,278.1906000000,-220.0000000000,0.0000000000,0,observed,5
9,RegionF,402.3100000000,313.8000000000,0.2522000000,554.6089995767,1089.7800000000,0.0000000000,0.0000000000,382.5000000000,554.6089995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,315.1710004233,-220.0000000000,0.0000000000,0,observed,5
10,RegionF,402.5600000000,314.0000000000,0.2481000000,513.6895995767,1100.0000000000,0.0000000000,0.0000000000,382.5000000000,513.6895995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,366.3104004233,-220.0000000000,0.0000000000,0,observed,5
11,RegionF,402.8000000000,314.1800000000,0.2451000000,456.5522995767,1089.7800000000,0.0000000000,0.0000000000,382.5000000000,456.5522995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,413.2277004233,-220.0000000000,0.0000000000,0,observed,5
12,RegionF,403.0400000000,314.3700000000,0.2433000000,475.1324004233,1059.8100000000,0.0000000000,0.0000000000,382.5000000000,475.1324004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,364.6775995767,-220.0000000000,0.0000000000,0,observed,5
13,RegionF,403.2800000000,314.5600000000,0.2428000000,445.8665200000,1012.1300000000,0.0000000000,0.0000000000,382.5000000000,445.8665200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,346.2634800000,-220.0000000000,0.0000000000,0,observed,5
14,RegionF,403.5100000000,314.7400000000,0.2438000000,398.6822100000,950.0000000000,0.0000000000,0.0000000000,382.5000000000,398.6822100000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,331.3177900000,-220.0000000000,0.0000000000,0,observed,5
15,RegionF,403.7400000000,314.9200000000,0.2461000000,353.4283000000,877.6500000000,0.0000000000,0.0000000000,382.5000000000,353.4283000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,304.2217000000,-220.0000000000,0.0000000000,0,observed,5
16,RegionF,403.9700000000,315.1000000000,0.2497000000,307.3908004233,800.0000000000,0.0000000000,0.0000000000,382.5000000000,307.3908004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,272.6091995767,-220.0000000000,0.0000000000,0,observed,5
17,RegionF,586.0700000000,457.1300000000,0.2542000000,331.7367004233,722.3500000000,0.0000000000,0.0000000000,382.5000000000,331.7367004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,170.6132995767,-220.0000000000,0.0000000000,0,observed,5
18,RegionF,586.3800000000,457.3800000000,0.2595000000,310.2737004233,650.0000000000,0.0000000000,0.0000000000,382.5000000000,310.2737004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,119.7262995767,-220.0000000000,0.0000000000,0,observed,5
19,RegionF,586.6800000000,457.6100000000,0.2651000000,271.9324000000,587.8700000000,0.0000000000,0.0000000000,382.5000000000,271.9324000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,95.9376000000,-220.0000000000,0.0000000000,0,observed,5
20,RegionF,586.9800000000,457.8400000000,0.2707000000,319.8495000000,540.1900000000,0.0000000000,0.0000000000,382.5000000000,319.8495000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.3405000000,-220.0000000000,0.0000000000,0,observed,5
21,RegionF,587.2700000000,458.0700000000,0.2759000000,325.3993995767,510.2200000000,0.0000000000,0.0000000000,382.5000000000,325.3993995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.8206004233,0.0000000000,-184.8206004233,0.0000000000,0,observed,5
22,RegionF,364.6800000000,284.4500000000,0.2804000000,368.4523995767,500.0000000000,0.0000000000,0.0000000000,382.5000000000,368.4523995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,131.5476004233,0.0000000000,-131.5476004233,0.0000000000,0,observed,5
23,RegionF,364.8500000000,284.5800000000,0.2839000000,391.4902000000,510.2200000000,0.0000000000,0.0000000000,382.5000000000,391.4902000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,118.7298000000,0.0000000000,-118.7298000000,0.0000000000,0,observed,5
0,RegionA,468.0000000000,0.0000000000,0.6679000000,499.1490004500,540.1900000000,0.0000000000,0.0000000000,157.5000000000,499.1490004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,41.0409995500,0.0000000000,0.0000000000,0,high_carbon_price,5
1,RegionA,468.3100000000,0.0000000000,0.6703000000,535.4235000000,587.8700000000,0.0000000000,0.0000000000,157.5000000000,535.4235000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,52.4465000000,0.0000000000,0.0000000000,0,high_carbon_price,5
2,RegionA,468.6100000000,0.0000000000,0.6693000000,544.3200000000,650.0000000000,0.0000000000,0.0000000000,157.5000000000,544.3200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,105.6800000000,0.0000000000,0.0000000000,0,high_carbon_price,5
3,RegionA,468.9100000000,0.0000000000,0.6650000000,544.3200000000,722.3500000000,0.0000000000,0.0000000000,157.5000000000,544.3200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.0300000000,0.0000000000,0.0000000000,0,high_carbon_price,5
4,RegionA,469.2200000000,0.0000000000,0.6578000000,544.3199995500,800.0000000000,0.0000000000,0.0000000000,157.5000000000,544.3199995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,255.6800004500,0.0000000000,0.0000000000,0,high_carbon_price,5
5,RegionA,469.5200000000,0.0000000000,0.6483000000,544.3200000000,877.6500000000,0.0000000000,0.0000000000,157.5000000000,544.3200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,333.3300000000,0.0000000000,0.0000000000,0,high_carbon_price,5
6,RegionA,469.8200000000,0.0000000000,0.6370000000,544.3200004500,950.0000000000,0.0000000000,0.0000000000,157.5000000000,544.3200004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,405.6799995500,0.0000000000,0.0000000000,0,high_carbon_price,5
7,RegionA,723.2600000000,0.0000000000,0.6248000000,544.3200004500,1012.1300000000,0.0000000000,0.0000000000,157.5000000000,544.3200004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,467.8099995500,0.0000000000,0.0000000000,0,high_carbon_price,5
8,RegionA,723.7100000000,0.0000000000,0.6126000000,544.3200000000,1059.8100000000,0.0000000000,0.0000000000,157.5000000000,544.3200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,515.4900000000,0.0000000000,0.0000000000,0,high_carbon_price,5
9,RegionA,724.1600000000,0.0000000000,0.6013000000,544.3199995500,1089.7800000000,0.0000000000,0.0000000000,157.5000000000,544.3199995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,545.4600004500,0.0000000000,0.0000000000,0,high_carbon_price,5
10,RegionA,724.6100000000,0.0000000000,0.5917000000,531.7110004500,1100.0000000000,0.0000000000,0.0000000000,157.5000000000,531.7110004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,568.2889995500,0.0000000000,0.0000000000,0,high_carbon_price,5
11,RegionA,725.0400000000,0.0000000000,0.5845000000,506.1015000000,1089.7800000000,0.0000000000,0.0000000000,157.5000000000,506.1015000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,583.6785000000,0.0000000000,0.0000000000,0,high_carbon_price,5
12,RegionA,725.4800000000,0.0000000000,0.5802000000,466.4789995500,1059.8100000000,0.0000000000,0.0000000000,157.5000000000,466.4789995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,593.3310004500,0.0000000000,0.0000000000,0,high_carbon_price,5
13,RegionA,725.9000000000,0.0000000000,0.5791000000,443.6667000000,1012.1300000000,0.0000000000,0.0000000000,157.5000000000,443.6667000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,568.4633000000,0.0000000000,0.0000000000,0,high_carbon_price,5
14,RegionA,726.3200000000,0.0000000000,0.5814000000,423.0872995500,950.0000000000,0.0000000000,0.0000000000,157.5000000000,423.0872995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,526.9127004500,0.0000000000,0.0000000000,0,high_carbon_price,5
15,RegionA,726.7400000000,0.0000000000,0.5869000000,379.0665000000,877.6500000000,0.0000000000,0.0000000000,157.5000000000,379.0665000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,498.5835000000,0.0000000000,0.0000000000,0,high_carbon_price,5
16,RegionA,727.1400000000,0.0000000000,0.5954000000,334.0439995500,800.0000000000,0.0000000000,0.0000000000,157.5000000000,334.0439995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,465.9560004500,0.0000000000,0.0000000000,0,high_carbon_price,5
17,RegionA,1054.9200000000,0.0000000000,0.6062000000,316.9124995500,722.3500000000,0.0000000000,0.0000000000,157.5000000000,316.9124995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,405.4375004500,0.0000000000,0.0000000000,0,high_carbon_price,5
18,RegionA,1055.4900000000,0.0000000000,0.6188000000,299.4434995500,650.0000000000,0.0000000000,0.0000000000,157.5000000000,299.4434995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,350.5565004500,0.0000000000,0.0000000000,0,high_carbon_price,5
19,RegionA,1056.0300000000,0.0000000000,0.6321000000,386.4914995500,587.8700000000,0.0000000000,0.0000000000,157.5000000000,386.4914995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,201.3785004500,0.0000000000,0.0000000000,0,high_carbon_price,5
20,RegionA,1056.5600000000,0.0000000000,0.6455000000,330.8849995500,540.1900000000,0.0000000000,0.0000000000,157.5000000000,330.8849995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,209.3050004500,0.0000000000,0.0000000000,0,high_carbon_price,5
21,RegionA,1057.0800000000,0.0000000000,0.6580000000,376.1235000000,510.2200000000,0.0000000000,0.0000000000,157.5000000000,376.1235000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,134.0965000000,0.0000000000,0.0000000000,0,high_carbon_price,5
22,RegionA,656.4300000000,0.0000000000,0.6687000000,388.0034995500,500.0000000000,0.0000000000,0.0000000000,157.5000000000,388.0034995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,111.9965004500,0.0000000000,0.0000000000,0,high_carbon_price,5
23,RegionA,656.7300000000,0.0000000000,0.6771000000,408.9284995500,510.2200000000,0.0000000000,0.0000000000,157.5000000000,408.9284995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,101.2915004500,0.0000000000,0.0000000000,0,high_carbon_price,5
0,RegionB,448.5000000000,0.0000000000,0.6248000000,458.7435004500,540.1900000000,0.0000000000,0.0000000000,144.0000000000,458.7435004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,81.4464995500,0.0000000000,0.0000000000,0,high_carbon_price,5
1,RegionB,448.7900000000,0.0000000000,0.6271000000,527.3369995500,587.8700000000,0.0000000000,0.0000000000,144.0000000000,527.3369995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,60.5330004500,0.0000000000,0.0000000000,0,high_carbon_price,5
2,RegionB,449.0800000000,0.0000000000,0.6261000000,531.3599995500,650.0000000000,0.0000000000,0.0000000000,144.0000000000,531.3599995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,118.6400004500,0.0000000000,0.0000000000,0,high_carbon_price,5
3,RegionB,449.3800000000,0.0000000000,0.6221000000,531.3600000000,722.3500000000,0.0000000000,0.0000000000,144.0000000000,531.3600000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,190.9900000000,0.0000000000,0.0000000000,0,high_carbon_price,5
4,RegionB,449.6700000000,0.0000000000,0.6154000000,531.3600004500,800.0000000000,0.0000000000,0.0000000000,144.0000000000,531.3600004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,268.6399995500,0.0000000000,0.0000000000,0,high_carbon_price,5
5,RegionB,449.9600000000,0.0000000000,0.6064000000,531.3599995500,877.6500000000,0.0000000000,0.0000000000,144.0000000000,531.3599995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,346.2900004500,0.0000000000,0.0000000000,0,high_carbon_price,5
6,RegionB,450.2400000000,0.0000000000,0.5959000000,531.3600000000,950.0000000000,0.0000000000,0.0000000000,144.0000000000,531.3600000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,418.6400000000,0.0000000000,0.0000000000,0,high_carbon_price,5
7,RegionB,693.1200000000,0.0000000000,0.5845000000,531.3599995500,1012.1300000000,0.0000000000,0.0000000000,144.0000000000,531.3599995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,480.7700004500,0.0000000000,0.0000000000,0,high_carbon_price,5
8,RegionB,693.5600000000,0.0000000000,0.5731000000,531.3599995500,1059.8100000000,0.0000000000,0.0000000000,144.0000000000,531.3599995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,528.4500004500,0.0000000000,0.0000000000,0,high_carbon_price,5
9,RegionB,693.9900000000,0.0000000000,0.5625000000,531.3600000000,1089.7800000000,0.0000000000,0.0000000000,144.0000000000,531.3600000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,558.4200000000,0.0000000000,0.0000000000,0,high_carbon_price,5
10,RegionB,694.4100000000,0.0000000000,0.5535000000,531.3600000000,1100.0000000000,0.0000000000,0.0000000000,144.0000000000,531.3600000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,568.6400000000,0.0000000000,0.0000000000,0,high_carbon_price,5
11,RegionB,694.8300000000,0.0000000000,0.5468000000,531.3599995500,1089.7800000000,0.0000000000,0.0000000000,144.0000000000,531.3599995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,558.4200004500,0.0000000000,0.0000000000,0,high_carbon_price,5
12,RegionB,695.2500000000,0.0000000000,0.5427000000,482.3819995500,1059.8100000000,0.0000000000,0.0000000000,144.0000000000,482.3819995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,577.4280004500,0.0000000000,0.0000000000,0,high_carbon_price,5
13,RegionB,695.6600000000,0.0000000000,0.5417000000,443.2360495500,1012.1300000000,0.0000000000,0.0000000000,144.0000000000,443.2360495500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,568.8939504500,0.0000000000,0.0000000000,0,high_carbon_price,5
14,RegionB,696.0600000000,0.0000000000,0.5439000000,422.4338995500,950.0000000000,0.0000000000,0.0000000000,144.0000000000,422.4338995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,527.5661004500,0.0000000000,0.0000000000,0,high_carbon_price,5
15,RegionB,696.4500000000,0.0000000000,0.5491000000,377.5004995500,877.6500000000,0.0000000000,0.0000000000,144.0000000000,377.5004995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,500.1495004500,0.0000000000,0.0000000000,0,high_carbon_price,5
16,RegionB,696.8400000000,0.0000000000,0.5570000000,341.6593500000,800.0000000000,0.0000000000,0.0000000000,144.0000000000,341.6593500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,458.3406500000,0.0000000000,0.0000000000,0,high_carbon_price,5
17,RegionB,1010.9700000000,0.0000000000,0.5671000000,344.7360004500,722.3500000000,0.0000000000,0.0000000000,144.0000000000,344.7360004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,377.6139995500,0.0000000000,0.0000000000,0,high_carbon_price,5
18,RegionB,1011.5100000000,0.0000000000,0.5788000000,291.1005004500,650.0000000000,0.0000000000,0.0000000000,144.0000000000,291.1005004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,358.8994995500,0.0000000000,0.0000000000,0,high_carbon_price,5
19,RegionB,1012.0300000000,0.0000000000,0.5913000000,336.9734995500,587.8700000000,0.0000000000,0.0000000000,144.0000000000,336.9734995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,250.8965004500,0.0000000000,0.0000000000,0,high_carbon_price,5
20,RegionB,1012.5400000000,0.0000000000,0.6038000000,356.0760000000,540.1900000000,0.0000000000,0.0000000000,144.0000000000,356.0760000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.1140000000,0.0000000000,0.0000000000,0,high_carbon_price,5
21,RegionB,1013.0400000000,0.0000000000,0.6155000000,375.3270000000,510.2200000000,0.0000000000,0.0000000000,144.0000000000,375.3270000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,134.8930000000,0.0000000000,0.0000000000,0,high_carbon_price,5
22,RegionB,629.0800000000,0.0000000000,0.6256000000,423.6299995500,500.0000000000,0.0000000000,0.0000000000,144.0000000000,423.6299995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,76.3700004500,0.0000000000,0.0000000000,0,high_carbon_price,5
23,RegionB,629.3700000000,0.0000000000,0.6334000000,444.7440004500,510.2200000000,0.0000000000,0.0000000000,144.0000000000,444.7440004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,65.4759995500,0.0000000000,0.0000000000,0,high_carbon_price,5
0,RegionC,435.5000000000,0.0000000000,0.5925000000,468.1097995400,540.1900000000,0.0000000000,0.0000000000,135.0000000000,468.1097995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,72.0802004600,0.0000000000,0.0000000000,0,high_carbon_price,5
1,RegionC,435.7800000000,0.0000000000,0.5946000000,536.5440000000,587.8700000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,51.3260000000,0.0000000000,0.0000000000,0,high_carbon_price,5
2,RegionC,436.0700000000,0.0000000000,0.5937000000,536.5440000000,650.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,113.4560000000,0.0000000000,0.0000000000,0,high_carbon_price,5
3,RegionC,436.3500000000,0.0000000000,0.5900000000,536.5440000000,722.3500000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,185.8060000000,0.0000000000,0.0000000000,0,high_carbon_price,5
4,RegionC,436.6300000000,0.0000000000,0.5836000000,536.5440000000,800.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,263.4560000000,0.0000000000,0.0000000000,0,high_carbon_price,5
5,RegionC,436.9100000000,0.0000000000,0.5751000000,536.5439995400,877.6500000000,0.0000000000,0.0000000000,135.0000000000,536.5439995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,341.1060004600,0.0000000000,0.0000000000,0,high_carbon_price,5
6,RegionC,437.1900000000,0.0000000000,0.5651000000,536.5440000000,950.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,413.4560000000,0.0000000000,0.0000000000,0,high_carbon_price,5
7,RegionC,673.0300000000,0.0000000000,0.5543000000,536.5439995400,1012.1300000000,0.0000000000,0.0000000000,135.0000000000,536.5439995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,475.5860004600,0.0000000000,0.0000000000,0,high_carbon_price,5
8,RegionC,673.4500000000,0.0000000000,0.5435000000,536.5440004600,1059.8100000000,0.0000000000,0.0000000000,135.0000000000,536.5440004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,523.2659995400,0.0000000000,0.0000000000,0,high_carbon_price,5
