competition,year,problem,paper_id,title,award_or_label,access,source_url,resource_url,card_file,card_schema_version,review_status,authenticity_level,pdf_sha256,evidence_page_count,code_link_count,cached_pages,reported_total_pages,notes
GMCM,2020,C,gmcm-2020-c-c20102470319,面向康复工程的脑电信号分析和判别模型,镜像目录称优秀论文，未独立核验,public_cached_blob,https://api.github.com/repos/personqianduixue/Math_Model/git/blobs/2d7c27f99d9cb8a5602a173e9432303513007092,,deep-read-mcm-gmcm/gmcm-2020-c-c20102470319.json,3.0,evidence_deep_read,C,b9a7b5bc5b120cd049989e7d0d39220440e07d7099c222a6ae64d6063a30d0d6,7,1,,42,已完成全文提取与页码定位，但奖项真实性不足；只迁移内容结构，不作获奖经验依据
HuashuCup,2025,index,huashu-2025-index,华数杯 2025 official competition index,official_results_index,index_only_official_results,https://www.huashubei.com/,https://www.huashubei.com/,huashu-2025-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
ICM,2006,C,icm-2006-c-787,The United Nations and the Quest for the Holy Grail (of AIDS),Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/252d51dfd2ad374092ee40326babeccea9f01c54,,deep-read-mcm-gmcm/icm-2006-c-787.json,3.0,evidence_deep_read,B,71c424eef1b5448d017227b8ca17051cf3c3e0aced3b7ee4caaa2a885ec490b7,7,1,,32,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
ICM,2007,C,icm-2007-c-2052,Optimizing the Effectiveness of Organ Allocation,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/454faf0b282cc2be3a672e4235fe2a0c98f2eaf2,,deep-read-mcm-gmcm/icm-2007-c-2052.json,3.0,evidence_deep_read,B,aaba16bca00083ff73d65ed52e6bbb00fa265cc0d66f4f2d98ad3ace8d4c95d1,7,1,,27,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
ICM,2010,C,icm-2010-c-6947,A new method for pollution abatement: different solutions to different types,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/22d1af27d80083bc5f0b004c1e00d4e7e556b549,,deep-read-mcm-gmcm/icm-2010-c-6947.json,3.0,evidence_deep_read,B,c5305f349e994358e62a40e7a5a9f40dbfd374e28a438fac79b35b3b234f5132,6,1,,11,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
ICM,2024,D,icm-2024-d-2417831,Great Lakes Water Problem,Outstanding Winner; Leonhard Euler Award,index_only_fulltext_requires_mathmodels_membership,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2024/results/index.html,https://www.comap.org/membership/member-resources/item/great-lakes-water-problem,icm-2024-d-2417831.json,1,official_results_index_only,,,0,0,,,官方结果页核验队号2417831与奖项；未读取受限全文
ICM,2024,E,icm-2024-e-2400860,Sustainability of Property Insurance,Outstanding Winner; Rachel Carson Award,index_only_fulltext_requires_mathmodels_membership,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2024/results/index.html,https://www.comap.org/membership/member-resources/item/sustainability-of-property-insurance,icm-2024-e-2400860.json,1,official_results_index_only,,,0,0,,,官方结果页核验队号2400860与奖项；未读取受限全文
ICM,2024,F,icm-2024-f-2409949,Reducing Illegal Wildlife Trade,Outstanding Winner; SIAM Award; COMAP Scholarship Award,index_only_fulltext_requires_mathmodels_membership,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2024/results/index.html,https://www.comap.org/membership/member-resources/item/reducing-illegal-wildlife-trade,icm-2024-f-2409949.json,1,official_results_index_only,,,0,0,,,官方结果页核验队号2409949与奖项；未读取受限全文
ICM,2025,D,icm-2025-d-index,ICM 2025 Problem D official results index,official_results_index,index_only_official_results,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/index.html,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/2025_ICM_Problem_D_Results.pdf,icm-2025-d-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
MathorCup,2023,index,mathorcup-2023-index,MathorCup 2023 official competition index,official_results_index,index_only_official_results,https://www.mathorcup.org/,https://www.saikr.com/vse/mathorcup/2023,mathorcup-2023-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
MathorCup,2024,index,mathorcup-2024-index,MathorCup 2024 official competition index,official_results_index,index_only_official_results,https://www.mathorcup.org/,https://www.saikr.com/vse/mathorcup/2024,mathorcup-2024-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
MathorCup,2025,index,mathorcup-2025-index,MathorCup 2025 official competition index,official_results_index,index_only_official_results,https://www.mathorcup.org/,https://www.saikr.com/vse/mathorcup/2025,mathorcup-2025-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
MCM,2006,A,mcm-2006-a-883,"Optimization of irrigation time, pipe set placements, and irrigation uniformity for a hand move system",Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/7e44d90f05c84cf519588a79ff919734fb655c72,,deep-read-mcm-gmcm/mcm-2006-a-883.json,3.0,evidence_deep_read,B,12787fd8f903c7947f208b5ef4b9a66de3d00982aa594ed77ada15fd1e296153,6,1,,23,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2006,B,mcm-2006-b-868,A Simulation-Driven Approach For A Cost Efficient Airport Wheelchair Assistance Service,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/5b78c0c3dfdd4e63eaee9fa6b7eb43ed34c8f0bb,,deep-read-mcm-gmcm/mcm-2006-b-868.json,3.0,evidence_deep_read,B,4a742ada6f0946f9d139d2f64e8ffe206320e13b9f5b002c2084496e15642170,6,1,,19,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2007,A,mcm-2007-a-1034,Applying Voronoi Diagrams to the Redistricting Problem,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/4c7e0a7bf9b22508cca2264a8f2fdf0019a61efb,,deep-read-mcm-gmcm/mcm-2007-a-1034.json,3.0,evidence_deep_read,B,e44ee158eaf8ac70c846b4584f1c3a6eff38029b4b26c5a5c3673742fd37831a,7,1,,21,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2007,B,mcm-2007-b-2053,Boarding at the Speed of Flight,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/5029319ba4d0385194990f113e4b724c885b2cb7,,deep-read-mcm-gmcm/mcm-2007-b-2053.json,3.0,evidence_deep_read,B,009e1fc87d77531c65091e2df79eb64ded20b0b5ccf6eacde2909663573e24d4,7,1,,30,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2008,A,mcm-2008-a-3694,Mathematically Modeling Sea Level Rise,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/874a47b26f67b7813044c938b0bdddd82abfd195,,deep-read-mcm-gmcm/mcm-2008-a-3694.json,3.0,evidence_deep_read,B,16f89d4916a963165935324e81dfae87bda88a589a6befc9d71fba06cf03e74d,6,1,,37,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2008,B,mcm-2008-b-2858,hsolve: A Difficulty Metric and Puzzle Generator for Sudoku,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/e755593b59531a1e6f9d48d1bada6d0e01b2197e,,deep-read-mcm-gmcm/mcm-2008-b-2858.json,3.0,evidence_deep_read,B,7bdc6242e20312d7cb345508f86290522d7c2673befcb239dcdb981ffedcd046,6,1,,26,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2009,A,mcm-2009-a-4339,Three steps to make the traffic circle go round,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/908389666c5ce8de13e6cfff439eabd0d19c270b,,deep-read-mcm-gmcm/mcm-2009-a-4339.json,3.0,evidence_deep_read,B,e32d833884b2c471c67401fba41aa1dcc7957929fec6824fd9fe43566ce5e6f0,6,1,,24,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2010,A,mcm-2010-a-6749,"Modeling the Sweet Spot of Wood, Corked, and Metal Baseball Bats",Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/df95cccdf8a2d6d4a5386678cf861ebc96db9061,,deep-read-mcm-gmcm/mcm-2010-a-6749.json,3.0,evidence_deep_read,B,395f556a108555949451911e9ef4cedabe57aa3049c33964b95df0febf9a0f01,6,1,,52,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2010,B,mcm-2010-b-7273,Tracking Serial Criminals with a Road Metric,Outstanding Winner,public_cached_blob,https://api.github.com/repos/zhanwen/MathModel/git/blobs/f8f91442e2ae6e5006a9304fab6e629e6fe9787c,,deep-read-mcm-gmcm/mcm-2010-b-7273.json,3.0,evidence_deep_read,B,e234c9a6a3f86012ab9fa52b41287ecb8811705f0514c561a582d6bf281c38f8,7,1,,19,已完成证据级阅读；只迁移可由页面或代码定位支持的经验
MCM,2024,A,mcm-2024-a-2407093,Resource Availability and Sex Ratios,Outstanding Winner; AMS Award,index_only_fulltext_requires_mathmodels_membership,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2024/results/index.html,https://www.comap.org/membership/member-resources/item/resource-availability-and-sex-ratios,mcm-2024-a-2407093.json,1,official_results_index_only,,,0,0,,,官方结果页核验队号2407093与奖项；未读取受限全文
MCM,2024,B,mcm-2024-b-2419984,Searching for Submersibles,Outstanding Winner; AMS Award; COMAP Scholarship Award,index_only_fulltext_requires_mathmodels_membership,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2024/results/index.html,https://www.comap.org/membership/member-resources/item/searching-for-submersibles,mcm-2024-b-2419984.json,1,official_results_index_only,,,0,0,,,官方结果页核验队号2419984与奖项；未读取受限全文
MCM,2024,C,mcm-2024-c-2401298,Momentum in Tennis,Outstanding Winner; AMS Award,index_only_fulltext_requires_mathmodels_membership,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2024/results/index.html,https://www.comap.org/membership/member-resources/item/momentum-in-tennis,mcm-2024-c-2401298.json,1,official_results_index_only,,,0,0,,,官方结果页核验队号2401298与奖项；未读取受限全文
MCM,2025,A,mcm-2025-a-index,MCM 2025 Problem A official results index,official_results_index,index_only_official_results,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/index.html,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/2025_MCM_Problem_A_Results.pdf,mcm-2025-a-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
MCM,2025,B,mcm-2025-b-index,MCM 2025 Problem B official results index,official_results_index,index_only_official_results,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/index.html,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/2025_MCM_Problem_B_Results.pdf,mcm-2025-b-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
MCM,2025,C,mcm-2025-c-index,MCM 2025 Problem C official results index,official_results_index,index_only_official_results,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/index.html,https://www.contest.comap.com/undergraduate/contests/mcm/contests/2025/results/2025_MCM_Problem_C_Results.pdf,mcm-2025-c-index.json,1,official_results_index_only,,,0,0,,,仅作为官方赛事/结果索引；未读取论文全文，不用于版式或模型结论
