WindowID,Method,Seed,TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,LatestFinishHour
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9704,BatchInference,RegionC,RegionC,1190,71400,71696,296,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9715,BatchInference,RegionA,RegionC,1190,71400,71793,393,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9727,RealTimeInference,RegionA,RegionA,1186,71160,71347,187,2,20,1190
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9780,AITraining,RegionB,RegionC,1197,71940,72183,243,45,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9794,AITraining,RegionD,RegionF,1204,72480,72793,313,63,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9832,BatchInference,RegionA,RegionC,1222,73320,73362,42,14,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9855,BatchInference,RegionC,RegionC,1214,72840,72928,88,22,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9864,RealTimeInference,RegionC,RegionC,1205,72300,72445,145,5,20,1208
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9870,RealTimeInference,RegionC,RegionC,1205,72300,72556,256,7,20,1210
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9930,RealTimeInference,RegionE,RegionE,1200,72000,72294,294,1,20,1205
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,9988,BatchInference,RegionE,RegionE,1204,72240,72565,325,14,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10058,AITraining,RegionD,RegionF,1195,71820,72204,384,59,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10109,BatchInference,RegionB,RegionB,1204,72240,72615,375,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10139,BatchInference,RegionE,RegionE,1176,70560,70832,272,10,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10155,BatchInference,RegionB,RegionB,1202,72120,72166,46,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10196,AITraining,RegionE,RegionE,1179,70740,70810,70,76,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10225,AITraining,RegionF,RegionF,1198,71880,72028,148,16,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10230,BatchInference,RegionD,RegionF,1179,70740,71010,270,11,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10299,BatchInference,RegionB,RegionB,1187,71220,71561,341,17,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10381,RealTimeInference,RegionC,RegionC,1202,72120,72449,329,1,20,1208
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10480,RealTimeInference,RegionC,RegionC,1178,70680,71029,349,3,20,1184
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10531,RealTimeInference,RegionB,RegionB,1219,73140,73427,287,3,20,1224
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10541,AITraining,RegionB,RegionB,1198,72000,72257,257,91,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10553,AITraining,RegionF,RegionF,1184,71100,71495,395,125,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10576,AITraining,RegionD,RegionF,1186,71160,71408,248,33,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10624,RealTimeInference,RegionC,RegionC,1199,71940,72060,120,2,20,1201
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10679,RealTimeInference,RegionA,RegionA,1184,71040,71433,393,2,20,1191
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10763,AITraining,RegionF,RegionE,1184,72000,72354,354,86,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10771,RealTimeInference,RegionA,RegionA,1204,72240,72610,370,1,20,1211
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10835,RealTimeInference,RegionD,RegionD,1202,72120,72272,152,6,20,1205
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10930,RealTimeInference,RegionB,RegionB,1182,70920,71213,293,6,20,1187
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10932,AITraining,RegionE,RegionE,1185,71100,71483,383,44,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,10970,RealTimeInference,RegionB,RegionB,1205,72300,72607,307,4,20,1211
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11009,BatchInference,RegionC,RegionC,1215,72900,73091,191,10,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11026,BatchInference,RegionA,RegionC,1202,72120,72237,117,23,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11081,AITraining,RegionD,RegionF,1200,72120,72254,134,61,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11121,AITraining,RegionE,RegionE,1220,73200,73569,369,110,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11179,BatchInference,RegionB,RegionB,1179,70740,70955,215,23,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11215,AITraining,RegionF,RegionF,1183,70980,71360,380,25,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11314,AITraining,RegionF,RegionF,1206,72360,72494,134,51,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11358,BatchInference,RegionD,RegionD,1222,73320,73680,360,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11554,RealTimeInference,RegionB,RegionB,1176,70560,70611,51,3,20,1177
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11592,AITraining,RegionD,RegionF,1196,72180,72527,347,95,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11737,BatchInference,RegionC,RegionC,1187,71220,71365,145,14,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11743,RealTimeInference,RegionA,RegionA,1222,73320,73682,362,6,20,1229
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11806,AITraining,RegionF,RegionF,1222,73380,73650,270,62,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11814,RealTimeInference,RegionA,RegionA,1214,72840,72966,126,5,20,1217
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11820,BatchInference,RegionA,RegionA,1199,71940,72143,203,6,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11884,AITraining,RegionF,RegionE,1212,73470,73800,330,64,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11929,BatchInference,RegionD,RegionF,1193,71580,71714,134,12,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11956,BatchInference,RegionE,RegionE,1205,72300,72618,318,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,11998,RealTimeInference,RegionA,RegionA,1215,72900,73046,146,1,20,1218
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12017,AITraining,RegionC,RegionC,1212,72720,72794,74,110,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12045,RealTimeInference,RegionB,RegionB,1213,72780,73069,289,3,20,1218
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12156,BatchInference,RegionB,RegionC,1220,73200,73409,209,14,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12177,RealTimeInference,RegionB,RegionB,1183,70980,71059,79,5,20,1185
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12186,BatchInference,RegionE,RegionE,1187,71220,71485,265,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12196,BatchInference,RegionC,RegionC,1187,71220,71369,149,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12224,BatchInference,RegionD,RegionF,1199,71940,71965,25,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12228,AITraining,RegionD,RegionE,1205,72480,72832,352,92,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12242,BatchInference,RegionC,RegionC,1210,72600,72675,75,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12260,RealTimeInference,RegionA,RegionA,1207,72420,72431,11,1,20,1208
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12265,AITraining,RegionF,RegionF,1181,70860,70873,13,114,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12274,RealTimeInference,RegionA,RegionA,1177,70620,70868,248,6,20,1182
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12314,AITraining,RegionD,RegionE,1211,72900,73251,351,41,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12320,BatchInference,RegionB,RegionB,1185,71100,71282,182,4,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12354,RealTimeInference,RegionB,RegionB,1198,71880,71926,46,4,20,1199
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12380,BatchInference,RegionC,RegionC,1177,70620,70634,14,6,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12381,RealTimeInference,RegionB,RegionB,1207,72420,72574,154,6,20,1210
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12384,AITraining,RegionB,RegionB,1218,73440,73780,340,22,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12477,BatchInference,RegionB,RegionC,1195,71700,71768,68,21,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12598,BatchInference,RegionD,RegionD,1222,73320,73626,306,8,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12804,AITraining,RegionB,RegionB,1183,70980,71000,20,93,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12882,BatchInference,RegionF,RegionF,1201,72060,72141,81,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,12918,AITraining,RegionD,RegionE,1177,70620,70811,191,126,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13001,AITraining,RegionC,RegionC,1200,72000,72104,104,121,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13019,BatchInference,RegionE,RegionE,1221,73260,73531,271,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13031,RealTimeInference,RegionC,RegionC,1181,70860,70894,34,4,20,1182
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13032,AITraining,RegionF,RegionE,1199,72360,72573,213,107,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13045,BatchInference,RegionE,RegionE,1191,71460,71624,164,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13075,BatchInference,RegionC,RegionC,1198,71880,71956,76,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13164,RealTimeInference,RegionF,RegionF,1206,72360,72514,154,7,20,1209
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13192,RealTimeInference,RegionA,RegionA,1192,71520,71878,358,3,20,1198
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13271,RealTimeInference,RegionA,RegionA,1206,72360,72625,265,4,20,1211
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13361,AITraining,RegionA,RegionC,1187,71220,71499,279,79,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13453,BatchInference,RegionA,RegionB,1178,70680,70920,240,12,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13462,BatchInference,RegionC,RegionC,1197,71820,71885,65,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13486,BatchInference,RegionA,RegionB,1201,72060,72371,311,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13525,BatchInference,RegionA,RegionC,1216,72960,73302,342,22,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13601,AITraining,RegionE,RegionE,1195,71760,71958,198,38,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13643,BatchInference,RegionF,RegionE,1222,73320,73378,58,10,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13655,AITraining,RegionF,RegionF,1212,72720,72877,157,97,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13690,AITraining,RegionD,RegionE,1209,72960,73166,206,59,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13773,RealTimeInference,RegionC,RegionC,1186,71160,71401,241,3,20,1191
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13816,AITraining,RegionD,RegionE,1189,71640,71918,278,17,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13842,RealTimeInference,RegionA,RegionA,1221,73260,73626,366,5,20,1228
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13935,RealTimeInference,RegionB,RegionB,1209,72540,72761,221,2,20,1213
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,13949,RealTimeInference,RegionB,RegionB,1184,71040,71166,126,7,20,1187
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14033,RealTimeInference,RegionB,RegionB,1213,72780,72976,196,1,20,1217
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14096,BatchInference,RegionA,RegionB,1184,71040,71377,337,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14118,RealTimeInference,RegionB,RegionB,1216,72960,73143,183,1,20,1220
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14154,AITraining,RegionF,RegionF,1178,70680,71067,387,41,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14157,AITraining,RegionD,RegionF,1218,73200,73406,206,90,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14192,BatchInference,RegionD,RegionF,1214,72840,73208,368,17,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14202,BatchInference,RegionB,RegionB,1180,70800,70854,54,4,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14271,RealTimeInference,RegionC,RegionC,1192,71520,71622,102,5,20,1194
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14292,AITraining,RegionF,RegionE,1221,73260,73432,172,60,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14505,AITraining,RegionD,RegionD,1195,72060,72381,321,76,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14543,BatchInference,RegionB,RegionC,1194,71640,71861,221,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14569,BatchInference,RegionA,RegionB,1178,70680,70852,172,21,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14626,RealTimeInference,RegionC,RegionC,1223,73380,73550,170,4,20,1226
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14634,BatchInference,RegionA,RegionA,1181,70860,71041,181,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14703,RealTimeInference,RegionB,RegionB,1184,71040,71113,73,1,20,1186
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14741,BatchInference,RegionB,RegionB,1222,73320,73354,34,12,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14774,RealTimeInference,RegionB,RegionB,1181,70860,71075,215,4,20,1185
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14785,RealTimeInference,RegionA,RegionA,1186,71160,71391,231,2,20,1190
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14804,RealTimeInference,RegionF,RegionF,1212,72720,73043,323,2,20,1218
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14833,AITraining,RegionD,RegionF,1219,73591,73800,209,125,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14839,BatchInference,RegionB,RegionB,1214,72840,72877,37,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14853,AITraining,RegionD,RegionD,1196,71880,72225,345,36,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14898,RealTimeInference,RegionA,RegionA,1195,71700,71736,36,7,20,1196
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,14989,RealTimeInference,RegionA,RegionA,1204,72240,72458,218,3,20,1208
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15019,BatchInference,RegionE,RegionE,1217,73020,73036,16,10,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15044,AITraining,RegionE,RegionE,1178,70680,70787,107,54,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15052,BatchInference,RegionE,RegionE,1178,70680,70824,144,15,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15083,AITraining,RegionE,RegionE,1220,73630,73800,170,112,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15140,AITraining,RegionD,RegionE,1192,71880,72169,289,98,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15207,AITraining,RegionD,RegionE,1179,71040,71146,106,118,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15210,AITraining,RegionF,RegionE,1211,72840,73060,220,99,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15280,BatchInference,RegionD,RegionE,1199,72360,72740,380,21,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15294,AITraining,RegionE,RegionE,1202,72120,72155,35,21,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15331,AITraining,RegionD,RegionF,1193,72000,72141,141,111,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15385,BatchInference,RegionD,RegionE,1195,71700,71725,25,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15502,BatchInference,RegionC,RegionC,1188,71280,71329,49,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15515,BatchInference,RegionB,RegionB,1212,72720,73033,313,21,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15518,RealTimeInference,RegionC,RegionC,1177,70620,70841,221,1,20,1181
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15674,BatchInference,RegionD,RegionF,1193,71580,71782,202,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15684,BatchInference,RegionA,RegionB,1213,72780,73040,260,11,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15690,AITraining,RegionB,RegionC,1191,71460,71612,152,32,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15740,AITraining,RegionE,RegionE,1180,70800,70937,137,65,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15776,AITraining,RegionD,RegionF,1190,71400,71782,382,23,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15838,BatchInference,RegionD,RegionF,1198,71880,71898,18,17,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15890,AITraining,RegionE,RegionE,1195,71820,72147,327,21,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15894,BatchInference,RegionA,RegionC,1219,73140,73380,240,6,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,15946,BatchInference,RegionA,RegionC,1196,71760,71794,34,15,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16055,RealTimeInference,RegionC,RegionC,1182,70920,71234,314,7,20,1188
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16062,RealTimeInference,RegionC,RegionC,1215,72900,73284,384,6,20,1222
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16066,AITraining,RegionD,RegionD,1221,73469,73800,331,78,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16168,AITraining,RegionF,RegionE,1211,72840,73078,238,107,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16224,AITraining,RegionD,RegionF,1203,72300,72345,45,82,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16240,RealTimeInference,RegionD,RegionD,1214,72840,72907,67,7,20,1216
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16304,BatchInference,RegionD,RegionF,1179,70740,70975,235,4,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16362,AITraining,RegionE,RegionE,1198,71880,72191,311,103,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16394,AITraining,RegionD,RegionE,1177,70620,70867,247,110,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16408,RealTimeInference,RegionB,RegionB,1204,72240,72330,90,1,20,1206
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16479,AITraining,RegionD,RegionF,1189,72000,72293,293,83,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16608,RealTimeInference,RegionA,RegionA,1209,72540,72783,243,1,20,1214
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16679,RealTimeInference,RegionC,RegionC,1209,72540,72584,44,6,20,1210
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16767,AITraining,RegionD,RegionE,1220,73200,73303,103,62,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16791,AITraining,RegionF,RegionE,1192,71880,72023,143,120,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16876,BatchInference,RegionE,RegionE,1181,70860,70927,67,11,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,16928,RealTimeInference,RegionC,RegionC,1178,70680,70704,24,6,20,1179
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17119,BatchInference,RegionF,RegionF,1218,73080,73096,16,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17123,BatchInference,RegionC,RegionC,1222,73320,73687,367,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17132,RealTimeInference,RegionC,RegionC,1222,73320,73593,273,7,20,1227
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17163,AITraining,RegionE,RegionE,1220,73200,73295,95,113,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17230,BatchInference,RegionE,RegionE,1185,71100,71192,92,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17242,BatchInference,RegionD,RegionE,1187,71280,71632,352,23,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17250,RealTimeInference,RegionC,RegionC,1212,72720,72883,163,6,20,1215
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17309,BatchInference,RegionF,RegionE,1176,70560,70629,69,22,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17366,BatchInference,RegionD,RegionE,1218,73080,73432,352,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17449,BatchInference,RegionB,RegionC,1216,72960,73192,232,12,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17464,AITraining,RegionE,RegionE,1215,72900,73257,357,93,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17465,RealTimeInference,RegionC,RegionC,1200,72000,72097,97,3,20,1202
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17475,RealTimeInference,RegionA,RegionA,1179,70740,70947,207,7,20,1183
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17662,RealTimeInference,RegionC,RegionC,1189,71340,71722,382,6,20,1196
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17723,BatchInference,RegionF,RegionF,1211,72660,72864,204,17,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17870,BatchInference,RegionC,RegionC,1183,70980,70995,15,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,17891,BatchInference,RegionD,RegionF,1182,70920,71174,254,10,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18099,AITraining,RegionD,RegionE,1216,73620,73728,108,104,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18145,BatchInference,RegionB,RegionB,1190,71400,71605,205,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18204,BatchInference,RegionB,RegionB,1188,71280,71537,257,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18262,AITraining,RegionD,RegionF,1208,72480,72867,387,54,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18326,AITraining,RegionF,RegionE,1217,73500,73787,287,51,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18580,AITraining,RegionE,RegionE,1202,72120,72460,340,86,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18593,BatchInference,RegionD,RegionD,1183,70980,71118,138,6,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18615,BatchInference,RegionF,RegionE,1194,71640,71927,287,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18676,BatchInference,RegionB,RegionC,1214,72840,73019,179,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18686,RealTimeInference,RegionC,RegionC,1207,72420,72687,267,7,20,1212
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18726,BatchInference,RegionF,RegionF,1206,72360,72731,371,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18750,BatchInference,RegionD,RegionF,1221,73260,73325,65,4,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,18762,BatchInference,RegionB,RegionB,1223,73380,73606,226,19,80,2406
