TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,NetworkLatency_ms,LatestFinishHour,SLA_met,SchedulePhase
22636,RealTimeInference,RegionF,RegionF,2377,142620,142870,250,2,20,5,2382,True,q1-arrival
22705,AITraining,RegionE,RegionE,2385,143100,143235,135,80,150,5,2406,True,q1-arrival
22706,RealTimeInference,RegionC,RegionC,2391,143460,143505,45,2,20,5,2392,True,q1-arrival
22852,AITraining,RegionF,RegionF,2386,143160,143505,345,62,150,5,2406,True,q1-fix-and-opt
22871,BatchInference,RegionE,RegionE,2381,142860,143089,229,7,80,5,2406,True,q1-arrival
22890,RealTimeInference,RegionC,RegionC,2384,143040,143148,108,3,20,5,2386,True,q1-arrival
22926,BatchInference,RegionA,RegionA,2377,142620,142828,208,19,80,5,2406,True,q1-arrival
22937,AITraining,RegionF,RegionF,2386,143160,143297,137,52,150,5,2406,True,q1-arrival
23146,RealTimeInference,RegionC,RegionC,2387,143220,143553,333,3,20,5,2393,True,q1-arrival
23364,RealTimeInference,RegionE,RegionE,2392,143520,143635,115,5,20,5,2394,True,q1-arrival
23381,BatchInference,RegionD,RegionD,2394,143640,143880,240,15,80,5,2406,True,q1-arrival
23421,AITraining,RegionE,RegionE,2398,143880,144144,264,19,150,5,2406,True,q1-arrival
23424,RealTimeInference,RegionA,RegionA,2379,142740,143137,397,5,20,5,2386,True,q1-arrival
23479,AITraining,RegionD,RegionD,2377,142620,142751,131,113,150,5,2406,True,q1-arrival
23514,AITraining,RegionF,RegionF,2385,143100,143331,231,76,150,5,2406,True,q1-arrival
23544,RealTimeInference,RegionB,RegionB,2393,143580,143715,135,1,20,5,2396,True,q1-arrival
23667,BatchInference,RegionA,RegionA,2386,143160,143473,313,15,80,5,2406,True,q1-arrival
23682,RealTimeInference,RegionB,RegionB,2396,143760,144037,277,7,20,5,2401,True,q1-arrival
23708,RealTimeInference,RegionB,RegionB,2387,143220,143320,100,7,20,5,2389,True,q1-arrival
23890,RealTimeInference,RegionA,RegionA,2385,143100,143387,287,5,20,5,2390,True,q1-arrival
23936,AITraining,RegionD,RegionD,2389,143340,143570,230,127,150,5,2406,True,q1-fix-and-opt
24073,AITraining,RegionB,RegionB,2395,143700,143792,92,110,150,5,2406,True,q1-arrival
24255,BatchInference,RegionE,RegionE,2397,143820,143946,126,20,80,5,2406,True,q1-arrival
24477,BatchInference,RegionD,RegionD,2393,143580,143648,68,16,80,5,2406,True,q1-arrival
24568,RealTimeInference,RegionB,RegionB,2378,142680,142825,145,4,20,5,2381,True,q1-arrival
24572,BatchInference,RegionA,RegionA,2390,143400,143703,303,9,80,5,2406,True,q1-arrival
24641,BatchInference,RegionD,RegionD,2383,142980,143064,84,12,80,5,2406,True,q1-arrival
24714,RealTimeInference,RegionC,RegionC,2380,142800,143125,325,5,20,5,2386,True,q1-arrival
24748,RealTimeInference,RegionE,RegionE,2384,143040,143227,187,1,20,5,2388,True,q1-arrival
24774,BatchInference,RegionF,RegionF,2380,142800,142904,104,16,80,5,2406,True,q1-arrival
24949,BatchInference,RegionD,RegionD,2386,143160,143221,61,16,80,5,2406,True,q1-arrival
24995,BatchInference,RegionD,RegionD,2396,143760,143823,63,10,80,5,2406,True,q1-arrival
25000,RealTimeInference,RegionB,RegionB,2387,143220,143319,99,6,20,5,2389,True,q1-arrival
25215,RealTimeInference,RegionA,RegionA,2391,143460,143666,206,5,20,5,2395,True,q1-arrival
25467,RealTimeInference,RegionB,RegionB,2385,143100,143272,172,6,20,5,2388,True,q1-arrival
25631,BatchInference,RegionD,RegionD,2392,143520,143803,283,18,80,5,2406,True,q1-arrival
25757,BatchInference,RegionE,RegionE,2377,142620,142942,322,17,80,5,2406,True,q1-arrival
25763,AITraining,RegionE,RegionE,2391,143460,143750,290,114,150,5,2406,True,q1-fix-and-opt
25795,AITraining,RegionE,RegionE,2390,143400,143503,103,46,150,5,2406,True,q1-arrival
25839,RealTimeInference,RegionA,RegionA,2378,142680,143009,329,1,20,5,2384,True,q1-arrival
26136,AITraining,RegionE,RegionE,2390,143400,143452,52,120,150,5,2406,True,q1-arrival
26377,BatchInference,RegionB,RegionB,2376,142560,142946,386,17,80,5,2406,True,q1-arrival
26569,RealTimeInference,RegionB,RegionB,2384,143040,143106,66,5,20,5,2386,True,q1-arrival
26584,AITraining,RegionF,RegionE,2380,142800,142864,64,125,150,18,2406,True,q1-arrival
26590,AITraining,RegionF,RegionF,2385,143100,143395,295,27,150,5,2406,True,q1-arrival
26779,RealTimeInference,RegionB,RegionB,2384,143040,143145,105,2,20,5,2386,True,q1-arrival
26783,BatchInference,RegionA,RegionA,2377,142620,142758,138,16,80,5,2406,True,q1-arrival
26788,BatchInference,RegionF,RegionF,2386,143160,143477,317,12,80,5,2406,True,q1-arrival
26836,RealTimeInference,RegionA,RegionA,2396,143760,144032,272,7,20,5,2401,True,q1-arrival
27016,BatchInference,RegionD,RegionD,2378,142680,142751,71,23,80,5,2406,True,q1-arrival
27109,AITraining,RegionF,RegionE,2384,143040,143340,300,99,150,18,2406,True,q1-fix-and-opt
27293,AITraining,RegionF,RegionF,2388,143280,143600,320,50,150,5,2406,True,q1-arrival
27301,BatchInference,RegionA,RegionA,2392,143520,143712,192,5,80,5,2406,True,q1-arrival
27485,RealTimeInference,RegionA,RegionA,2393,143580,143726,146,5,20,5,2396,True,q1-arrival
27509,AITraining,RegionF,RegionF,2377,142620,143011,391,113,150,5,2406,True,q1-fix-and-opt
27547,BatchInference,RegionD,RegionD,2397,143820,143878,58,17,80,5,2406,True,q1-arrival
27636,RealTimeInference,RegionA,RegionA,2388,143280,143534,254,7,20,5,2393,True,q1-arrival
27637,AITraining,RegionD,RegionD,2391,143460,143491,31,50,150,5,2406,True,q1-arrival
27713,AITraining,RegionF,RegionF,2387,143220,143312,92,87,150,5,2406,True,q1-arrival
27964,AITraining,RegionD,RegionD,2396,143760,144145,385,25,150,5,2406,True,q1-arrival
28123,AITraining,RegionD,RegionD,2385,143100,143287,187,30,150,5,2406,True,q1-arrival
28161,BatchInference,RegionB,RegionB,2381,142860,143113,253,4,80,5,2406,True,q1-arrival
28165,BatchInference,RegionE,RegionE,2387,143220,143245,25,13,80,5,2406,True,q1-arrival
28388,AITraining,RegionF,RegionF,2385,143100,143388,288,85,150,5,2406,True,q1-fix-and-opt
28488,BatchInference,RegionA,RegionA,2392,143520,143559,39,14,80,5,2406,True,q1-arrival
28656,RealTimeInference,RegionC,RegionC,2396,143760,143840,80,4,20,5,2398,True,q1-arrival
28664,AITraining,RegionF,RegionF,2393,143580,143955,375,96,150,5,2406,True,q1-fix-and-opt
28667,RealTimeInference,RegionB,RegionB,2380,142800,142872,72,6,20,5,2382,True,q1-arrival
28692,RealTimeInference,RegionA,RegionA,2388,143280,143538,258,3,20,5,2393,True,q1-arrival
28753,AITraining,RegionE,RegionE,2396,143760,143865,105,74,150,5,2406,True,q1-arrival
28923,BatchInference,RegionC,RegionC,2392,143520,143631,111,14,80,5,2406,True,q1-arrival
28952,RealTimeInference,RegionC,RegionC,2387,143220,143343,123,7,20,5,2390,True,q1-arrival
29239,RealTimeInference,RegionB,RegionB,2386,143160,143401,241,2,20,5,2391,True,q1-arrival
29306,BatchInference,RegionE,RegionE,2387,143220,143256,36,20,80,5,2406,True,q1-arrival
29364,AITraining,RegionE,RegionE,2390,143400,143477,77,111,150,5,2406,True,q1-arrival
29402,BatchInference,RegionC,RegionC,2384,143040,143228,188,17,80,5,2406,True,q1-arrival
29425,AITraining,RegionF,RegionF,2378,142680,142913,233,98,150,5,2406,True,q1-fix-and-opt
29589,RealTimeInference,RegionE,RegionE,2377,142620,142681,61,5,20,5,2379,True,q1-arrival
29651,RealTimeInference,RegionB,RegionB,2382,142920,143204,284,7,20,5,2387,True,q1-arrival
29758,RealTimeInference,RegionC,RegionC,2380,142800,143169,369,7,20,5,2387,True,q1-arrival
29773,RealTimeInference,RegionA,RegionA,2387,143220,143327,107,6,20,5,2389,True,q1-arrival
29779,BatchInference,RegionF,RegionF,2376,142560,142896,336,17,80,5,2406,True,q1-arrival
29785,BatchInference,RegionE,RegionE,2377,142620,142952,332,17,80,5,2406,True,q1-arrival
29787,BatchInference,RegionA,RegionA,2397,143820,144070,250,7,80,5,2406,True,q1-arrival
30199,BatchInference,RegionF,RegionF,2390,143400,143774,374,15,80,5,2406,True,q1-arrival
30207,AITraining,RegionD,RegionD,2380,142800,142893,93,33,150,5,2406,True,q1-arrival
30238,RealTimeInference,RegionD,RegionD,2379,142740,143031,291,6,20,5,2384,True,q1-arrival
30449,AITraining,RegionB,RegionB,2398,143880,143896,16,44,150,5,2406,True,q1-arrival
30452,AITraining,RegionE,RegionE,2391,143460,143658,198,55,150,5,2406,True,q1-arrival
30583,AITraining,RegionE,RegionE,2387,143220,143454,234,121,150,5,2406,True,q1-fix-and-opt
30610,RealTimeInference,RegionB,RegionB,2398,143880,144041,161,7,20,5,2401,True,q1-arrival
30708,RealTimeInference,RegionB,RegionB,2379,142740,143124,384,1,20,5,2386,True,q1-arrival
30715,BatchInference,RegionD,RegionD,2396,143760,144079,319,14,80,5,2406,True,q1-arrival
30900,AITraining,RegionF,RegionF,2383,142980,143111,131,36,150,5,2406,True,q1-arrival
31011,AITraining,RegionF,RegionF,2391,143460,143581,121,58,150,5,2406,True,q1-arrival
31076,AITraining,RegionE,RegionE,2394,143640,144022,382,67,150,5,2406,True,q1-fix-and-opt
31191,AITraining,RegionD,RegionD,2382,142920,143075,155,65,150,5,2406,True,q1-arrival
31331,BatchInference,RegionC,RegionC,2379,142740,142825,85,5,80,5,2406,True,q1-arrival
31480,AITraining,RegionD,RegionD,2381,142860,143161,301,84,150,5,2406,True,q1-fix-and-opt
31539,AITraining,RegionD,RegionD,2379,142740,142817,77,103,150,5,2406,True,q1-arrival
31600,RealTimeInference,RegionB,RegionB,2376,142560,142863,303,3,20,5,2382,True,q1-arrival
31688,BatchInference,RegionF,RegionF,2391,143460,143578,118,21,80,5,2406,True,q1-arrival
31709,AITraining,RegionD,RegionD,2387,143220,143368,148,44,150,5,2406,True,q1-arrival
31710,AITraining,RegionD,RegionD,2377,142620,142734,114,64,150,5,2406,True,q1-arrival
31748,RealTimeInference,RegionA,RegionA,2393,143580,143912,332,4,20,5,2399,True,q1-arrival
31788,AITraining,RegionD,RegionD,2379,142740,143089,349,81,150,5,2406,True,q1-fix-and-opt
31953,BatchInference,RegionB,RegionB,2387,143220,143529,309,19,80,5,2406,True,q1-arrival
31955,BatchInference,RegionD,RegionD,2385,143100,143267,167,16,80,5,2406,True,q1-arrival
32107,RealTimeInference,RegionC,RegionC,2384,143040,143225,185,3,20,5,2388,True,q1-arrival
32162,RealTimeInference,RegionA,RegionA,2389,143340,143455,115,2,20,5,2391,True,q1-arrival
32241,AITraining,RegionD,RegionD,2395,143700,143714,14,112,150,5,2406,True,q1-arrival
32420,BatchInference,RegionD,RegionD,2388,143280,143623,343,19,80,5,2406,True,q1-arrival
32465,RealTimeInference,RegionB,RegionB,2386,143160,143304,144,6,20,5,2389,True,q1-arrival
32656,AITraining,RegionE,RegionE,2387,143220,143558,338,76,150,5,2406,True,q1-fix-and-opt
32719,RealTimeInference,RegionA,RegionA,2387,143220,143329,109,3,20,5,2389,True,q1-arrival
32894,AITraining,RegionF,RegionF,2382,142920,143012,92,70,150,5,2406,True,q1-arrival
32917,RealTimeInference,RegionA,RegionA,2392,143520,143693,173,2,20,5,2395,True,q1-arrival
33356,BatchInference,RegionB,RegionB,2387,143220,143422,202,14,80,5,2406,True,q1-arrival
33418,AITraining,RegionE,RegionE,2378,142680,142917,237,122,150,5,2406,True,q1-fix-and-opt
33422,BatchInference,RegionB,RegionB,2376,142560,142931,371,9,80,5,2406,True,q1-arrival
33478,BatchInference,RegionE,RegionE,2384,143040,143196,156,6,80,5,2406,True,q1-arrival
33573,BatchInference,RegionB,RegionB,2391,143460,143545,85,21,80,5,2406,True,q1-arrival
33589,BatchInference,RegionE,RegionE,2387,143220,143507,287,22,80,5,2406,True,q1-arrival
33605,BatchInference,RegionB,RegionB,2386,143160,143254,94,9,80,5,2406,True,q1-arrival
33741,BatchInference,RegionF,RegionF,2379,142740,142998,258,9,80,5,2406,True,q1-arrival
33742,RealTimeInference,RegionA,RegionA,2376,142560,142715,155,3,20,5,2379,True,q1-arrival
33770,AITraining,RegionD,RegionD,2398,143880,144020,140,88,150,5,2406,True,q1-arrival
33779,AITraining,RegionE,RegionE,2389,143340,143646,306,31,150,5,2406,True,q1-arrival
33785,BatchInference,RegionD,RegionD,2386,143160,143272,112,20,80,5,2406,True,q1-arrival
33839,BatchInference,RegionE,RegionE,2378,142680,142713,33,21,80,5,2406,True,q1-arrival
34117,BatchInference,RegionB,RegionB,2397,143820,143860,40,19,80,5,2406,True,q1-arrival
34149,BatchInference,RegionA,RegionA,2383,142980,143080,100,13,80,5,2406,True,q1-arrival
34201,AITraining,RegionB,RegionB,2384,143040,143156,116,78,150,5,2406,True,q1-arrival
34369,BatchInference,RegionD,RegionD,2385,143100,143398,298,18,80,5,2406,True,q1-arrival
34377,AITraining,RegionF,RegionF,2383,142980,143024,44,46,150,5,2406,True,q1-arrival
34439,RealTimeInference,RegionA,RegionA,2394,143640,143944,304,2,20,5,2400,True,q1-arrival
34531,RealTimeInference,RegionB,RegionB,2390,143400,143746,346,7,20,5,2396,True,q1-arrival
34647,AITraining,RegionB,RegionB,2389,143340,143478,138,59,150,5,2406,True,q1-arrival
34834,AITraining,RegionE,RegionE,2383,142980,143197,217,123,150,5,2406,True,q1-fix-and-opt
34989,BatchInference,RegionA,RegionA,2381,142860,143062,202,13,80,5,2406,True,q1-arrival
35013,BatchInference,RegionE,RegionE,2377,142620,142966,346,9,80,5,2406,True,q1-arrival
35181,RealTimeInference,RegionB,RegionB,2391,143460,143712,252,4,20,5,2396,True,q1-arrival
35202,RealTimeInference,RegionC,RegionC,2381,142860,143036,176,5,20,5,2384,True,q1-arrival
35298,RealTimeInference,RegionA,RegionA,2383,142980,143239,259,6,20,5,2388,True,q1-arrival
35335,AITraining,RegionF,RegionF,2376,142560,142753,193,34,150,5,2406,True,q1-arrival
35450,BatchInference,RegionC,RegionC,2381,142860,142981,121,14,80,5,2406,True,q1-arrival
35507,BatchInference,RegionA,RegionA,2381,142860,142968,108,18,80,5,2406,True,q1-arrival
35544,RealTimeInference,RegionC,RegionC,2387,143220,143426,206,7,20,5,2391,True,q1-arrival
35545,AITraining,RegionF,RegionF,2388,143280,143363,83,31,150,5,2406,True,q1-arrival
35571,AITraining,RegionF,RegionF,2385,143100,143226,126,111,150,5,2406,True,q1-arrival
35783,RealTimeInference,RegionA,RegionA,2391,143460,143737,277,3,20,5,2396,True,q1-arrival
36157,AITraining,RegionD,RegionD,2396,143760,143807,47,86,150,5,2406,True,q1-arrival
36175,RealTimeInference,RegionA,RegionA,2388,143280,143364,84,5,20,5,2390,True,q1-arrival
36260,AITraining,RegionF,RegionF,2378,142680,142889,209,85,150,5,2406,True,q1-arrival
36369,AITraining,RegionE,RegionE,2387,143220,143318,98,70,150,5,2406,True,q1-arrival
36438,AITraining,RegionB,RegionB,2380,142800,142873,73,30,150,5,2406,True,q1-arrival
36594,BatchInference,RegionE,RegionE,2377,142620,142711,91,12,80,5,2406,True,q1-arrival
36634,RealTimeInference,RegionF,RegionF,2385,143100,143405,305,7,20,5,2391,True,q1-arrival
36680,AITraining,RegionF,RegionF,2387,143220,143579,359,118,150,5,2406,True,q1-fix-and-opt
36729,BatchInference,RegionC,RegionC,2388,143280,143665,385,9,80,5,2406,True,q1-arrival
36735,RealTimeInference,RegionB,RegionB,2387,143220,143494,274,2,20,5,2392,True,q1-arrival
36863,AITraining,RegionF,RegionF,2394,143640,143671,31,101,150,5,2406,True,q1-arrival
36902,BatchInference,RegionE,RegionE,2389,143340,143671,331,22,80,5,2406,True,q1-arrival
36934,BatchInference,RegionD,RegionD,2382,142920,143092,172,6,80,5,2406,True,q1-arrival
37033,RealTimeInference,RegionC,RegionC,2390,143400,143693,293,3,20,5,2395,True,q1-arrival
37062,BatchInference,RegionB,RegionB,2399,143940,144088,148,12,80,5,2406,True,q1-arrival
37078,BatchInference,RegionD,RegionD,2379,142740,143015,275,14,80,5,2406,True,q1-arrival
37081,BatchInference,RegionA,RegionA,2397,143820,144087,267,17,80,5,2406,True,q1-arrival
37236,BatchInference,RegionE,RegionE,2378,142680,142968,288,21,80,5,2406,True,q1-arrival
37312,BatchInference,RegionB,RegionB,2383,142980,143373,393,17,80,5,2406,True,q1-arrival
37668,BatchInference,RegionD,RegionD,2392,143520,143767,247,11,80,5,2406,True,q1-arrival
37688,BatchInference,RegionD,RegionD,2384,143040,143266,226,6,80,5,2406,True,q1-arrival
37758,AITraining,RegionD,RegionD,2398,143880,144167,287,25,150,5,2406,True,q1-arrival
37834,BatchInference,RegionF,RegionF,2394,143640,144039,399,17,80,5,2406,True,q1-arrival
37857,AITraining,RegionD,RegionD,2396,143760,143875,115,42,150,5,2406,True,q1-arrival
37918,BatchInference,RegionD,RegionD,2383,142980,143122,142,5,80,5,2406,True,q1-arrival
38021,RealTimeInference,RegionB,RegionB,2393,143580,143792,212,6,20,5,2397,True,q1-arrival
38165,BatchInference,RegionB,RegionB,2399,143940,144225,285,10,80,5,2406,True,q1-arrival
38208,AITraining,RegionF,RegionF,2392,143520,143626,106,122,150,5,2406,True,q1-arrival
38408,AITraining,RegionD,RegionD,2397,143820,143957,137,37,150,5,2406,True,q1-arrival
38738,AITraining,RegionE,RegionE,2381,142860,143219,359,85,150,5,2406,True,q1-fix-and-opt
38774,RealTimeInference,RegionA,RegionA,2396,143760,143793,33,4,20,5,2397,True,q1-arrival
38786,AITraining,RegionA,RegionA,2396,143760,144158,398,95,150,5,2406,True,q1-fix-and-opt
38894,AITraining,RegionE,RegionE,2399,143940,144309,369,115,150,5,2406,True,q1-fix-and-opt
38937,AITraining,RegionB,RegionB,2391,143460,143776,316,31,150,5,2406,True,q1-arrival
38944,AITraining,RegionC,RegionC,2387,143220,143406,186,91,150,5,2406,True,q1-arrival
39010,AITraining,RegionD,RegionD,2379,142740,142760,20,86,150,5,2406,True,q1-arrival
39262,AITraining,RegionE,RegionF,2378,142680,142706,26,103,150,18,2406,True,q1-arrival
39318,BatchInference,RegionA,RegionA,2389,143340,143505,165,21,80,5,2406,True,q1-arrival
39380,RealTimeInference,RegionB,RegionB,2391,143460,143504,44,3,20,5,2392,True,q1-arrival
39397,BatchInference,RegionA,RegionA,2390,143400,143788,388,7,80,5,2406,True,q1-arrival
39468,BatchInference,RegionA,RegionA,2394,143640,143707,67,16,80,5,2406,True,q1-arrival
39597,BatchInference,RegionD,RegionD,2386,143160,143495,335,17,80,5,2406,True,q1-arrival
39629,BatchInference,RegionD,RegionD,2397,143820,143839,19,5,80,5,2406,True,q1-arrival
39669,AITraining,RegionE,RegionE,2394,143640,143912,272,77,150,5,2406,True,q1-fix-and-opt
39748,RealTimeInference,RegionC,RegionC,2381,142860,143061,201,1,20,5,2385,True,q1-arrival
39773,AITraining,RegionE,RegionE,2395,143700,143734,34,33,150,5,2406,True,q1-arrival
39788,RealTimeInference,RegionC,RegionC,2399,143940,144203,263,7,20,5,2404,True,q1-arrival
39791,BatchInference,RegionB,RegionB,2377,142620,142907,287,4,80,5,2406,True,q1-arrival
39924,BatchInference,RegionC,RegionC,2382,142920,143076,156,4,80,5,2406,True,q1-arrival
40341,RealTimeInference,RegionA,RegionA,2396,143760,144146,386,2,20,5,2403,True,q1-arrival
40375,RealTimeInference,RegionA,RegionA,2398,143880,143960,80,4,20,5,2400,True,q1-arrival
40446,BatchInference,RegionA,RegionA,2387,143220,143252,32,9,80,5,2406,True,q1-arrival
40505,BatchInference,RegionA,RegionA,2396,143760,144140,380,6,80,5,2406,True,q1-arrival
40539,BatchInference,RegionB,RegionB,2388,143280,143412,132,10,80,5,2406,True,q1-arrival
40554,RealTimeInference,RegionB,RegionB,2386,143160,143532,372,5,20,5,2393,True,q1-arrival
40594,RealTimeInference,RegionC,RegionC,2386,143160,143525,365,2,20,5,2393,True,q1-arrival
40599,RealTimeInference,RegionB,RegionB,2395,143700,143750,50,4,20,5,2396,True,q1-arrival
40802,BatchInference,RegionB,RegionB,2383,142980,143235,255,16,80,5,2406,True,q1-arrival
40831,BatchInference,RegionE,RegionE,2394,143640,143995,355,17,80,5,2406,True,q1-arrival
40898,AITraining,RegionA,RegionA,2380,142800,142972,172,122,150,5,2406,True,q1-fix-and-opt
40966,BatchInference,RegionB,RegionB,2399,143940,144245,305,20,80,5,2406,True,q1-arrival
41146,AITraining,RegionF,RegionF,2394,143640,143743,103,57,150,5,2406,True,q1-arrival
41247,RealTimeInference,RegionA,RegionA,2395,143700,143824,124,3,20,5,2398,True,q1-arrival
41298,RealTimeInference,RegionA,RegionA,2383,142980,143301,321,4,20,5,2389,True,q1-arrival
41348,AITraining,RegionE,RegionE,2377,142620,142965,345,71,150,5,2406,True,q1-fix-and-opt
41410,AITraining,RegionB,RegionB,2391,143460,143854,394,23,150,5,2406,True,q1-arrival
41413,AITraining,RegionE,RegionE,2377,142620,142872,252,54,150,5,2406,True,q1-arrival
41451,RealTimeInference,RegionA,RegionA,2399,143940,144336,396,4,20,5,2406,True,q1-arrival
41513,RealTimeInference,RegionC,RegionC,2381,142860,143003,143,6,20,5,2384,True,q1-arrival
41737,AITraining,RegionF,RegionF,2387,143220,143584,364,21,150,5,2406,True,q1-arrival
41891,BatchInference,RegionC,RegionC,2385,143100,143259,159,15,80,5,2406,True,q1-arrival
41926,RealTimeInference,RegionC,RegionC,2376,142560,142781,221,6,20,5,2380,True,q1-arrival
41990,AITraining,RegionD,RegionD,2393,143580,143605,25,22,150,5,2406,True,q1-arrival
42007,BatchInference,RegionA,RegionA,2388,143280,143444,164,21,80,5,2406,True,q1-arrival
42018,AITraining,RegionF,RegionF,2394,143640,143854,214,64,150,5,2406,True,q1-arrival
42169,AITraining,RegionF,RegionF,2376,142560,142916,356,58,150,5,2406,True,q1-fix-and-opt
42220,RealTimeInference,RegionB,RegionB,2397,143820,143836,16,2,20,5,2398,True,q1-arrival
42258,RealTimeInference,RegionB,RegionB,2394,143640,143804,164,6,20,5,2397,True,q1-arrival
42499,AITraining,RegionB,RegionB,2381,142860,143226,366,71,150,5,2406,True,q1-fix-and-opt
42578,AITraining,RegionC,RegionC,2399,143940,144175,235,37,150,5,2406,True,q1-arrival
42642,RealTimeInference,RegionC,RegionC,2382,142920,143130,210,1,20,5,2386,True,q1-arrival
42663,BatchInference,RegionA,RegionA,2388,143280,143654,374,7,80,5,2406,True,q1-arrival
42958,BatchInference,RegionA,RegionA,2395,143700,144061,361,19,80,5,2406,True,q1-arrival
43032,RealTimeInference,RegionB,RegionB,2388,143280,143417,137,1,20,5,2391,True,q1-arrival
43047,RealTimeInference,RegionB,RegionB,2383,142980,143102,122,5,20,5,2386,True,q1-arrival
43153,AITraining,RegionF,RegionF,2385,143100,143179,79,36,150,5,2406,True,q1-arrival
43240,RealTimeInference,RegionA,RegionA,2381,142860,143255,395,7,20,5,2388,True,q1-arrival
43266,AITraining,RegionA,RegionA,2388,143280,143339,59,103,150,5,2406,True,q1-arrival
43380,AITraining,RegionD,RegionD,2380,142800,142873,73,50,150,5,2406,True,q1-arrival
43423,AITraining,RegionF,RegionF,2398,143880,144210,330,122,150,5,2406,True,q1-fix-and-opt
43463,BatchInference,RegionA,RegionA,2388,143280,143360,80,10,80,5,2406,True,q1-arrival
43531,BatchInference,RegionC,RegionC,2393,143580,143728,148,18,80,5,2406,True,q1-arrival
43668,BatchInference,RegionB,RegionB,2380,142800,142970,170,19,80,5,2406,True,q1-arrival
43690,AITraining,RegionE,RegionE,2377,142620,142808,188,102,150,5,2406,True,q1-fix-and-opt
43786,BatchInference,RegionB,RegionB,2399,143940,144066,126,17,80,5,2406,True,q1-arrival
43953,BatchInference,RegionE,RegionE,2386,143160,143322,162,17,80,5,2406,True,q1-arrival
43993,BatchInference,RegionE,RegionE,2396,143760,143980,220,16,80,5,2406,True,q1-arrival
44279,RealTimeInference,RegionB,RegionB,2377,142620,142791,171,1,20,5,2380,True,q1-arrival
44439,BatchInference,RegionE,RegionE,2399,143940,144277,337,6,80,5,2406,True,q1-arrival
44602,RealTimeInference,RegionC,RegionC,2393,143580,143920,340,4,20,5,2399,True,q1-arrival
44811,RealTimeInference,RegionB,RegionB,2392,143520,143854,334,2,20,5,2398,True,q1-arrival
44983,AITraining,RegionF,RegionF,2384,143040,143339,299,80,150,5,2406,True,q1-fix-and-opt
45061,RealTimeInference,RegionC,RegionC,2383,142980,143232,252,2,20,5,2388,True,q1-arrival
45156,BatchInference,RegionA,RegionA,2388,143280,143582,302,9,80,5,2406,True,q1-arrival
45172,AITraining,RegionE,RegionE,2380,142800,142940,140,73,150,5,2406,True,q1-arrival
45363,RealTimeInference,RegionC,RegionC,2391,143460,143765,305,2,20,5,2397,True,q1-arrival
45404,AITraining,RegionF,RegionF,2380,142800,142935,135,74,150,5,2406,True,q1-arrival
45529,RealTimeInference,RegionA,RegionA,2393,143580,143946,366,4,20,5,2400,True,q1-arrival
45583,BatchInference,RegionB,RegionB,2389,143340,143672,332,13,80,5,2406,True,q1-arrival
45584,BatchInference,RegionC,RegionC,2378,142680,142841,161,21,80,5,2406,True,q1-arrival
45731,BatchInference,RegionE,RegionE,2391,143460,143712,252,14,80,5,2406,True,q1-arrival
45742,BatchInference,RegionC,RegionC,2385,143100,143482,382,20,80,5,2406,True,q1-arrival
45743,RealTimeInference,RegionB,RegionB,2377,142620,143012,392,2,20,5,2384,True,q1-arrival
45771,AITraining,RegionF,RegionF,2383,142980,143257,277,77,150,5,2406,True,q1-fix-and-opt
45879,RealTimeInference,RegionB,RegionB,2383,142980,143243,263,3,20,5,2388,True,q1-arrival
45887,BatchInference,RegionD,RegionD,2394,143640,143966,326,10,80,5,2406,True,q1-arrival
45986,BatchInference,RegionD,RegionD,2395,143700,143951,251,20,80,5,2406,True,q1-arrival
46011,AITraining,RegionE,RegionE,2395,143700,143818,118,66,150,5,2406,True,q1-arrival
46028,BatchInference,RegionA,RegionA,2397,143820,143887,67,22,80,5,2406,True,q1-arrival
46184,AITraining,RegionF,RegionF,2396,143760,144150,390,99,150,5,2406,True,q1-fix-and-opt
46192,AITraining,RegionB,RegionB,2386,143160,143358,198,113,150,5,2406,True,q1-fix-and-opt
46280,AITraining,RegionE,RegionE,2381,142860,143208,348,76,150,5,2406,True,q1-fix-and-opt
46424,AITraining,RegionD,RegionD,2390,143400,143764,364,120,150,5,2406,True,q1-fix-and-opt
46582,AITraining,RegionE,RegionE,2384,143040,143103,63,33,150,5,2406,True,q1-arrival
46688,AITraining,RegionE,RegionE,2378,142680,142708,28,50,150,5,2406,True,q1-arrival
46818,BatchInference,RegionC,RegionC,2397,143820,143990,170,16,80,5,2406,True,q1-arrival
46823,AITraining,RegionD,RegionD,2398,143880,144059,179,109,150,5,2406,True,q1-fix-and-opt
46875,BatchInference,RegionB,RegionB,2385,143100,143470,370,18,80,5,2406,True,q1-arrival
46876,RealTimeInference,RegionB,RegionB,2380,142800,142971,171,3,20,5,2383,True,q1-arrival
46942,BatchInference,RegionC,RegionC,2399,143940,144282,342,11,80,5,2406,True,q1-arrival
47013,AITraining,RegionD,RegionD,2389,143340,143350,10,67,150,5,2406,True,q1-arrival
47090,AITraining,RegionF,RegionF,2392,143520,143833,313,98,150,5,2406,True,q1-fix-and-opt
47260,RealTimeInference,RegionD,RegionD,2395,143700,143909,209,3,20,5,2399,True,q1-arrival
47419,AITraining,RegionC,RegionC,2382,142920,143055,135,67,150,5,2406,True,q1-arrival
