Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method,ObservedElectricityPrice_CNY_per_MWh,ObservedCarbonIntensity_tCO2_per_MWh,ObservedAvailableRenewable_MW,ScenarioPriceMultiplier,ScenarioCarbonMultiplier,ScenarioRenewableMultiplier,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,ChargeMode,GridImportMode,Method
28,RegionB,Valley,447.7000000000,0.0000000000,0.6154000000,800.0000000000,381.0333330000,2356,18.2400000000,399.2733330000,1.3500000000,539.0189995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,447.7000000000,0.6154000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,539.0189995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,260.9810004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
29,RegionB,Valley,447.9900000000,0.0000000000,0.6064000000,877.6500000000,378.8783330000,2357,15.5550000000,394.4333330000,1.3500000000,532.4849995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,447.9900000000,0.6064000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,532.4849995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,345.1650004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
30,RegionB,Valley,448.2700000000,0.0000000000,0.5959000000,950.0000000000,381.2360000000,2358,14.4706666667,395.7066666667,1.3500000000,534.2040000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,448.2700000000,0.5959000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,534.2040000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,415.7960000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
31,RegionB,Flat,690.0900000000,0.0000000000,0.5845000000,1012.1300000000,380.1606670000,2359,14.5393333333,394.7000003333,1.3500000000,532.8450004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,690.0900000000,0.5845000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,532.8450004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,479.2849995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
32,RegionB,Flat,690.5300000000,0.0000000000,0.5731000000,1059.8100000000,379.8506670000,2360,15.8160000000,395.6666670000,1.3500000000,534.1500004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,690.5300000000,0.5731000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,534.1500004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,525.6599995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
33,RegionB,Flat,690.9600000000,0.0000000000,0.5625000000,1089.7800000000,350.2113330000,2361,28.0086666667,378.2199996667,1.3500000000,510.5969995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,690.9600000000,0.5625000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,510.5969995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,579.1830004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
34,RegionB,Flat,691.3800000000,0.0000000000,0.5535000000,1100.0000000000,365.4543330000,2362,11.4656666667,376.9199996667,1.3500000000,508.8419995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,691.3800000000,0.5535000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,508.8419995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,591.1580004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
35,RegionB,Flat,691.8000000000,0.0000000000,0.5468000000,1089.7800000000,362.7906670000,2363,5.1270000000,367.9176670000,1.3500000000,496.6888504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,691.8000000000,0.5468000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,496.6888504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,593.0911495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
36,RegionB,Flat,692.2200000000,0.0000000000,0.5427000000,1059.8100000000,330.5920000000,2364,12.6780000000,343.2700000000,1.3500000000,463.4145000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,692.2200000000,0.5427000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,463.4145000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,596.3955000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
37,RegionB,Flat,692.6300000000,0.0000000000,0.5417000000,1012.1300000000,298.3550000000,2365,13.4920000000,311.8470000000,1.3500000000,420.9934500000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,692.6300000000,0.5417000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,420.9934500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,591.1365500000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
38,RegionB,Flat,693.0300000000,0.0000000000,0.5439000000,950.0000000000,280.8883330000,2366,13.3226666667,294.2109996667,1.3500000000,397.1848495500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,693.0300000000,0.5439000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,397.1848495500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,552.8151504500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
39,RegionB,Flat,693.4200000000,0.0000000000,0.5491000000,877.6500000000,256.3330000000,2367,5.2303333333,261.5633333333,1.3500000000,353.1105000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,693.4200000000,0.5491000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,353.1105000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,524.5395000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
40,RegionB,Flat,693.8100000000,0.0000000000,0.5570000000,800.0000000000,200.6893330000,2368,3.7413333333,204.4306663333,1.3500000000,275.9813995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,693.8100000000,0.5570000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,275.9813995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,524.0186004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
41,RegionB,Peak,1207.8840000000,0.0000000000,0.5671000000,722.3500000000,190.8946670000,2369,2.7503333333,193.6450003333,1.3500000000,261.4207504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1006.5700000000,0.5671000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,261.4207504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,460.9292495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
42,RegionB,Peak,1208.5320000000,0.0000000000,0.5788000000,650.0000000000,178.5946670000,2370,2.4840000000,181.0786670000,1.3500000000,244.4562004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1007.1100000000,0.5788000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,244.4562004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,405.5437995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
43,RegionB,Peak,1209.1560000000,0.0000000000,0.5913000000,587.8700000000,191.3273330000,2371,3.7826666667,195.1099996667,1.3500000000,263.3984995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1007.6300000000,0.5913000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,263.3984995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,324.4715004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
44,RegionB,Peak,1209.7680000000,0.0000000000,0.6038000000,540.1900000000,232.9260000000,2372,5.6000000000,238.5260000000,1.3500000000,322.0101000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1008.1400000000,0.6038000000,540.1900000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,322.0101000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,218.1799000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
45,RegionB,Peak,1210.3680000000,0.0000000000,0.6155000000,510.2200000000,237.5366670000,2373,6.2600000000,243.7966670000,1.3500000000,329.1255004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1008.6400000000,0.6155000000,510.2200000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,329.1255004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.0944995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
46,RegionB,Flat,626.3500000000,0.0000000000,0.6256000000,500.0000000000,296.9360000000,2374,11.0573333333,307.9933333333,1.3500000000,415.7910000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,626.3500000000,0.6256000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,415.7910000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.2090000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
47,RegionB,Flat,626.6400000000,0.0000000000,0.6334000000,510.2200000000,282.9753330000,2375,13.4413333333,296.4166663333,1.3500000000,400.1624995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,626.6400000000,0.6334000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,400.1624995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,110.0575004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
48,RegionB,Valley,452.7700000000,0.0000000000,0.6384000000,540.1900000000,326.3646670000,2376,21.7820000000,348.1466670000,1.3500000000,469.9980004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,452.7700000000,0.6384000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,469.9980004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,70.1919995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
49,RegionB,Valley,452.9700000000,0.0000000000,0.6404000000,587.8700000000,352.3613330000,2377,22.8553333333,375.2166663333,1.3500000000,506.5424995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,452.9700000000,0.6404000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,506.5424995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,81.3275004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
50,RegionB,Valley,453.1500000000,0.0000000000,0.6392000000,650.0000000000,382.8506670000,2378,19.5660000000,402.4166670000,1.3500000000,543.2625004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,453.1500000000,0.6392000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,543.2625004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,106.7374995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
51,RegionB,Valley,453.3300000000,0.0000000000,0.6349000000,722.3500000000,383.3320000000,2379,19.8680000000,403.2000000000,1.3500000000,544.3200000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,453.3300000000,0.6349000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,544.3200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.0300000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
52,RegionB,Valley,453.5000000000,0.0000000000,0.6279000000,800.0000000000,361.2666670000,2380,43.2966666667,404.5633336667,1.3500000000,546.1605004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,453.5000000000,0.6279000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,546.1605004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,253.8394995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
53,RegionB,Valley,453.6700000000,0.0000000000,0.6186000000,877.6500000000,353.5386670000,2381,32.6380000000,386.1766670000,1.3500000000,521.3385004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,453.6700000000,0.6186000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,521.3385004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,356.3114995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
54,RegionB,Valley,453.8200000000,0.0000000000,0.6077000000,950.0000000000,357.0840000000,2382,27.6533333333,384.7373333333,1.3500000000,519.3954000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,453.8200000000,0.6077000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,519.3954000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,430.6046000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
55,RegionB,Flat,698.4100000000,0.0000000000,0.5959000000,1012.1300000000,367.3306670000,2383,10.7493333333,378.0800003333,1.3500000000,510.4080004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,698.4100000000,0.5959000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,510.4080004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,501.7219995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
56,RegionB,Flat,698.6200000000,0.0000000000,0.5842000000,1059.8100000000,363.4200000000,2384,8.9400000000,372.3600000000,1.3500000000,502.6860000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,698.6200000000,0.5842000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,502.6860000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,557.1240000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
57,RegionB,Flat,698.8200000000,0.0000000000,0.5732000000,1089.7800000000,361.1400000000,2385,11.2653333333,372.4053333333,1.3500000000,502.7472000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,698.8200000000,0.5732000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,502.7472000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,587.0328000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
58,RegionB,Flat,699.0100000000,0.0000000000,0.5638000000,1100.0000000000,348.6093330000,2386,29.5306666667,378.1399996667,1.3500000000,510.4889995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,699.0100000000,0.5638000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,510.4889995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,589.5110004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
59,RegionB,Flat,699.1800000000,0.0000000000,0.5566000000,1089.7800000000,357.3126670000,2387,29.6276666667,386.9403336667,1.3500000000,522.3694504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,699.1800000000,0.5566000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,522.3694504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,567.4105495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
60,RegionB,Flat,699.3300000000,0.0000000000,0.5521000000,1059.8100000000,309.8926670000,2388,38.9626666667,348.8553336667,1.3500000000,470.9547004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,699.3300000000,0.5521000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,470.9547004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,588.8552995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
61,RegionB,Flat,699.4700000000,0.0000000000,0.5507000000,1012.1300000000,312.1226670000,2389,23.5143333333,335.6370003333,1.3500000000,453.1099504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,699.4700000000,0.5507000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,453.1099504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,559.0200495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
62,RegionB,Flat,699.6000000000,0.0000000000,0.5524000000,950.0000000000,283.5113330000,2390,21.3720000000,304.8833330000,1.3500000000,411.5924995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,699.6000000000,0.5524000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,411.5924995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,538.4075004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
63,RegionB,Flat,699.7200000000,0.0000000000,0.5571000000,877.6500000000,267.3846670000,2391,25.0500000000,292.4346670000,1.3500000000,394.7868004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,699.7200000000,0.5571000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,394.7868004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,482.8631995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
64,RegionB,Flat,699.8200000000,0.0000000000,0.5645000000,800.0000000000,246.2640000000,2392,8.4450000000,254.7090000000,1.3500000000,343.8571500000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,699.8200000000,0.5645000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,343.8571500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,456.1428500000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
65,RegionB,Peak,1217.8320000000,0.0000000000,0.5742000000,722.3500000000,186.7613330000,2393,7.0086666667,193.7699996667,1.3500000000,261.5894995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1014.8600000000,0.5742000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,261.5894995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,460.7605004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
66,RegionB,Peak,1217.9520000000,0.0000000000,0.5854000000,650.0000000000,204.9200000000,2394,4.6683333333,209.5883333333,1.3500000000,282.9442500000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1014.9600000000,0.5854000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,282.9442500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,367.0557500000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
67,RegionB,Peak,1218.0480000000,0.0000000000,0.5974000000,587.8700000000,193.2233330000,2395,3.0800000000,196.3033330000,1.3500000000,265.0094995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1015.0400000000,0.5974000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,265.0094995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,322.8605004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
68,RegionB,Peak,1218.1200000000,0.0000000000,0.6094000000,540.1900000000,192.4226670000,2396,3.2946666667,195.7173336667,1.3500000000,264.2184004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1015.1000000000,0.6094000000,540.1900000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,264.2184004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,275.9715995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
69,RegionB,Peak,1218.1680000000,0.0000000000,0.6205000000,510.2200000000,240.4346670000,2397,3.0733333333,243.5080003333,1.3500000000,328.7358004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1015.1400000000,0.6205000000,510.2200000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,328.7358004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.4841995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
70,RegionB,Flat,630.1000000000,0.0000000000,0.6300000000,500.0000000000,273.0810000000,2398,3.3400000000,276.4210000000,1.3500000000,373.1683500000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,630.1000000000,0.6300000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,373.1683500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,126.8316500000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
71,RegionB,Flat,630.1000000000,0.0000000000,0.6373000000,510.2200000000,283.8833330000,2399,9.4800000000,293.3633330000,1.3500000000,396.0404995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,630.1000000000,0.6373000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,396.0404995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,114.1795004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
0,RegionC,Valley,427.5400000000,0.0000000000,0.5796000000,540.1900000000,327.3393330000,2328,43.9906666667,371.3299996667,1.3800000000,512.4353995400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,427.5400000000,0.5796000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,512.4353995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27.7546004600,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
1,RegionC,Valley,427.7300000000,0.0000000000,0.5815000000,587.8700000000,365.0203330000,2329,28.0533333333,393.0736663333,1.3800000000,542.4416595400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,427.7300000000,0.5815000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,542.4416595400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,45.4283404600,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
2,RegionC,Valley,427.9300000000,0.0000000000,0.5804000000,650.0000000000,348.0586670000,2330,55.5413333333,403.6000003333,1.3800000000,556.9680004600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,427.9300000000,0.5804000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,556.9680004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,93.0319995400,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
3,RegionC,Valley,428.1400000000,0.0000000000,0.5764000000,722.3500000000,346.1840000000,2331,55.7460000000,401.9300000000,1.3800000000,554.6634000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,428.1400000000,0.5764000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,554.6634000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,167.6866000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
4,RegionC,Valley,428.3600000000,0.0000000000,0.5699000000,800.0000000000,335.2746670000,2332,61.9596666667,397.2343336667,1.3800000000,548.1833804600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,428.3600000000,0.5699000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,548.1833804600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,251.8166195400,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
5,RegionC,Valley,428.5800000000,0.0000000000,0.5612000000,877.6500000000,350.5380000000,2333,38.7620000000,389.3000000000,1.3800000000,537.2340000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,428.5800000000,0.5612000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,537.2340000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,340.4160000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
6,RegionC,Valley,428.8100000000,0.0000000000,0.5511000000,950.0000000000,361.1233330000,2334,29.3766666667,390.4999996667,1.3800000000,538.8899995400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,428.8100000000,0.5511000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,538.8899995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,411.1100004600,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
7,RegionC,Flat,660.0600000000,0.0000000000,0.5402000000,1012.1300000000,381.5000000000,2335,11.1200000000,392.6200000000,1.3800000000,541.8156000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,660.0600000000,0.5402000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,541.8156000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,470.3144000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
8,RegionC,Flat,660.4300000000,0.0000000000,0.5293000000,1059.8100000000,382.4046670000,2336,10.4720000000,392.8766670000,1.3800000000,542.1698004600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,660.4300000000,0.5293000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,135.0000000000,542.1698004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,517.6401995400,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
