WindowID,Method,Seed,TaskID,TaskType,DelaySensitivity,SourceRegion,ExecutionRegion,ArrivalHour,EarliestStartHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,NetworkLatency_ms,LatestFinishHour,DecisionBlock
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12631,BatchInference,Medium,RegionD,RegionF,885,885,53100,53413,313,23,80.0,25.0,2406,147
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12632,AITraining,Low,RegionF,RegionE,1890,1890,113580,113723,143,65,150.0,18.0,2406,315
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12633,RealTimeInference,High,RegionA,RegionA,776,776,46560,46837,277,2,20.0,5.0,781,129
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12634,RealTimeInference,High,RegionA,RegionA,1849,1849,110940,111075,135,7,20.0,5.0,1852,308
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12635,RealTimeInference,High,RegionA,RegionA,656,656,39360,39575,215,1,20.0,5.0,660,109
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12636,RealTimeInference,High,RegionB,RegionB,447,447,26820,27012,192,3,20.0,5.0,451,74
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12637,RealTimeInference,High,RegionB,RegionB,2214,2214,132840,133077,237,3,20.0,5.0,2218,369
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12638,BatchInference,Medium,RegionE,RegionE,2319,2319,139140,139207,67,15,80.0,5.0,2406,386
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12639,RealTimeInference,High,RegionE,RegionE,2086,2086,125160,125456,296,1,20.0,5.0,2091,347
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12640,BatchInference,Medium,RegionA,RegionC,309,309,18540,18655,115,6,80.0,15.0,2406,51
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12641,AITraining,Low,RegionD,RegionD,1596,1596,95760,96101,341,127,150.0,5.0,2406,266
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12642,BatchInference,Medium,RegionB,RegionC,583,583,34980,35031,51,19,80.0,14.0,2406,97
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12643,RealTimeInference,High,RegionB,RegionB,491,491,29460,29513,53,5,20.0,5.0,492,81
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12644,RealTimeInference,High,RegionC,RegionC,1039,1039,62340,62575,235,3,20.0,5.0,1043,173
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12645,BatchInference,Medium,RegionE,RegionE,1144,1144,68640,68885,245,14,80.0,5.0,2406,190
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12646,AITraining,Low,RegionA,RegionC,1669,1669,100140,100182,42,118,150.0,15.0,2406,278
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12647,RealTimeInference,High,RegionA,RegionA,2031,2031,121860,121978,118,7,20.0,5.0,2033,338
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12648,RealTimeInference,High,RegionA,RegionA,2332,2332,139920,140195,275,2,20.0,5.0,2337,388
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12649,RealTimeInference,High,RegionB,RegionB,2241,2241,134460,134642,182,7,20.0,5.0,2245,373
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12650,RealTimeInference,High,RegionB,RegionB,1941,1941,116460,116631,171,3,20.0,5.0,1944,323
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12651,RealTimeInference,High,RegionC,RegionC,1862,1862,111720,111751,31,4,20.0,5.0,1863,310
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12652,BatchInference,Medium,RegionF,RegionF,1254,1254,75240,75463,223,8,80.0,5.0,2406,209
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12653,RealTimeInference,High,RegionA,RegionA,1667,1667,100020,100174,154,3,20.0,5.0,1670,277
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12654,RealTimeInference,High,RegionA,RegionA,592,592,35520,35817,297,3,20.0,5.0,597,98
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12655,RealTimeInference,High,RegionB,RegionB,1235,1235,74100,74173,73,5,20.0,5.0,1237,205
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12656,BatchInference,Medium,RegionC,RegionC,539,539,32340,32491,151,11,80.0,5.0,2406,89
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12657,RealTimeInference,High,RegionC,RegionC,1476,1476,88560,88827,267,2,20.0,5.0,1481,246
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12658,RealTimeInference,High,RegionC,RegionC,380,380,22800,22918,118,1,20.0,5.0,382,63
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12659,AITraining,Low,RegionF,RegionE,1627,1627,97620,97754,134,47,150.0,18.0,2406,271
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12660,RealTimeInference,High,RegionA,RegionA,590,590,35400,35747,347,6,20.0,5.0,596,98
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12661,BatchInference,Medium,RegionB,RegionC,741,741,44520,44640,120,23,80.0,14.0,2406,123
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12662,RealTimeInference,High,RegionB,RegionB,1105,1105,66300,66325,25,6,20.0,5.0,1106,184
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12663,RealTimeInference,High,RegionB,RegionB,581,581,34860,35010,150,5,20.0,5.0,584,96
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12664,AITraining,Low,RegionF,RegionF,69,69,4140,4298,158,95,150.0,5.0,2406,11
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12665,AITraining,Low,RegionF,RegionF,1112,1112,66720,66886,166,45,150.0,5.0,2406,185
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12666,BatchInference,Medium,RegionA,RegionC,1827,1827,109680,109801,121,16,80.0,15.0,2406,304
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12667,BatchInference,Medium,RegionB,RegionC,738,738,44280,44643,363,13,80.0,14.0,2406,123
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12668,BatchInference,Medium,RegionB,RegionC,92,92,5520,5690,170,16,80.0,14.0,2406,15
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12669,RealTimeInference,High,RegionB,RegionB,748,748,44880,45087,207,4,20.0,5.0,752,124
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12670,BatchInference,Medium,RegionD,RegionF,1446,1446,86760,87023,263,15,80.0,25.0,2406,241
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12671,BatchInference,Medium,RegionE,RegionE,386,386,23160,23389,229,23,80.0,5.0,2406,64
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12672,RealTimeInference,High,RegionE,RegionE,534,534,32040,32164,124,2,20.0,5.0,537,89
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12673,BatchInference,Medium,RegionA,RegionC,1675,1675,100500,100623,123,8,80.0,15.0,2406,279
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12674,RealTimeInference,High,RegionA,RegionA,1907,1907,114420,114728,308,6,20.0,5.0,1913,317
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12675,AITraining,Low,RegionD,RegionE,1229,1229,74160,74490,330,19,150.0,22.0,2406,204
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12676,AITraining,Low,RegionE,RegionE,2282,2282,136920,137240,320,113,150.0,5.0,2406,380
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12677,RealTimeInference,High,RegionC,RegionC,548,548,32880,33232,352,2,20.0,5.0,554,91
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12678,BatchInference,Medium,RegionF,RegionF,1412,1412,84720,85075,355,17,80.0,5.0,2406,235
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12679,AITraining,Low,RegionA,RegionC,1470,1470,88620,88890,270,81,150.0,15.0,2406,245
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12680,AITraining,Low,RegionD,RegionD,2212,2212,132720,132989,269,44,150.0,5.0,2406,368
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12681,BatchInference,Medium,RegionB,RegionB,458,458,27480,27703,223,18,80.0,5.0,2406,76
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12682,BatchInference,Medium,RegionC,RegionC,151,151,9060,9305,245,20,80.0,5.0,2406,25
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12683,RealTimeInference,High,RegionB,RegionB,433,433,25980,26367,387,5,20.0,5.0,440,72
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12684,RealTimeInference,High,RegionC,RegionC,2355,2355,141300,141464,164,4,20.0,5.0,2358,392
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12685,AITraining,Low,RegionF,RegionF,452,452,27120,27470,350,53,150.0,5.0,2406,75
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12686,BatchInference,Medium,RegionA,RegionC,2199,2199,131940,131967,27,11,80.0,15.0,2406,366
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12687,AITraining,Low,RegionD,RegionF,372,372,22320,22494,174,19,150.0,25.0,2406,62
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12688,RealTimeInference,High,RegionB,RegionB,1760,1760,105600,105822,222,7,20.0,5.0,1764,293
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12689,AITraining,Low,RegionE,RegionE,1657,1657,99420,99475,55,63,150.0,5.0,2406,276
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12690,AITraining,Low,RegionE,RegionE,1169,1169,70140,70281,141,63,150.0,5.0,2406,194
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12691,AITraining,Low,RegionF,RegionE,2194,2194,131880,132164,284,90,150.0,18.0,2406,365
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12692,BatchInference,Medium,RegionA,RegionC,1045,1045,62700,62801,101,11,80.0,15.0,2406,174
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12693,BatchInference,Medium,RegionA,RegionB,2277,2277,136620,136911,291,8,80.0,12.0,2406,379
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12694,BatchInference,Medium,RegionB,RegionC,2104,2104,126240,126470,230,13,80.0,14.0,2406,350
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12695,AITraining,Low,RegionD,RegionD,1725,1725,104280,104632,352,124,150.0,5.0,2406,287
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12696,RealTimeInference,High,RegionB,RegionB,876,876,52560,52898,338,6,20.0,5.0,882,146
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12697,BatchInference,Medium,RegionE,RegionE,1553,1553,93180,93576,396,15,80.0,5.0,2406,258
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12698,RealTimeInference,High,RegionE,RegionE,39,39,2340,2547,207,6,20.0,5.0,43,6
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12699,AITraining,Low,RegionB,RegionC,2152,2152,130140,130490,350,74,150.0,14.0,2406,358
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12700,BatchInference,Medium,RegionB,RegionB,1277,1277,76620,76860,240,22,80.0,5.0,2406,212
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12701,BatchInference,Medium,RegionB,RegionB,1060,1060,63600,63866,266,7,80.0,5.0,2406,176
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12702,RealTimeInference,High,RegionB,RegionB,2093,2093,125580,125790,210,2,20.0,5.0,2097,348
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12703,AITraining,Low,RegionE,RegionE,945,945,56700,56762,62,24,150.0,5.0,2406,157
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12704,BatchInference,Medium,RegionE,RegionE,2283,2283,136980,137198,218,13,80.0,5.0,2406,380
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12705,RealTimeInference,High,RegionA,RegionA,2312,2312,138720,138765,45,5,20.0,5.0,2313,385
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12706,RealTimeInference,High,RegionA,RegionA,2342,2342,140520,140675,155,7,20.0,5.0,2345,390
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12707,RealTimeInference,High,RegionA,RegionA,2009,2009,120540,120616,76,2,20.0,5.0,2011,334
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12708,BatchInference,Medium,RegionC,RegionC,2323,2323,139380,139419,39,10,80.0,5.0,2406,387
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12709,RealTimeInference,High,RegionB,RegionB,351,351,21060,21297,237,1,20.0,5.0,355,58
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12710,BatchInference,Medium,RegionE,RegionE,1231,1231,73860,74142,282,21,80.0,5.0,2406,205
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12711,RealTimeInference,High,RegionD,RegionD,206,206,12360,12759,399,6,20.0,5.0,213,34
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12712,BatchInference,Medium,RegionA,RegionC,2339,2339,140340,140519,179,10,80.0,15.0,2406,389
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12713,AITraining,Low,RegionD,RegionE,2167,2167,130020,130131,111,57,150.0,22.0,2406,361
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12714,RealTimeInference,High,RegionB,RegionB,1609,1609,96540,96792,252,6,20.0,5.0,1614,268
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12715,AITraining,Low,RegionE,RegionE,523,523,31440,31714,274,44,150.0,5.0,2406,87
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12716,RealTimeInference,High,RegionC,RegionC,1335,1335,80100,80467,367,1,20.0,5.0,1342,222
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12717,RealTimeInference,High,RegionC,RegionC,1141,1141,68460,68516,56,7,20.0,5.0,1142,190
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12718,AITraining,Low,RegionF,RegionF,1101,1101,66180,66333,153,91,150.0,5.0,2406,183
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12719,AITraining,Low,RegionC,RegionC,1790,1790,107400,107561,161,62,150.0,5.0,2406,298
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12720,BatchInference,Medium,RegionB,RegionC,1839,1839,110340,110424,84,10,80.0,14.0,2406,306
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12721,RealTimeInference,High,RegionB,RegionB,2065,2065,123900,123916,16,1,20.0,5.0,2066,344
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12722,RealTimeInference,High,RegionB,RegionB,480,480,28800,29196,396,7,20.0,5.0,487,80
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12723,RealTimeInference,High,RegionC,RegionC,2351,2351,141060,141166,106,7,20.0,5.0,2353,391
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12724,AITraining,Low,RegionF,RegionF,1680,1680,100800,101068,268,29,150.0,5.0,2406,280
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12725,BatchInference,Medium,RegionA,RegionC,1123,1123,67380,67676,296,12,80.0,15.0,2406,187
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12726,BatchInference,Medium,RegionB,RegionB,767,767,46020,46271,251,19,80.0,5.0,2406,127
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12727,RealTimeInference,High,RegionB,RegionB,39,39,2340,2608,268,1,20.0,5.0,44,6
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12728,RealTimeInference,High,RegionB,RegionB,270,270,16200,16520,320,3,20.0,5.0,276,45
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12729,RealTimeInference,High,RegionC,RegionC,816,816,48960,49325,365,7,20.0,5.0,823,136
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12730,AITraining,Low,RegionF,RegionF,2013,2013,120840,121064,224,55,150.0,5.0,2406,335
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12731,AITraining,Low,RegionF,RegionF,607,607,36420,36710,290,55,150.0,5.0,2406,101
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12732,RealTimeInference,High,RegionA,RegionA,1471,1471,88260,88392,132,7,20.0,5.0,1474,245
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12733,BatchInference,Medium,RegionB,RegionB,6,6,360,370,10,20,80.0,5.0,2406,1
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12734,RealTimeInference,High,RegionB,RegionB,892,892,53520,53536,16,3,20.0,5.0,893,148
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12735,RealTimeInference,High,RegionB,RegionB,249,249,14940,15128,188,3,20.0,5.0,253,41
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12736,RealTimeInference,High,RegionC,RegionC,74,74,4440,4492,52,2,20.0,5.0,75,12
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12737,AITraining,Low,RegionF,RegionF,2125,2125,127500,127737,237,70,150.0,5.0,2406,354
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12738,BatchInference,Medium,RegionA,RegionC,1018,1018,61080,61447,367,4,80.0,15.0,2406,169
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12739,BatchInference,Medium,RegionA,RegionA,1651,1651,99060,99070,10,14,80.0,5.0,2406,275
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12740,BatchInference,Medium,RegionB,RegionC,980,980,58920,59142,222,17,80.0,14.0,2406,163
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12741,AITraining,Low,RegionD,RegionE,455,455,27720,28090,370,36,150.0,22.0,2406,75
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12742,AITraining,Low,RegionE,RegionE,19,19,1140,1317,177,29,150.0,5.0,2406,3
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12743,RealTimeInference,High,RegionC,RegionC,2114,2114,126840,127019,179,2,20.0,5.0,2117,352
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12744,AITraining,Low,RegionF,RegionF,2341,2341,140460,140606,146,97,150.0,5.0,2406,390
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12745,AITraining,Low,RegionB,RegionB,368,368,22260,22521,261,120,150.0,5.0,2406,61
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12746,RealTimeInference,High,RegionA,RegionA,1032,1032,61920,61978,58,5,20.0,5.0,1033,172
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12747,RealTimeInference,High,RegionB,RegionB,1663,1663,99780,100168,388,4,20.0,5.0,1670,277
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12748,RealTimeInference,High,RegionB,RegionB,94,94,5640,5675,35,4,20.0,5.0,95,15
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12749,AITraining,Low,RegionE,RegionE,378,378,22680,22923,243,85,150.0,5.0,2406,63
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12750,BatchInference,Medium,RegionE,RegionE,2325,2325,139500,139795,295,10,80.0,5.0,2406,387
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12751,AITraining,Low,RegionA,RegionC,623,623,37380,37395,15,89,150.0,15.0,2406,103
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12752,RealTimeInference,High,RegionA,RegionA,568,568,34080,34466,386,2,20.0,5.0,575,94
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12753,AITraining,Low,RegionD,RegionF,2025,2025,121680,122030,350,30,150.0,25.0,2406,337
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12754,RealTimeInference,High,RegionB,RegionB,1870,1870,112200,112554,354,2,20.0,5.0,1876,311
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12755,AITraining,Low,RegionE,RegionE,2383,2383,142980,143163,183,51,150.0,5.0,2406,397
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12756,AITraining,Low,RegionF,RegionF,2178,2178,130680,130990,310,38,150.0,5.0,2406,363
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12757,AITraining,Low,RegionF,RegionF,1883,1883,112980,113059,79,25,150.0,5.0,2406,313
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12758,AITraining,Low,RegionB,RegionB,183,183,10980,11021,41,92,150.0,5.0,2406,30
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12759,BatchInference,Medium,RegionB,RegionB,36,36,2160,2546,386,14,80.0,5.0,2406,6
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12760,AITraining,Low,RegionD,RegionF,1379,1379,82920,83044,124,30,150.0,25.0,2406,229
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12761,BatchInference,Medium,RegionC,RegionC,2225,2225,133500,133687,187,20,80.0,5.0,2406,370
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12762,RealTimeInference,High,RegionC,RegionC,2243,2243,134580,134970,390,6,20.0,5.0,2250,373
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12763,BatchInference,Medium,RegionE,RegionE,1966,1966,117960,117995,35,20,80.0,5.0,2406,327
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12764,BatchInference,Medium,RegionF,RegionF,1591,1591,95460,95683,223,12,80.0,5.0,2406,265
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12765,RealTimeInference,High,RegionA,RegionA,166,166,9960,10262,302,2,20.0,5.0,172,27
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12766,RealTimeInference,High,RegionA,RegionA,94,94,5640,5873,233,6,20.0,5.0,98,15
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12767,AITraining,Low,RegionD,RegionD,2109,2109,126720,127034,314,43,150.0,5.0,2406,351
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12768,BatchInference,Medium,RegionD,RegionD,897,897,53820,54188,368,12,80.0,5.0,2406,149
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12769,RealTimeInference,High,RegionC,RegionC,1779,1779,106740,107098,358,6,20.0,5.0,1785,296
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12770,RealTimeInference,High,RegionD,RegionD,396,396,23760,23943,183,3,20.0,5.0,400,66
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12771,AITraining,Low,RegionB,RegionB,1000,1000,61140,61460,320,102,150.0,5.0,2406,166
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12772,BatchInference,Medium,RegionB,RegionB,337,337,20220,20383,163,21,80.0,5.0,2406,56
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12773,RealTimeInference,High,RegionB,RegionB,2143,2143,128580,128602,22,4,20.0,5.0,2144,357
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12774,RealTimeInference,High,RegionB,RegionB,1303,1303,78180,78496,316,4,20.0,5.0,1309,217
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12775,RealTimeInference,High,RegionC,RegionC,2274,2274,136440,136509,69,4,20.0,5.0,2276,379
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12776,AITraining,Low,RegionF,RegionF,1512,1512,90720,90897,177,17,150.0,5.0,2406,252
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12777,AITraining,Low,RegionF,RegionE,1061,1061,64020,64382,362,43,150.0,18.0,2406,176
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12778,BatchInference,Medium,RegionA,RegionB,2053,2053,123180,123244,64,6,80.0,12.0,2406,342
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12779,RealTimeInference,High,RegionA,RegionA,2348,2348,140880,141269,389,4,20.0,5.0,2355,391
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12780,BatchInference,Medium,RegionC,RegionC,614,614,36840,37199,359,11,80.0,5.0,2406,102
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12781,RealTimeInference,High,RegionB,RegionB,774,774,46440,46671,231,1,20.0,5.0,778,129
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12782,AITraining,Low,RegionE,RegionE,1064,1064,63840,64199,359,44,150.0,5.0,2406,177
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12783,AITraining,Low,RegionF,RegionF,49,49,2940,3008,68,113,150.0,5.0,2406,8
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12784,RealTimeInference,High,RegionA,RegionA,1486,1486,89160,89394,234,6,20.0,5.0,1490,247
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12785,RealTimeInference,High,RegionA,RegionA,1326,1326,79560,79832,272,6,20.0,5.0,1331,221
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,12786,RealTimeInference,High,RegionA,RegionA,1137,1137,68220,68563,343,7,20.0,5.0,1143,189
