TaskID,ExecutionRegion_incumbent,StartMinute_incumbent,ExecutionRegion_alns,StartMinute_alns,change_type
2267,RegionE,84240,RegionE,84240,unchanged
2268,RegionC,27960,RegionC,27960,unchanged
2269,RegionC,98340,RegionC,98340,unchanged
2270,RegionB,66780,RegionB,66780,unchanged
2271,RegionC,117480,RegionC,117480,unchanged
2272,RegionC,40980,RegionC,40980,unchanged
2273,RegionB,32520,RegionB,32520,unchanged
2274,RegionF,14400,RegionF,14400,unchanged
2275,RegionE,25440,RegionE,25440,unchanged
2276,RegionA,118620,RegionA,118620,unchanged
2277,RegionE,107700,RegionE,107700,unchanged
2278,RegionB,93300,RegionB,93300,unchanged
2279,RegionD,7080,RegionD,7080,unchanged
2280,RegionE,32100,RegionE,32100,unchanged
2281,RegionE,119940,RegionE,119940,unchanged
2282,RegionA,101040,RegionA,101040,unchanged
2283,RegionC,11340,RegionC,11340,unchanged
2284,RegionA,64260,RegionA,64260,unchanged
2285,RegionE,77340,RegionE,77340,unchanged
2286,RegionB,128940,RegionB,128940,unchanged
2287,RegionE,141900,RegionE,141900,unchanged
2288,RegionF,138840,RegionF,138840,unchanged
2289,RegionA,83100,RegionA,83100,unchanged
2290,RegionF,128580,RegionF,128580,unchanged
2291,RegionF,23640,RegionF,23640,unchanged
2292,RegionC,61080,RegionC,61080,unchanged
2293,RegionE,84960,RegionE,84960,unchanged
2294,RegionE,94560,RegionE,94560,unchanged
2295,RegionF,137160,RegionF,137160,unchanged
2296,RegionC,13500,RegionC,13500,unchanged
2297,RegionA,38520,RegionA,38520,unchanged
2298,RegionF,115620,RegionF,115620,unchanged
2299,RegionE,40620,RegionE,40620,unchanged
2300,RegionC,120780,RegionC,120780,unchanged
2301,RegionF,59160,RegionF,59160,unchanged
2302,RegionB,68340,RegionB,68340,unchanged
2303,RegionA,124560,RegionA,124560,unchanged
2304,RegionB,135240,RegionB,135240,unchanged
2305,RegionE,93000,RegionE,93000,unchanged
2306,RegionF,58140,RegionF,58140,unchanged
2307,RegionC,112800,RegionC,112800,unchanged
2308,RegionF,140820,RegionF,140820,unchanged
2309,RegionB,21600,RegionB,21600,unchanged
2310,RegionB,109860,RegionB,109860,unchanged
2311,RegionC,29160,RegionC,29160,unchanged
2312,RegionF,4320,RegionF,4320,unchanged
2313,RegionC,99120,RegionC,99120,unchanged
2314,RegionF,8760,RegionF,8760,unchanged
2315,RegionC,135360,RegionC,135360,unchanged
2316,RegionA,22320,RegionA,22320,unchanged
2317,RegionD,74880,RegionD,74880,unchanged
2318,RegionE,138180,RegionE,138180,unchanged
2319,RegionC,112080,RegionC,112080,unchanged
2320,RegionE,89280,RegionE,89280,unchanged
2321,RegionE,54780,RegionE,54780,unchanged
2322,RegionB,81540,RegionB,81540,unchanged
2323,RegionF,116640,RegionF,116640,unchanged
2324,RegionF,89520,RegionF,89520,unchanged
2325,RegionE,111180,RegionE,111180,unchanged
2326,RegionC,23940,RegionC,23940,unchanged
2327,RegionE,54480,RegionE,54480,unchanged
2328,RegionA,83880,RegionA,83880,unchanged
2329,RegionC,71700,RegionC,71700,unchanged
2330,RegionF,128700,RegionF,128700,unchanged
2331,RegionC,26100,RegionC,26100,unchanged
2332,RegionB,40320,RegionB,40320,unchanged
2333,RegionE,34500,RegionE,34500,unchanged
2334,RegionE,100560,RegionE,100560,unchanged
2335,RegionA,62460,RegionA,62460,unchanged
2336,RegionF,48240,RegionF,48240,unchanged
2337,RegionB,29640,RegionB,29640,unchanged
2338,RegionE,53040,RegionE,53040,unchanged
2339,RegionF,46800,RegionF,46800,unchanged
2340,RegionF,83040,RegionF,83040,unchanged
2341,RegionA,101820,RegionA,101820,unchanged
2342,RegionA,30240,RegionA,30240,unchanged
2343,RegionB,112380,RegionB,112380,unchanged
2344,RegionF,124140,RegionF,124140,unchanged
2345,RegionB,122580,RegionB,122580,unchanged
2346,RegionC,130320,RegionC,130320,unchanged
2347,RegionF,11880,RegionF,11880,unchanged
2348,RegionC,106440,RegionC,106440,unchanged
2349,RegionF,118980,RegionF,118980,unchanged
2350,RegionE,43800,RegionE,43800,unchanged
2351,RegionE,142140,RegionE,142140,unchanged
2352,RegionC,31500,RegionC,31500,unchanged
2353,RegionC,95160,RegionC,95160,unchanged
2354,RegionE,79080,RegionE,79080,unchanged
2355,RegionC,94500,RegionC,94500,unchanged
2356,RegionB,60960,RegionB,60960,unchanged
2357,RegionC,97740,RegionC,97740,unchanged
2358,RegionD,72240,RegionD,72240,unchanged
2359,RegionE,32760,RegionE,32760,unchanged
2360,RegionD,101400,RegionD,101400,unchanged
2361,RegionB,125880,RegionB,125880,unchanged
2362,RegionB,134580,RegionB,134580,unchanged
2363,RegionB,136020,RegionB,136020,unchanged
2364,RegionE,53400,RegionE,53400,unchanged
2365,RegionC,51480,RegionC,51480,unchanged
2366,RegionF,71400,RegionF,71400,unchanged
2367,RegionF,85020,RegionF,85020,unchanged
2368,RegionC,33720,RegionC,33720,unchanged
2369,RegionE,44700,RegionE,44700,unchanged
2370,RegionE,133860,RegionE,133860,unchanged
2371,RegionE,79200,RegionE,79200,unchanged
2372,RegionE,28320,RegionE,28320,unchanged
2373,RegionE,138240,RegionE,138240,unchanged
2374,RegionB,143220,RegionB,143220,unchanged
2375,RegionE,102960,RegionE,102960,unchanged
2376,RegionF,131400,RegionF,131400,unchanged
2377,RegionC,103800,RegionC,103800,unchanged
2378,RegionB,128460,RegionB,128460,unchanged
2379,RegionC,6180,RegionC,6180,unchanged
2380,RegionF,35700,RegionF,35700,unchanged
2381,RegionA,13860,RegionA,13860,unchanged
2382,RegionA,65580,RegionA,65580,unchanged
2383,RegionB,70380,RegionB,70380,unchanged
2384,RegionE,61560,RegionE,61560,unchanged
2385,RegionC,15240,RegionC,15240,unchanged
2386,RegionF,72480,RegionF,72480,unchanged
2387,RegionA,132960,RegionA,132960,unchanged
2388,RegionA,88140,RegionA,88140,unchanged
2389,RegionB,25140,RegionB,25140,unchanged
2390,RegionF,138120,RegionF,138120,unchanged
2391,RegionB,137880,RegionB,137880,unchanged
2392,RegionE,58380,RegionE,58380,unchanged
2393,RegionF,70680,RegionF,70680,unchanged
2394,RegionB,11520,RegionB,11520,unchanged
2395,RegionB,95220,RegionB,95220,unchanged
2396,RegionC,76800,RegionC,76800,unchanged
2397,RegionF,13200,RegionF,13200,unchanged
2398,RegionC,61740,RegionC,61740,unchanged
2399,RegionC,108840,RegionC,108840,unchanged
2400,RegionA,90360,RegionA,90360,unchanged
2401,RegionE,135360,RegionE,135360,unchanged
2402,RegionF,48240,RegionF,48240,unchanged
2403,RegionF,48120,RegionF,48120,unchanged
2404,RegionF,110280,RegionF,110280,unchanged
2405,RegionC,18300,RegionC,18300,unchanged
2406,RegionD,42660,RegionD,42660,unchanged
2407,RegionB,126240,RegionB,126240,unchanged
2408,RegionA,92700,RegionA,92700,unchanged
2409,RegionB,105300,RegionB,105300,unchanged
2410,RegionC,136740,RegionC,136740,unchanged
2411,RegionD,31920,RegionD,31920,unchanged
2412,RegionC,143520,RegionC,143520,unchanged
2413,RegionF,1380,RegionF,1380,unchanged
2414,RegionC,114600,RegionC,114600,unchanged
2415,RegionE,38940,RegionE,38940,unchanged
2416,RegionB,37740,RegionB,37740,unchanged
2417,RegionE,12540,RegionE,12540,unchanged
2418,RegionE,73980,RegionE,73980,unchanged
2419,RegionF,140700,RegionF,140700,unchanged
2420,RegionB,87960,RegionB,87960,unchanged
2421,RegionA,78060,RegionA,78060,unchanged
2422,RegionF,54180,RegionF,54180,unchanged
2423,RegionB,127920,RegionB,127920,unchanged
2424,RegionC,124140,RegionC,124140,unchanged
2425,RegionC,102180,RegionC,102180,unchanged
2426,RegionF,131940,RegionF,131940,unchanged
2427,RegionC,22560,RegionC,22560,unchanged
2428,RegionC,54360,RegionC,54360,unchanged
2429,RegionB,81540,RegionB,81540,unchanged
2430,RegionF,88620,RegionF,88620,unchanged
2431,RegionD,53640,RegionD,53640,unchanged
2432,RegionF,130320,RegionF,130320,unchanged
2433,RegionC,137940,RegionC,137940,unchanged
2434,RegionF,2160,RegionF,2160,unchanged
2435,RegionA,85020,RegionA,85020,unchanged
2436,RegionC,59040,RegionC,59040,unchanged
2437,RegionE,59880,RegionE,59880,unchanged
2438,RegionC,78840,RegionC,78840,unchanged
2439,RegionF,27840,RegionF,27840,unchanged
2440,RegionC,63000,RegionC,63000,unchanged
2441,RegionE,69540,RegionE,69540,unchanged
2442,RegionB,127020,RegionB,127020,unchanged
2443,RegionE,126360,RegionE,126360,unchanged
2444,RegionE,109500,RegionE,109500,unchanged
2445,RegionE,10740,RegionE,10740,unchanged
2446,RegionC,47280,RegionC,47280,unchanged
2447,RegionB,126240,RegionB,126240,unchanged
2448,RegionA,23580,RegionA,23580,unchanged
2449,RegionB,132180,RegionB,132180,unchanged
2450,RegionE,1800,RegionE,1800,unchanged
2451,RegionF,16080,RegionF,16080,unchanged
2452,RegionE,52380,RegionE,52380,unchanged
2453,RegionC,104460,RegionC,104460,unchanged
2454,RegionA,50520,RegionA,50520,unchanged
2455,RegionF,106920,RegionF,106920,unchanged
2456,RegionE,17700,RegionE,17700,unchanged
2457,RegionE,37740,RegionE,37740,unchanged
2458,RegionC,112800,RegionC,112800,unchanged
2459,RegionF,81480,RegionF,81480,unchanged
2460,RegionA,21480,RegionA,21480,unchanged
2461,RegionA,13320,RegionA,13320,unchanged
2462,RegionB,61860,RegionB,61860,unchanged
2463,RegionE,17340,RegionE,17340,unchanged
2464,RegionF,56040,RegionF,56040,unchanged
2465,RegionF,100140,RegionF,100140,unchanged
2466,RegionC,110820,RegionC,110820,unchanged
2467,RegionF,99360,RegionF,99360,unchanged
2468,RegionB,77700,RegionB,77700,unchanged
2469,RegionB,95700,RegionB,95700,unchanged
2470,RegionE,29040,RegionE,29040,unchanged
2471,RegionF,1440,RegionF,1440,unchanged
2472,RegionF,15660,RegionF,15660,unchanged
2473,RegionC,144000,RegionC,144000,unchanged
2474,RegionA,17820,RegionA,17820,unchanged
2475,RegionC,123720,RegionC,123720,unchanged
2476,RegionB,71220,RegionB,71220,unchanged
2477,RegionE,74040,RegionE,74040,unchanged
2478,RegionE,21360,RegionE,21360,unchanged
2479,RegionB,107520,RegionB,107520,unchanged
2480,RegionB,97140,RegionB,97140,unchanged
2481,RegionD,7560,RegionD,7560,unchanged
2482,RegionC,38400,RegionC,38400,unchanged
2483,RegionE,54000,RegionE,54000,unchanged
2484,RegionC,96060,RegionC,96060,unchanged
2485,RegionF,72480,RegionF,72480,unchanged
2486,RegionC,35400,RegionC,35400,unchanged
2487,RegionC,91680,RegionC,91680,unchanged
2488,RegionB,136020,RegionB,136020,unchanged
2489,RegionE,34740,RegionE,34740,unchanged
2490,RegionC,10260,RegionC,10260,unchanged
2491,RegionC,140700,RegionC,140700,unchanged
2492,RegionB,97080,RegionB,97080,unchanged
2493,RegionE,134760,RegionE,134760,unchanged
2494,RegionA,74880,RegionA,74880,unchanged
2495,RegionB,84480,RegionB,84480,unchanged
2496,RegionB,101400,RegionB,101400,unchanged
2497,RegionF,125940,RegionF,125940,unchanged
2498,RegionE,39540,RegionE,39540,unchanged
2499,RegionA,54240,RegionA,54240,unchanged
2500,RegionF,62340,RegionF,62340,unchanged
2501,RegionB,28140,RegionB,28140,unchanged
2502,RegionB,139380,RegionB,139380,unchanged
2503,RegionC,134880,RegionC,134880,unchanged
2504,RegionE,135060,RegionE,135060,unchanged
2505,RegionA,71400,RegionA,71400,unchanged
2506,RegionF,16620,RegionF,16620,unchanged
2507,RegionC,24120,RegionC,24120,unchanged
2508,RegionB,142680,RegionB,142680,unchanged
2509,RegionE,81300,RegionE,81300,unchanged
2510,RegionE,31500,RegionE,31500,unchanged
2511,RegionF,57600,RegionF,57600,unchanged
2512,RegionA,70020,RegionA,70020,unchanged
2513,RegionF,17160,RegionF,17160,unchanged
2514,RegionB,78060,RegionB,78060,unchanged
2515,RegionC,110760,RegionC,110760,unchanged
2516,RegionE,75180,RegionE,75180,unchanged
2517,RegionF,143520,RegionF,143520,unchanged
2518,RegionF,138960,RegionF,138960,unchanged
2519,RegionC,89520,RegionC,89520,unchanged
2520,RegionB,105240,RegionB,105240,unchanged
2521,RegionB,1140,RegionB,1140,unchanged
2522,RegionE,60480,RegionE,60480,unchanged
2523,RegionC,107160,RegionC,107160,unchanged
2524,RegionE,88320,RegionE,88320,unchanged
2525,RegionA,81480,RegionA,81480,unchanged
2526,RegionC,113700,RegionC,113700,unchanged
2527,RegionC,88140,RegionC,88140,unchanged
2528,RegionC,119640,RegionC,119640,unchanged
2529,RegionE,26700,RegionE,26700,unchanged
2530,RegionC,20100,RegionC,20100,unchanged
2531,RegionF,34380,RegionF,34380,unchanged
2532,RegionC,48240,RegionC,48240,unchanged
2533,RegionB,18780,RegionB,18780,unchanged
2534,RegionF,18480,RegionF,18480,unchanged
2535,RegionB,124620,RegionB,124620,unchanged
2536,RegionE,7620,RegionE,7620,unchanged
2537,RegionE,142380,RegionE,142380,unchanged
2538,RegionB,52260,RegionB,52260,unchanged
2539,RegionA,135540,RegionA,135540,unchanged
2540,RegionB,133560,RegionB,133560,unchanged
2541,RegionF,116220,RegionF,116220,unchanged
2542,RegionE,36480,RegionE,36480,unchanged
2543,RegionE,96420,RegionE,96420,unchanged
2544,RegionE,71460,RegionE,71460,unchanged
2545,RegionA,114180,RegionA,114180,unchanged
2546,RegionF,125760,RegionF,125760,unchanged
2547,RegionB,97500,RegionB,97500,unchanged
2548,RegionF,123420,RegionF,123420,unchanged
2549,RegionC,58680,RegionC,58680,unchanged
2550,RegionF,40740,RegionF,40740,unchanged
2551,RegionC,34440,RegionC,34440,unchanged
2552,RegionA,39120,RegionA,39120,unchanged
2553,RegionA,139140,RegionA,139140,unchanged
2554,RegionD,36060,RegionD,36060,unchanged
2555,RegionE,118800,RegionE,118800,unchanged
2556,RegionE,9900,RegionE,9900,unchanged
2557,RegionE,119820,RegionE,119820,unchanged
2558,RegionA,15420,RegionA,15420,unchanged
2559,RegionB,90780,RegionB,90780,unchanged
2560,RegionB,10500,RegionB,10500,unchanged
2561,RegionE,50760,RegionE,50760,unchanged
2562,RegionE,88740,RegionE,88740,unchanged
2563,RegionE,115380,RegionE,115380,unchanged
2564,RegionB,11400,RegionB,11400,unchanged
2565,RegionA,79620,RegionA,79620,unchanged
2566,RegionA,128100,RegionA,128100,unchanged
2567,RegionF,67680,RegionF,67680,unchanged
2568,RegionE,64680,RegionE,64680,unchanged
2569,RegionE,133740,RegionE,133740,unchanged
2570,RegionF,43440,RegionF,43440,unchanged
2571,RegionC,93000,RegionC,93000,unchanged
2572,RegionB,19080,RegionB,19080,unchanged
2573,RegionD,61920,RegionD,61920,unchanged
2574,RegionC,54720,RegionC,54720,unchanged
2575,RegionE,99720,RegionE,99720,unchanged
2576,RegionE,84780,RegionE,84780,unchanged
2577,RegionF,118440,RegionF,118440,unchanged
2578,RegionC,1620,RegionC,1620,unchanged
2579,RegionE,34140,RegionE,34140,unchanged
2580,RegionC,40680,RegionC,40680,unchanged
2581,RegionB,18900,RegionB,18900,unchanged
2582,RegionE,69000,RegionE,69000,unchanged
2583,RegionD,36900,RegionD,36900,unchanged
2584,RegionA,38640,RegionA,38640,unchanged
2585,RegionB,29040,RegionB,29040,unchanged
2586,RegionD,56640,RegionD,56640,unchanged
2587,RegionC,81120,RegionC,81120,unchanged
2588,RegionE,27840,RegionE,27840,unchanged
2589,RegionE,117660,RegionE,117660,unchanged
2590,RegionF,51780,RegionF,51780,unchanged
2591,RegionC,39600,RegionC,39600,unchanged
2592,RegionF,100980,RegionF,100980,unchanged
2593,RegionB,59880,RegionB,59880,unchanged
2594,RegionB,31380,RegionB,31380,unchanged
2595,RegionE,39540,RegionE,39540,unchanged
2596,RegionC,125940,RegionC,125940,unchanged
2597,RegionA,140640,RegionA,140640,unchanged
2598,RegionA,13740,RegionA,13740,unchanged
2599,RegionA,63420,RegionA,63420,unchanged
2600,RegionB,126960,RegionB,126960,unchanged
2601,RegionD,138480,RegionD,138480,unchanged
2602,RegionF,4560,RegionF,4560,unchanged
2603,RegionE,70560,RegionE,70560,unchanged
2604,RegionA,53220,RegionA,53220,unchanged
2605,RegionA,115800,RegionA,115800,unchanged
2606,RegionC,41880,RegionC,41880,unchanged
2607,RegionB,100920,RegionB,100920,unchanged
2608,RegionE,35040,RegionE,35040,unchanged
2609,RegionF,44640,RegionF,44640,unchanged
2610,RegionC,125760,RegionC,125760,unchanged
2611,RegionC,41160,RegionC,41160,unchanged
2612,RegionE,84420,RegionE,84420,unchanged
2613,RegionC,16860,RegionC,16860,unchanged
2614,RegionB,92940,RegionB,92940,unchanged
2615,RegionE,32460,RegionE,32460,unchanged
2616,RegionE,4020,RegionE,4020,unchanged
2617,RegionA,128460,RegionA,128460,unchanged
2618,RegionF,103740,RegionF,103740,unchanged
2619,RegionB,23640,RegionB,23640,unchanged
2620,RegionB,116940,RegionB,116940,unchanged
2621,RegionE,9540,RegionE,9540,unchanged
2622,RegionF,123720,RegionF,123720,unchanged
2623,RegionF,22860,RegionF,22860,unchanged
2624,RegionC,31980,RegionC,31980,unchanged
2625,RegionF,132960,RegionF,132960,unchanged
2626,RegionB,106020,RegionB,106020,unchanged
2627,RegionE,103380,RegionE,103380,unchanged
2628,RegionE,10620,RegionE,10620,unchanged
2629,RegionE,130320,RegionE,130320,unchanged
2630,RegionC,56340,RegionC,56340,unchanged
2631,RegionB,93660,RegionB,93660,unchanged
2632,RegionC,141540,RegionC,141540,unchanged
2633,RegionB,104520,RegionB,104520,unchanged
2634,RegionC,62520,RegionC,62520,unchanged
2635,RegionE,57120,RegionE,57120,unchanged
2636,RegionF,69600,RegionF,69600,unchanged
2637,RegionC,133800,RegionC,133800,unchanged
2638,RegionB,63300,RegionB,63300,unchanged
2639,RegionB,1320,RegionB,1320,unchanged
2640,RegionE,1740,RegionE,1740,unchanged
2641,RegionE,128400,RegionE,128400,unchanged
2642,RegionC,127680,RegionC,127680,unchanged
2643,RegionA,92160,RegionA,92160,unchanged
2644,RegionF,50580,RegionF,50580,unchanged
2645,RegionD,77820,RegionD,77820,unchanged
2646,RegionC,88980,RegionC,88980,unchanged
2647,RegionC,37980,RegionC,37980,unchanged
2648,RegionE,143820,RegionE,143820,unchanged
2649,RegionE,64200,RegionE,64200,unchanged
2650,RegionC,104040,RegionC,104040,unchanged
2651,RegionF,90000,RegionF,90000,unchanged
2652,RegionD,67680,RegionD,67680,unchanged
2653,RegionE,97680,RegionE,97680,unchanged
2654,RegionC,101520,RegionC,101520,unchanged
2655,RegionF,136980,RegionF,136980,unchanged
2656,RegionC,43980,RegionC,43980,unchanged
2657,RegionB,137400,RegionB,137400,unchanged
2658,RegionD,118860,RegionD,118860,unchanged
2659,RegionC,75360,RegionC,75360,unchanged
2660,RegionE,84600,RegionE,84600,unchanged
2661,RegionF,97800,RegionF,97800,unchanged
2662,RegionF,33900,RegionF,33900,unchanged
2663,RegionB,29220,RegionB,29220,unchanged
2664,RegionF,56880,RegionF,56880,unchanged
2665,RegionC,39720,RegionC,39720,unchanged
2666,RegionB,52680,RegionB,52680,unchanged
2667,RegionE,98400,RegionE,98400,unchanged
2668,RegionE,135300,RegionE,135300,unchanged
2669,RegionC,12840,RegionC,12840,unchanged
2670,RegionA,95580,RegionA,95580,unchanged
2671,RegionD,1560,RegionD,1560,unchanged
2672,RegionB,35700,RegionB,35700,unchanged
2673,RegionF,106980,RegionF,106980,unchanged
2674,RegionC,15720,RegionC,15720,unchanged
2675,RegionF,54480,RegionF,54480,unchanged
2676,RegionB,19620,RegionB,19620,unchanged
2677,RegionF,9240,RegionF,9240,unchanged
2678,RegionE,95040,RegionE,95040,unchanged
2679,RegionC,128040,RegionC,128040,unchanged
2680,RegionF,14100,RegionF,14100,unchanged
2681,RegionC,121440,RegionC,121440,unchanged
2682,RegionF,2580,RegionF,2580,unchanged
2683,RegionA,127320,RegionA,127320,unchanged
2684,RegionB,47820,RegionB,47820,unchanged
2685,RegionB,125460,RegionB,125460,unchanged
2686,RegionE,56880,RegionE,56880,unchanged
2687,RegionF,41820,RegionF,41820,unchanged
2688,RegionE,9240,RegionE,9240,unchanged
2689,RegionC,58740,RegionC,58740,unchanged
2690,RegionE,480,RegionE,480,unchanged
2691,RegionB,21300,RegionB,21300,unchanged
2692,RegionC,98160,RegionC,98160,unchanged
2693,RegionF,97200,RegionF,97200,unchanged
2694,RegionE,49200,RegionE,49200,unchanged
2695,RegionF,3720,RegionF,3720,unchanged
2696,RegionC,16860,RegionC,16860,unchanged
2697,RegionA,135060,RegionA,135060,unchanged
2698,RegionC,137400,RegionC,137400,unchanged
2699,RegionE,85500,RegionE,85500,unchanged
2700,RegionF,67920,RegionF,67920,unchanged
2701,RegionC,47760,RegionC,47760,unchanged
2702,RegionB,99240,RegionB,99240,unchanged
2703,RegionF,1140,RegionF,1140,unchanged
2704,RegionB,42960,RegionB,42960,unchanged
2705,RegionC,124380,RegionC,124380,unchanged
2706,RegionC,137280,RegionC,137280,unchanged
2707,RegionC,123600,RegionC,123600,unchanged
2708,RegionF,83520,RegionF,83520,unchanged
2709,RegionA,126120,RegionA,126120,unchanged
2710,RegionB,132300,RegionB,132300,unchanged
2711,RegionE,61440,RegionE,61440,unchanged
2712,RegionE,108780,RegionE,108780,unchanged
2713,RegionF,138660,RegionF,138660,unchanged
2714,RegionE,59760,RegionE,59760,unchanged
2715,RegionA,112740,RegionA,112740,unchanged
2716,RegionF,113220,RegionF,113220,unchanged
2717,RegionF,6720,RegionF,6720,unchanged
2718,RegionC,28560,RegionC,28560,unchanged
2719,RegionF,16620,RegionF,16620,unchanged
2720,RegionE,54120,RegionE,54120,unchanged
2721,RegionF,56460,RegionF,56460,unchanged
2722,RegionA,101340,RegionA,101340,unchanged
2723,RegionB,126900,RegionB,126900,unchanged
2724,RegionE,2340,RegionE,2340,unchanged
2725,RegionE,64680,RegionE,64680,unchanged
2726,RegionC,70560,RegionC,70560,unchanged
2727,RegionC,98040,RegionC,98040,unchanged
2728,RegionB,84300,RegionB,84300,unchanged
2729,RegionA,136260,RegionA,136260,unchanged
2730,RegionA,117060,RegionA,117060,unchanged
2731,RegionC,86880,RegionC,86880,unchanged
2732,RegionB,140940,RegionB,140940,unchanged
2733,RegionE,44880,RegionE,44880,unchanged
2734,RegionE,46860,RegionE,46860,unchanged
2735,RegionC,49080,RegionC,49080,unchanged
2736,RegionA,59460,RegionA,59460,unchanged
2737,RegionB,50760,RegionB,50760,unchanged
2738,RegionB,49800,RegionB,49800,unchanged
2739,RegionC,87480,RegionC,87480,unchanged
2740,RegionC,26160,RegionC,26160,unchanged
2741,RegionF,19260,RegionF,19260,unchanged
2742,RegionC,121020,RegionC,121020,unchanged
2743,RegionF,1620,RegionF,1620,unchanged
2744,RegionF,10620,RegionF,10620,unchanged
2745,RegionF,91200,RegionF,91200,unchanged
2746,RegionE,77460,RegionE,77460,unchanged
2747,RegionF,141180,RegionF,141180,unchanged
2748,RegionC,120600,RegionC,120600,unchanged
2749,RegionA,125580,RegionA,125580,unchanged
2750,RegionC,97800,RegionC,97800,unchanged
2751,RegionB,141720,RegionB,141720,unchanged
2752,RegionC,13260,RegionC,13260,unchanged
2753,RegionE,104160,RegionE,104160,unchanged
2754,RegionF,132840,RegionF,132840,unchanged
2755,RegionA,123480,RegionA,123480,unchanged
2756,RegionB,96720,RegionB,96720,unchanged
2757,RegionF,42900,RegionF,42900,unchanged
2758,RegionE,29580,RegionE,29580,unchanged
2759,RegionE,127320,RegionE,127320,unchanged
2760,RegionE,77520,RegionE,77520,unchanged
2761,RegionC,2160,RegionC,2160,unchanged
2762,RegionA,51780,RegionA,51780,unchanged
2763,RegionB,142740,RegionB,142740,unchanged
2764,RegionB,79920,RegionB,79920,unchanged
2765,RegionE,63780,RegionE,63780,unchanged
2766,RegionC,134760,RegionC,134760,unchanged
2767,RegionF,58260,RegionF,58260,unchanged
2768,RegionA,115800,RegionA,115800,unchanged
2769,RegionE,84900,RegionE,84900,unchanged
2770,RegionC,45180,RegionC,45180,unchanged
2771,RegionD,104160,RegionD,104160,unchanged
2772,RegionC,102960,RegionC,102960,unchanged
2773,RegionF,91440,RegionF,91440,unchanged
2774,RegionA,98400,RegionA,98400,unchanged
2775,RegionC,110760,RegionC,110760,unchanged
2776,RegionA,140400,RegionA,140400,unchanged
2777,RegionB,141480,RegionB,141480,unchanged
2778,RegionE,56160,RegionE,56160,unchanged
2779,RegionC,66300,RegionC,66300,unchanged
2780,RegionE,136440,RegionE,136440,unchanged
2781,RegionB,93600,RegionB,93600,unchanged
2782,RegionA,35820,RegionA,35820,unchanged
2783,RegionD,36720,RegionD,36720,unchanged
2784,RegionC,2340,RegionC,2340,unchanged
2785,RegionC,103560,RegionC,103560,unchanged
2786,RegionE,33000,RegionE,33000,unchanged
2787,RegionC,127020,RegionC,127020,unchanged
2788,RegionF,77640,RegionF,77640,unchanged
2789,RegionB,73680,RegionB,73680,unchanged
2790,RegionC,138120,RegionC,138120,unchanged
2791,RegionE,11700,RegionE,11700,unchanged
2792,RegionE,24300,RegionE,24300,unchanged
2793,RegionF,40200,RegionF,40200,unchanged
2794,RegionA,52920,RegionA,52920,unchanged
2795,RegionB,117060,RegionB,117060,unchanged
2796,RegionF,24000,RegionF,24000,unchanged
2797,RegionC,82200,RegionC,82200,unchanged
2798,RegionF,88680,RegionF,88680,unchanged
2799,RegionE,137700,RegionE,137700,unchanged
2800,RegionF,63300,RegionF,63300,unchanged
2801,RegionB,4860,RegionB,4860,unchanged
2802,RegionC,29760,RegionC,29760,unchanged
2803,RegionC,48840,RegionC,48840,unchanged
2804,RegionE,141480,RegionE,141480,unchanged
2805,RegionE,132300,RegionE,132300,unchanged
2806,RegionC,69900,RegionC,69900,unchanged
2807,RegionB,79920,RegionB,79920,unchanged
2808,RegionD,125400,RegionD,125400,unchanged
2809,RegionB,109800,RegionB,109800,unchanged
2810,RegionB,93600,RegionB,93600,unchanged
2811,RegionE,70380,RegionE,70380,unchanged
2812,RegionE,35580,RegionE,35580,unchanged
2813,RegionE,82860,RegionE,82860,unchanged
2814,RegionA,140460,RegionA,140460,unchanged
2815,RegionB,17520,RegionB,17520,unchanged
2816,RegionB,39780,RegionB,39780,unchanged
2817,RegionF,56040,RegionF,56040,unchanged
2818,RegionF,77820,RegionF,77820,unchanged
2819,RegionE,72300,RegionE,72300,unchanged
2820,RegionB,65700,RegionB,65700,unchanged
2821,RegionE,97200,RegionE,97200,unchanged
2822,RegionB,109320,RegionB,109320,unchanged
2823,RegionC,128040,RegionC,128040,unchanged
2824,RegionF,101760,RegionF,101760,unchanged
2825,RegionC,45180,RegionC,45180,unchanged
2826,RegionE,30720,RegionE,30720,unchanged
2827,RegionC,58260,RegionC,58260,unchanged
2828,RegionE,61860,RegionE,61860,unchanged
2829,RegionE,20400,RegionE,20400,unchanged
2830,RegionB,40980,RegionB,40980,unchanged
2831,RegionD,25260,RegionD,25260,unchanged
2832,RegionC,15660,RegionC,15660,unchanged
2833,RegionB,134760,RegionB,134760,unchanged
2834,RegionA,6420,RegionA,6420,unchanged
2835,RegionB,128760,RegionB,128760,unchanged
2836,RegionB,25500,RegionB,25500,unchanged
2837,RegionE,38160,RegionE,38160,unchanged
2838,RegionC,95760,RegionC,95760,unchanged
2839,RegionF,56340,RegionF,56340,unchanged
2840,RegionA,69780,RegionA,69780,unchanged
2841,RegionB,31020,RegionB,31020,unchanged
2842,RegionB,129420,RegionB,129420,unchanged
2843,RegionB,7020,RegionB,7020,unchanged
2844,RegionC,87660,RegionC,87660,unchanged
2845,RegionE,117000,RegionE,117000,unchanged
2846,RegionF,132840,RegionF,132840,unchanged
2847,RegionB,134760,RegionB,134760,unchanged
