Hour,Region,AvailableRenewable_MW,Total_Load_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridPurchase_MW,GridLoadPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,Horizon_h,Method
14,RegionE,950.00000000,399.73000000,383.34000000,299.01000000,0.20630000,0.00000000,0.00000000,370.00000000,399.73000000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,330.27000000,-220.00000000,0.00000000,24,no_storage_renewable_first
15,RegionE,877.65000000,371.30250000,383.55000000,299.17000000,0.20830000,0.00000000,0.00000000,370.00000000,371.30250000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,286.34750000,-220.00000000,0.00000000,24,no_storage_renewable_first
16,RegionE,800.00000000,336.33750000,383.77000000,299.34000000,0.21130000,0.00000000,0.00000000,370.00000000,336.33750000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,243.66250000,-220.00000000,0.00000000,24,no_storage_renewable_first
17,RegionE,722.35000000,343.72500000,556.77000000,434.28000000,0.21510000,0.00000000,0.00000000,370.00000000,343.72500000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,158.62500000,-220.00000000,0.00000000,24,no_storage_renewable_first
18,RegionE,650.00000000,278.76250000,557.06000000,434.51000000,0.21960000,0.00000000,0.00000000,370.00000000,278.76250000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,151.23750000,-220.00000000,0.00000000,24,no_storage_renewable_first
19,RegionE,587.87000000,322.82500000,557.35000000,434.73000000,0.22430000,0.00000000,0.00000000,370.00000000,322.82500000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,45.04500000,-220.00000000,0.00000000,24,no_storage_renewable_first
20,RegionE,540.19000000,292.76250000,557.63000000,434.95000000,0.22900000,0.00000000,0.00000000,370.00000000,292.76250000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,27.42750000,-220.00000000,0.00000000,24,no_storage_renewable_first
21,RegionE,510.22000000,309.55000000,557.90000000,435.16000000,0.23350000,0.00000000,0.00000000,370.00000000,309.55000000,0.00000000,0.00000000,0.00000000,0.00000000,200.67000000,0.00000000,-200.67000000,0.00000000,24,no_storage_renewable_first
22,RegionE,500.00000000,361.82500000,346.45000000,270.23000000,0.23730000,0.00000000,0.00000000,370.00000000,361.82500000,0.00000000,0.00000000,0.00000000,0.00000000,138.17500000,0.00000000,-138.17500000,0.00000000,24,no_storage_renewable_first
23,RegionE,510.22000000,405.45000000,346.61000000,270.36000000,0.24020000,0.00000000,0.00000000,370.00000000,405.45000000,0.00000000,0.00000000,0.00000000,0.00000000,104.77000000,0.00000000,-104.77000000,0.00000000,24,no_storage_renewable_first
0,RegionF,540.19000000,478.75190000,260.00000000,202.80000000,0.28010000,0.00000000,0.00000000,382.50000000,478.75190000,0.00000000,0.00000000,0.00000000,0.00000000,61.43810000,0.00000000,-61.43810000,0.00000000,24,no_storage_renewable_first
1,RegionF,587.87000000,462.82610000,260.17000000,202.93000000,0.28110000,0.00000000,0.00000000,382.50000000,462.82610000,0.00000000,0.00000000,0.00000000,0.00000000,125.04390000,0.00000000,-125.04390000,0.00000000,24,no_storage_renewable_first
2,RegionF,650.00000000,508.74930000,260.34000000,203.07000000,0.28070000,0.00000000,0.00000000,382.50000000,508.74930000,0.00000000,0.00000000,0.00000000,0.00000000,141.25070000,0.00000000,-141.25070000,0.00000000,24,no_storage_renewable_first
3,RegionF,722.35000000,547.43350000,260.51000000,203.20000000,0.27890000,0.00000000,0.00000000,382.50000000,547.43350000,0.00000000,0.00000000,0.00000000,0.00000000,174.91650000,0.00000000,-174.91650000,0.00000000,24,no_storage_renewable_first
4,RegionF,800.00000000,559.14290000,260.68000000,203.33000000,0.27590000,0.00000000,0.00000000,382.50000000,559.14290000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,20.85710000,-220.00000000,0.00000000,24,no_storage_renewable_first
5,RegionF,877.65000000,592.51850000,260.84000000,203.46000000,0.27190000,0.00000000,0.00000000,382.50000000,592.51850000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,65.13150000,-220.00000000,0.00000000,24,no_storage_renewable_first
6,RegionF,950.00000000,613.77830000,261.01000000,203.59000000,0.26710000,0.00000000,0.00000000,382.50000000,613.77830000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,116.22170000,-220.00000000,0.00000000,24,no_storage_renewable_first
7,RegionF,1012.13000000,570.39510000,401.81000000,313.41000000,0.26200000,0.00000000,0.00000000,382.50000000,570.39510000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,221.73490000,-220.00000000,0.00000000,24,no_storage_renewable_first
8,RegionF,1059.81000000,561.61940000,402.06000000,313.61000000,0.25690000,0.00000000,0.00000000,382.50000000,561.61940000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,278.19060000,-220.00000000,0.00000000,24,no_storage_renewable_first
9,RegionF,1089.78000000,554.60900000,402.31000000,313.80000000,0.25220000,0.00000000,0.00000000,382.50000000,554.60900000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,315.17100000,-220.00000000,0.00000000,24,no_storage_renewable_first
10,RegionF,1100.00000000,513.68960000,402.56000000,314.00000000,0.24810000,0.00000000,0.00000000,382.50000000,513.68960000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,366.31040000,-220.00000000,0.00000000,24,no_storage_renewable_first
11,RegionF,1089.78000000,456.55230000,402.80000000,314.18000000,0.24510000,0.00000000,0.00000000,382.50000000,456.55230000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,413.22770000,-220.00000000,0.00000000,24,no_storage_renewable_first
12,RegionF,1059.81000000,475.13240000,403.04000000,314.37000000,0.24330000,0.00000000,0.00000000,382.50000000,475.13240000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,364.67760000,-220.00000000,0.00000000,24,no_storage_renewable_first
13,RegionF,1012.13000000,445.86650000,403.28000000,314.56000000,0.24280000,0.00000000,0.00000000,382.50000000,445.86650000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,346.26350000,-220.00000000,0.00000000,24,no_storage_renewable_first
14,RegionF,950.00000000,398.68220000,403.51000000,314.74000000,0.24380000,0.00000000,0.00000000,382.50000000,398.68220000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,331.31780000,-220.00000000,0.00000000,24,no_storage_renewable_first
15,RegionF,877.65000000,353.42830000,403.74000000,314.92000000,0.24610000,0.00000000,0.00000000,382.50000000,353.42830000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,304.22170000,-220.00000000,0.00000000,24,no_storage_renewable_first
16,RegionF,800.00000000,307.39080000,403.97000000,315.10000000,0.24970000,0.00000000,0.00000000,382.50000000,307.39080000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,272.60920000,-220.00000000,0.00000000,24,no_storage_renewable_first
17,RegionF,722.35000000,331.73670000,586.07000000,457.13000000,0.25420000,0.00000000,0.00000000,382.50000000,331.73670000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,170.61330000,-220.00000000,0.00000000,24,no_storage_renewable_first
18,RegionF,650.00000000,310.27370000,586.38000000,457.38000000,0.25950000,0.00000000,0.00000000,382.50000000,310.27370000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,119.72630000,-220.00000000,0.00000000,24,no_storage_renewable_first
19,RegionF,587.87000000,271.93240000,586.68000000,457.61000000,0.26510000,0.00000000,0.00000000,382.50000000,271.93240000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,95.93760000,-220.00000000,0.00000000,24,no_storage_renewable_first
20,RegionF,540.19000000,319.84950000,586.98000000,457.84000000,0.27070000,0.00000000,0.00000000,382.50000000,319.84950000,0.00000000,0.00000000,0.00000000,0.00000000,220.00000000,0.34050000,-220.00000000,0.00000000,24,no_storage_renewable_first
21,RegionF,510.22000000,325.39940000,587.27000000,458.07000000,0.27590000,0.00000000,0.00000000,382.50000000,325.39940000,0.00000000,0.00000000,0.00000000,0.00000000,184.82060000,0.00000000,-184.82060000,0.00000000,24,no_storage_renewable_first
22,RegionF,500.00000000,368.45240000,364.68000000,284.45000000,0.28040000,0.00000000,0.00000000,382.50000000,368.45240000,0.00000000,0.00000000,0.00000000,0.00000000,131.54760000,0.00000000,-131.54760000,0.00000000,24,no_storage_renewable_first
23,RegionF,510.22000000,391.49020000,364.85000000,284.58000000,0.28390000,0.00000000,0.00000000,382.50000000,391.49020000,0.00000000,0.00000000,0.00000000,0.00000000,118.72980000,0.00000000,-118.72980000,0.00000000,24,no_storage_renewable_first
